monodelphis_domestica ENSMODG00000023495
sarcophilus_harrisii ENSSHAG00000007823
phascolarctos_cinereus ENSPCIG00000036450
ursus_americanus ENSUAMG00000021140
ursus_maritimus ENSUMAG00000004826
ailuropoda_melanoleuca ENSAMEG00000019541
mustela_putorius_furo ENSMPUG00000019875
canis_lupus_dingo ENSCAFG00020010585
canis_lupus_familiaris ENSCAFG00000014813
vulpes_vulpes ENSVVUG00000023781
felis_catus ENSFCAG00000023621
bos_mutus ENSBMUG00000005274
bos_taurus ENSBTAG00000045955
sus_scrofa ENSSSCG00000010112
myotis_lucifugus ENSMLUG00000007238
myotis_lucifugus ENSMLUG00000011884
colobus_angolensis_palliatus ENSCANG00000032327
piliocolobus_tephrosceles ENSPTEG00000000974
chlorocebus_sabaeus ENSCSAG00000000514
homo_sapiens ENSG00000212122
saimiri_boliviensis_boliviensis ENSSBOG00000021966
cebus_capucinus ENSCCAG00000035371
callithrix_jacchus ENSCJAG00000016786
carlito_syrichta ENSTSYG00000003537
prolemur_simus ENSPSMG00000020739
propithecus_coquereli ENSPCOG00000025576
otolemur_garnettii ENSOGAG00000032224
dipodomys_ordii ENSDORG00000024297
castor_canadensis ENSCCNG00000025439
cricetulus_griseus_crigri-picr ENSCGRG00015007332
cricetulus_griseus_chok1gshd ENSCGRG00001010533
cricetulus_griseus_crigri ENSCGRG00000019046
mesocricetus_auratus ENSMAUG00000018111
peromyscus_maniculatus_bairdii ENSPEMG00000004261
microtus_ochrogaster ENSMOCG00000003194
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021425
mus_musculus ENSMUSG00000041566
mus_pahari MGP_PahariEiJ_G0016235
rattus_norvegicus ENSRNOG00000032856
meriones_unguiculatus ENSMUGG00000021677
nannospalax_galili ENSNGAG00000013082
jaculus_jaculus ENSJJAG00000013118
urocitellus_parryii ENSUPAG00010011872
marmota_marmota_marmota ENSMMMG00000002708
ictidomys_tridecemlineatus ENSSTOG00000027168
spermophilus_dauricus ENSSDAG00000009992
heterocephalus_glaber_male ENSHGLG00100019699
heterocephalus_glaber_female ENSHGLG00000021248
fukomys_damarensis ENSFDAG00000020426
fukomys_damarensis ENSFDAG00000003944
dasypus_novemcinctus ENSDNOG00000035684
loxodonta_africana ENSLAFG00000030407
canis_lupus_familiaris ENSCAFG00000023784
ovis_aries ENSOARG00000018586
equus_asinus_asinus ENSEASG00005006134
mus_spicilegus ENSMSIG00000019948
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020530
neovison_vison ENSNVIG00000022387
apteryx_haastii ENSAHAG00000018427
apteryx_rowi ENSARWG00000008694
apteryx_owenii ENSAOWG00000009110
apteryx_owenii ENSAOWG00000009108
apteryx_haastii ENSAHAG00000018428
dromaius_novaehollandiae ENSDNVG00000003877
nothoprocta_perdicaria ENSNPEG00000009867
junco_hyemalis ENSJHYG00000012532
zonotrichia_albicollis ENSZALG00000001179
pogona_vitticeps ENSPVIG00000006238
esox_lucius ENSELUG00000020927
scleropages_formosus ENSSFOG00015015442
lepisosteus_oculatus ENSLOCG00000018149
eptatretus_burgeri ENSEBUG00000011214
ciona_intestinalis ENSCING00000018308
ciona_intestinalis ENSCING00000002645
