scleropages_formosus ENSSFOG00015002404
paramormyrops_kingsleyae ENSPKIG00000023309
hucho_hucho ENSHHUG00000007752
hucho_hucho ENSHHUG00000011784
esox_lucius ENSELUG00000014930
tetraodon_nigroviridis ENSTNIG00000010824
takifugu_rubripes ENSTRUG00000009147
cynoglossus_semilaevis ENSCSEG00000012583
gasterosteus_aculeatus ENSGACG00000005589
labrus_bergylta ENSLBEG00000028552
amphiprion_ocellaris ENSAOCG00000011683
acanthochromis_polyacanthus ENSAPOG00000001401
stegastes_partitus ENSSPAG00000003477
anabas_testudineus ENSATEG00000009723
betta_splendens ENSBSLG00000012809
larimichthys_crocea ENSLCRG00005009442
mola_mola ENSMMOG00000005111
cottoperca_gobio ENSCGOG00000000775
seriola_dumerili ENSSDUG00000017511
seriola_lalandi ENSSLDG00000012333
lates_calcarifer ENSLCAG00010003789
scophthalmus_maximus ENSSMAG00000015917
monopterus_albus ENSMALG00000001210
mastacembelus_armatus ENSMAMG00000001012
maylandia_zebra ENSMZEG00005001531
pundamilia_nyererei ENSPNYG00000002994
haplochromis_burtoni ENSHBUG00000019064
neolamprologus_brichardi ENSNBRG00000009090
oreochromis_niloticus ENSONIG00000003389
amphilophus_citrinellus ENSACIG00000012810
parambassis_ranga ENSPRNG00000017056
poecilia_mexicana ENSPMEG00000018806
poecilia_formosa ENSPFOG00000001162
poecilia_latipinna ENSPLAG00000023557
poecilia_reticulata ENSPREG00000006600
xiphophorus_couchianus ENSXCOG00000009584
xiphophorus_maculatus ENSXMAG00000002829
gambusia_affinis ENSGAFG00000006602
fundulus_heteroclitus ENSFHEG00000007539
cyprinodon_variegatus ENSCVAG00000001114
kryptolebias_marmoratus ENSKMAG00000015515
oryzias_latipes ENSORLG00020019228
oryzias_latipes ENSORLG00000027387
oryzias_latipes ENSORLG00015011545
oryzias_melastigma ENSOMEG00000012981
gouania_willdenowi ENSGWIG00000004544
hippocampus_comes ENSHCOG00000008393
periophthalmus_magnuspinnatus ENSPMGG00000003400
gadus_morhua ENSGMOG00000015368
clupea_harengus ENSCHAG00000012169
denticeps_clupeoides ENSDCDG00000023849
ictalurus_punctatus ENSIPUG00000002542
electrophorus_electricus ENSEEEG00000003995
astyanax_mexicanus ENSAMXG00000040778
astyanax_mexicanus ENSAMXG00005021890
pygocentrus_nattereri ENSPNAG00000015749
danio_rerio ENSDARG00000029215
erpetoichthys_calabaricus ENSECRG00000022386
pogona_vitticeps ENSPVIG00000011253
notechis_scutatus ENSNSUG00000007428
anolis_carolinensis ENSACAG00000006311
salvator_merianae ENSSMRG00000021828
sphenodon_punctatus ENSSPUG00000006500
chelonoidis_abingdonii ENSCABG00000002765
gopherus_agassizii ENSGAGG00000018509
chrysemys_picta ENSCPBG00000027326
crocodylus_porosus ENSCPRG00005007294
gallus_gallus ENSGALG00000001315
coturnix_japonica ENSCJPG00005019360
meleagris_gallopavo ENSMGAG00000007071
numida_meleagris ENSNMEG00000005369
anser_brachyrhynchus ENSABRG00000000335
manacus_vitellinus ENSMVIG00005005200
lepidothrix_coronata ENSLCOG00000001569
melopsittacus_undulatus ENSMUNG00000016366
calidris_pygmaea ENSCPGG00000015494
calidris_pugnax ENSCPUG00000014309
apteryx_haastii ENSAHAG00000013744
apteryx_owenii ENSAOWG00000009743
apteryx_rowi ENSARWG00000000677
nothoprocta_perdicaria ENSNPEG00000010712
dromaius_novaehollandiae ENSDNVG00000003386
phascolarctos_cinereus ENSPCIG00000013305
vombatus_ursinus ENSVURG00010007663
vombatus_ursinus ENSVURG00010015495
vombatus_ursinus ENSVURG00010000295
phascolarctos_cinereus ENSPCIG00000009472
phascolarctos_cinereus ENSPCIG00000009220
phascolarctos_cinereus ENSPCIG00000035722
phascolarctos_cinereus ENSPCIG00000035413
phascolarctos_cinereus ENSPCIG00000034491
phascolarctos_cinereus ENSPCIG00000009049
phascolarctos_cinereus ENSPCIG00000013276
phascolarctos_cinereus ENSPCIG00000006083
notamacropus_eugenii ENSMEUG00000005752
monodelphis_domestica ENSMODG00000046619
sarcophilus_harrisii ENSSHAG00000013924
bos_indicus ENSBIXG00005029277
bos_indicus ENSBIXG00000011893
bos_taurus ENSBTAG00000018802
capra_hircus ENSCHIG00000003883
sus_scrofa ENSSSCG00000025638
tursiops_truncatus ENSTTRG00000006008
neovison_vison ENSNVIG00000006316
canis_lupus ENSCAFG00020023351
felis_catus ENSFCAG00000045462
panthera_pardus ENSPPRG00000005626
equus_asinus ENSEASG00005000404
equus_caballus ENSECAG00000021160
pteropus_vampyrus ENSPVAG00000004941
erinaceus_europaeus ENSEEUG00000005995
mus_spicilegus ENSMSIG00000019038
mus_caroli MGP_CAROLIEiJ_G0017019
mus_musculus ENSMUSG00000014349
mus_spretus MGP_SPRETEiJ_G0017865
mus_pahari MGP_PahariEiJ_G0018149
rattus_norvegicus ENSRNOG00000006868
meriones_unguiculatus ENSMUGG00000010936
meriones_unguiculatus ENSMUGG00000011170
cricetulus_griseus ENSCGRG00015020171
cricetulus_griseus ENSCGRG00000013436
cricetulus_griseus ENSCGRG00001019150
mesocricetus_auratus ENSMAUG00000007792
peromyscus_maniculatus ENSPEMG00000020953
microtus_ochrogaster ENSMOCG00000018241
nannospalax_galili ENSNGAG00000024296
castor_canadensis ENSCCNG00000006118
jaculus_jaculus ENSJJAG00000003530
jaculus_jaculus ENSJJAG00000022820
dipodomys_ordii ENSDORG00000009258
urocitellus_parryii ENSUPAG00010006178
prolemur_simus ENSPSMG00000020387
propithecus_coquereli ENSPCOG00000014816
microcebus_murinus ENSMICG00000046102
otolemur_garnettii ENSOGAG00000001267
carlito_syrichta ENSTSYG00000036628
cercocebus_atys ENSCATG00000038755
theropithecus_gelada ENSTGEG00000029101
macaca_nemestrina ENSMNEG00000040572
macaca_fascicularis ENSMFAG00000045564
papio_anubis ENSPANG00000022830
chlorocebus_sabaeus ENSCSAG00000002496
piliocolobus_tephrosceles ENSPTEG00000033280
pan_troglodytes ENSPTRG00000009365
homo_sapiens ENSG00000159202
macaca_mulatta ENSMMUG00000057164
mandrillus_leucophaeus ENSMLEG00000043345
pongo_abelii ENSPPYG00000008910
pan_paniscus ENSPPAG00000001213
callithrix_jacchus ENSCJAG00000007326
saimiri_boliviensis ENSSBOG00000036224
cebus_capucinus ENSCCAG00000034036
aotus_nancymaae ENSANAG00000029636
rhinopithecus_roxellana ENSRROG00000038314
rhinopithecus_bieti ENSRBIG00000038578
colobus_angolensis ENSCANG00000042687
gorilla_gorilla ENSGGOG00000041818
nomascus_leucogenys ENSNLEG00000002739
vicugna_pacos ENSVPAG00000007655
sorex_araneus ENSSARG00000004844
ochotona_princeps ENSOPRG00000010181
oryctolagus_cuniculus ENSOCUG00000009159
heterocephalus_glaber ENSHGLG00000016280
heterocephalus_glaber ENSHGLG00100015799
fukomys_damarensis ENSFDAG00000014429
cavia_porcellus ENSCPOG00000024416
cavia_aperea ENSCAPG00000008452
chinchilla_lanigera ENSCLAG00000016068
octodon_degus ENSODEG00000017306
echinops_telfairi ENSETEG00000000756
ursus_americanus ENSUAMG00000023278
ursus_maritimus ENSUMAG00000015734
ailuropoda_melanoleuca ENSAMEG00000005049
mustela_putorius ENSMPUG00000015342
canis_lupus ENSCAFG00000016884
panthera_tigris ENSPTIG00000017872
vulpes_vulpes ENSVVUG00000003424
myotis_lucifugus ENSMLUG00000011750
procavia_capensis ENSPCAG00000016499
choloepus_hoffmanni ENSCHOG00000013754
dasypus_novemcinctus ENSDNOG00000002744
loxodonta_africana ENSLAFG00000006606
spermophilus_dauricus ENSSDAG00000011666
marmota_marmota ENSMMMG00000000717
ictidomys_tridecemlineatus ENSSTOG00000000796
bos_mutus ENSBMUG00000000624
bison_bison ENSBBBG00000021371
ovis_aries ENSOARG00000006622
xenopus_tropicalis ENSXETG00000021216
junco_hyemalis ENSJHYG00000007453
taeniopygia_guttata ENSTGUG00000003320
ornithorhynchus_anatinus ENSOANG00000001467
lonchura_striata ENSLSDG00000010353
cyanistes_caeruleus ENSCCEG00000021879
lepisosteus_oculatus ENSLOCG00000013488
ficedula_albicollis ENSFALG00000011385
latimeria_chalumnae ENSLACG00000016325
callorhinchus_milii ENSCMIG00000015775
petromyzon_marinus ENSPMAG00000005998
eptatretus_burgeri ENSEBUG00000015644
