labrus_bergylta ENSLBEG00000004608
mola_mola ENSMMOG00000016949
monopterus_albus ENSMALG00000008024
anabas_testudineus ENSATEG00000022992
pundamilia_nyererei ENSPNYG00000013835
haplochromis_burtoni ENSHBUG00000008593
astatotilapia_calliptera ENSACLG00000025402
neolamprologus_brichardi ENSNBRG00000004298
acanthochromis_polyacanthus ENSAPOG00000017491
poecilia_latipinna ENSPLAG00000015038
poecilia_reticulata ENSPREG00000009889
gambusia_affinis ENSGAFG00000011883
xiphophorus_maculatus ENSXMAG00000023789
xiphophorus_couchianus ENSXCOG00000017537
seriola_lalandi_dorsalis ENSSLDG00000018619
seriola_dumerili ENSSDUG00000022264
scophthalmus_maximus ENSSMAG00000009279
cynoglossus_semilaevis ENSCSEG00000021568
pygocentrus_nattereri ENSPNAG00000003101
astyanax_mexicanus ENSAMXG00000039178
