pygocentrus_nattereri ENSPNAG00000017104
astyanax_mexicanus ENSAMXG00000039191
lepisosteus_oculatus ENSLOCG00000015076
monopterus_albus ENSMALG00000014564
pan_troglodytes ENSPTRG00000014475
pan_paniscus ENSPPAG00000041490
homo_sapiens ENSG00000186976
gorilla_gorilla ENSGGOG00000015468
pongo_abelii ENSPPYG00000011914
nomascus_leucogenys ENSNLEG00000015528
rhinopithecus_roxellana ENSRROG00000038194
rhinopithecus_bieti ENSRBIG00000037752
piliocolobus_tephrosceles ENSPTEG00000021969
colobus_angolensis_palliatus ENSCANG00000042420
cercocebus_atys ENSCATG00000032430
mandrillus_leucophaeus ENSMLEG00000039456
papio_anubis ENSPANG00000004082
theropithecus_gelada ENSTGEG00000005620
macaca_fascicularis ENSMFAG00000036892
macaca_mulatta ENSMMUG00000005769
macaca_nemestrina ENSMNEG00000043102
chlorocebus_sabaeus ENSCSAG00000005576
cebus_capucinus ENSCCAG00000027808
cebus_capucinus ENSCCAG00000028479
saimiri_boliviensis_boliviensis ENSSBOG00000034619
callithrix_jacchus ENSCJAG00000015219
aotus_nancymaae ENSANAG00000026100
carlito_syrichta ENSTSYG00000009558
propithecus_coquereli ENSPCOG00000017470
microcebus_murinus ENSMICG00000007847
prolemur_simus ENSPSMG00000011592
otolemur_garnettii ENSOGAG00000001818
dasypus_novemcinctus ENSDNOG00000006010
choloepus_hoffmanni ENSCHOG00000010206
vicugna_pacos ENSVPAG00000006310
castor_canadensis ENSCCNG00000028158
ursus_americanus ENSUAMG00000001772
ursus_maritimus ENSUMAG00000020017
ailuropoda_melanoleuca ENSAMEG00000006750
neovison_vison ENSNVIG00000021759
mustela_putorius_furo ENSMPUG00000016284
canis_lupus_dingo ENSCAFG00020009648
canis_lupus_familiaris ENSCAFG00000000902
vulpes_vulpes ENSVVUG00000000261
panthera_pardus ENSPPRG00000011676
panthera_tigris_altaica ENSPTIG00000021766
felis_catus ENSFCAG00000007339
pteropus_vampyrus ENSPVAG00000012944
capra_hircus ENSCHIG00000021779
ovis_aries ENSOARG00000019214
bos_mutus ENSBMUG00000004418
bos_taurus ENSBTAG00000053264
bison_bison_bison ENSBBBG00000021544
sus_scrofa ENSSSCG00000000028
tursiops_truncatus ENSTTRG00000001581
equus_asinus_asinus ENSEASG00005021875
equus_caballus ENSECAG00000007792
tupaia_belangeri ENSTBEG00000010905
erinaceus_europaeus ENSEEUG00000013246
heterocephalus_glaber_male ENSHGLG00100000353
heterocephalus_glaber_female ENSHGLG00000005238
fukomys_damarensis ENSFDAG00000018663
chinchilla_lanigera ENSCLAG00000016383
octodon_degus ENSODEG00000014555
cavia_aperea ENSCAPG00000010544
cavia_porcellus ENSCPOG00000004320
urocitellus_parryii ENSUPAG00010002017
ictidomys_tridecemlineatus ENSSTOG00000004012
spermophilus_dauricus ENSSDAG00000007765
marmota_marmota_marmota ENSMMMG00000002371
castor_canadensis ENSCCNG00000010536
dipodomys_ordii ENSDORG00000008442
mus_spicilegus ENSMSIG00000017906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021003
mus_musculus ENSMUSG00000022441
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020106
mus_pahari MGP_PahariEiJ_G0020112
rattus_norvegicus ENSRNOG00000011094
meriones_unguiculatus ENSMUGG00000025032
cricetulus_griseus_crigri-picr ENSCGRG00015021333
cricetulus_griseus_chok1gshd ENSCGRG00001023590
cricetulus_griseus_crigri ENSCGRG00000013869
mesocricetus_auratus ENSMAUG00000016708
microtus_ochrogaster ENSMOCG00000003964
peromyscus_maniculatus_bairdii ENSPEMG00000021803
jaculus_jaculus ENSJJAG00000003593
procavia_capensis ENSPCAG00000001339
propithecus_coquereli ENSPCOG00000014397
loxodonta_africana ENSLAFG00000009212
myotis_lucifugus ENSMLUG00000001972
oryctolagus_cuniculus ENSOCUG00000026863
echinops_telfairi ENSETEG00000018330
ochotona_princeps ENSOPRG00000009505
phascolarctos_cinereus ENSPCIG00000006305
notamacropus_eugenii ENSMEUG00000005702
sarcophilus_harrisii ENSSHAG00000009599
monodelphis_domestica ENSMODG00000006774
ornithorhynchus_anatinus ENSOANG00000028635
sphenodon_punctatus ENSSPUG00000009754
salvator_merianae ENSSMRG00000009315
gallus_gallus ENSGALG00000014188
meleagris_gallopavo ENSMGAG00000013788
coturnix_japonica ENSCJPG00005015934
gallus_gallus ENSGALG00000052391
numida_meleagris ENSNMEG00000015476
anas_platyrhynchos_platyrhynchos ENSAPLG00000025133
calidris_pygmaea ENSCPGG00000004447
melopsittacus_undulatus ENSMUNG00000011423
apteryx_haastii ENSAHAG00000012311
apteryx_rowi ENSARWG00000009366
apteryx_owenii ENSAOWG00000009415
dromaius_novaehollandiae ENSDNVG00000001246
nothoprocta_perdicaria ENSNPEG00000006481
crocodylus_porosus ENSCPRG00005002981
chelonoidis_abingdonii ENSCABG00000005726
