seriola_dumerili ENSSDUG00000012709
scophthalmus_maximus ENSSMAG00000018722
periophthalmus_magnuspinnatus ENSPMGG00000023479
periophthalmus_magnuspinnatus ENSPMGG00000013032
labrus_bergylta ENSLBEG00000026441
pygocentrus_nattereri ENSPNAG00000027321
pygocentrus_nattereri ENSPNAG00000015534
pygocentrus_nattereri ENSPNAG00000017408
pygocentrus_nattereri ENSPNAG00000020573
pygocentrus_nattereri ENSPNAG00000004250
pygocentrus_nattereri ENSPNAG00000007032
pygocentrus_nattereri ENSPNAG00000028707
pygocentrus_nattereri ENSPNAG00000027776
pygocentrus_nattereri ENSPNAG00000013699
pygocentrus_nattereri ENSPNAG00000007001
pygocentrus_nattereri ENSPNAG00000017134
pygocentrus_nattereri ENSPNAG00000016188
astyanax_mexicanus ENSAMXG00000040756
astyanax_mexicanus ENSAMXG00000037337
ictalurus_punctatus ENSIPUG00000018969
