pteropus_vampyrus ENSPVAG00000000034
myotis_lucifugus ENSMLUG00000010613
ursus_maritimus ENSUMAG00000019189
ursus_americanus ENSUAMG00000009605
ailuropoda_melanoleuca ENSAMEG00000002469
neovison_vison ENSNVIG00000001129
mustela_putorius_furo ENSMPUG00000011436
canis_lupus_dingo ENSCAFG00020014044
canis_lupus_familiaris ENSCAFG00000016440
vulpes_vulpes ENSVVUG00000002247
panthera_pardus ENSPPRG00000001337
panthera_tigris_altaica ENSPTIG00000007138
felis_catus ENSFCAG00000002226
equus_asinus_asinus ENSEASG00005013005
equus_caballus ENSECAG00000029844
bos_taurus ENSBTAG00000015858
bos_mutus ENSBMUG00000012905
bison_bison_bison ENSBBBG00000000282
ovis_aries ENSOARG00000006467
bos_taurus ENSBTAG00000018311
bos_mutus ENSBMUG00000019209
ovis_aries ENSOARG00000009487
capra_hircus ENSCHIG00000009963
tursiops_truncatus ENSTTRG00000003274
sus_scrofa ENSSSCG00000012334
vicugna_pacos ENSVPAG00000007532
sorex_araneus ENSSARG00000007213
castor_canadensis ENSCCNG00000030004
dipodomys_ordii ENSDORG00000025574
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034661
mus_musculus ENSMUSG00000025264
mus_spicilegus ENSMSIG00000011170
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033491
mus_pahari MGP_PahariEiJ_G0032030
rattus_norvegicus ENSRNOG00000002556
meriones_unguiculatus ENSMUGG00000021252
cricetulus_griseus_crigri ENSCGRG00000010855
cricetulus_griseus_crigri-picr ENSCGRG00015020405
cricetulus_griseus_chok1gshd ENSCGRG00001023321
mesocricetus_auratus ENSMAUG00000012389
peromyscus_maniculatus_bairdii ENSPEMG00000015713
microtus_ochrogaster ENSMOCG00000006662
nannospalax_galili ENSNGAG00000021351
jaculus_jaculus ENSJJAG00000004561
spermophilus_dauricus ENSSDAG00000012560
ictidomys_tridecemlineatus ENSSTOG00000033612
marmota_marmota_marmota ENSMMMG00000013450
urocitellus_parryii ENSUPAG00010001725
heterocephalus_glaber_female ENSHGLG00000002188
heterocephalus_glaber_male ENSHGLG00100001234
fukomys_damarensis ENSFDAG00000011554
chinchilla_lanigera ENSCLAG00000007235
octodon_degus ENSODEG00000000542
octodon_degus ENSODEG00000014931
octodon_degus ENSODEG00000019951
cavia_porcellus ENSCPOG00000033139
oryctolagus_cuniculus ENSOCUG00000027678
oryctolagus_cuniculus ENSOCUG00000014714
ochotona_princeps ENSOPRG00000016595
tupaia_belangeri ENSTBEG00000016242
pan_paniscus ENSPPAG00000021242
pan_troglodytes ENSPTRG00000045904
homo_sapiens ENSG00000158526
gorilla_gorilla ENSGGOG00000041368
pongo_abelii ENSPPYG00000020381
nomascus_leucogenys ENSNLEG00000030041
chlorocebus_sabaeus ENSCSAG00000000402
chlorocebus_sabaeus ENSCSAG00000012366
theropithecus_gelada ENSTGEG00000003152
papio_anubis ENSPANG00000002291
cercocebus_atys ENSCATG00000045152
macaca_mulatta ENSMMUG00000010044
rhinopithecus_bieti ENSRBIG00000003999
rhinopithecus_roxellana ENSRROG00000033469
colobus_angolensis_palliatus ENSCANG00000036773
papio_anubis ENSPANG00000008042
cercocebus_atys ENSCATG00000036868
macaca_nemestrina ENSMNEG00000041996
macaca_mulatta ENSMMUG00000012612
macaca_fascicularis ENSMFAG00000001364
theropithecus_gelada ENSTGEG00000027749
mandrillus_leucophaeus ENSMLEG00000032632
rhinopithecus_bieti ENSRBIG00000024521
rhinopithecus_roxellana ENSRROG00000029439
piliocolobus_tephrosceles ENSPTEG00000016137
colobus_angolensis_palliatus ENSCANG00000043156
saimiri_boliviensis_boliviensis ENSSBOG00000019737
cebus_capucinus ENSCCAG00000025421
callithrix_jacchus ENSCJAG00000000251
aotus_nancymaae ENSANAG00000000062
carlito_syrichta ENSTSYG00000005670
carlito_syrichta ENSTSYG00000031321
carlito_syrichta ENSTSYG00000031644
microcebus_murinus ENSMICG00000010116
propithecus_coquereli ENSPCOG00000002354
prolemur_simus ENSPSMG00000000130
otolemur_garnettii ENSOGAG00000003468
loxodonta_africana ENSLAFG00000018093
echinops_telfairi ENSETEG00000018510
choloepus_hoffmanni ENSCHOG00000001068
notamacropus_eugenii ENSMEUG00000000188
notamacropus_eugenii ENSMEUG00000006729
phascolarctos_cinereus ENSPCIG00000024314
