mastacembelus_armatus ENSMAMG00000004700
monopterus_albus ENSMALG00000005145
anabas_testudineus ENSATEG00000011109
betta_splendens ENSBSLG00000000693
seriola_dumerili ENSSDUG00000019630
seriola_lalandi ENSSLDG00000022473
lates_calcarifer ENSLCAG00010014553
scophthalmus_maximus ENSSMAG00000013151
cynoglossus_semilaevis ENSCSEG00000008016
amphiprion_ocellaris ENSAOCG00000018475
amphiprion_percula ENSAPEG00000022437
acanthochromis_polyacanthus ENSAPOG00000017390
stegastes_partitus ENSSPAG00000020964
parambassis_ranga ENSPRNG00000003205
pundamilia_nyererei ENSPNYG00000015799
maylandia_zebra ENSMZEG00005001429
astatotilapia_calliptera ENSACLG00000012259
haplochromis_burtoni ENSHBUG00000019262
neolamprologus_brichardi ENSNBRG00000013829
oreochromis_niloticus ENSONIG00000015585
amphilophus_citrinellus ENSACIG00000006694
xiphophorus_couchianus ENSXCOG00000020022
xiphophorus_maculatus ENSXMAG00000003943
gambusia_affinis ENSGAFG00000020843
poecilia_mexicana ENSPMEG00000023447
poecilia_formosa ENSPFOG00000012504
poecilia_latipinna ENSPLAG00000005565
poecilia_reticulata ENSPREG00000013375
cyprinodon_variegatus ENSCVAG00000012963
fundulus_heteroclitus ENSFHEG00000004665
kryptolebias_marmoratus ENSKMAG00000021060
oryzias_latipes ENSORLG00000006117
oryzias_latipes ENSORLG00020000778
oryzias_latipes ENSORLG00015002184
oryzias_melastigma ENSOMEG00000017981
gouania_willdenowi ENSGWIG00000019678
cottoperca_gobio ENSCGOG00000003713
gasterosteus_aculeatus ENSGACG00000005618
labrus_bergylta ENSLBEG00000018966
larimichthys_crocea ENSLCRG00005006918
takifugu_rubripes ENSTRUG00000008481
tetraodon_nigroviridis ENSTNIG00000006541
mola_mola ENSMMOG00000000967
periophthalmus_magnuspinnatus ENSPMGG00000000609
hippocampus_comes ENSHCOG00000020445
gadus_morhua ENSGMOG00000018101
esox_lucius ENSELUG00000022691
hucho_hucho ENSHHUG00000038295
hucho_hucho ENSHHUG00000006355
clupea_harengus ENSCHAG00000017201
denticeps_clupeoides ENSDCDG00000024001
astyanax_mexicanus ENSAMXG00005014464
astyanax_mexicanus ENSAMXG00000019051
pygocentrus_nattereri ENSPNAG00000023968
ictalurus_punctatus ENSIPUG00000010809
electrophorus_electricus ENSEEEG00000017917
danio_rerio ENSDARG00000012535
paramormyrops_kingsleyae ENSPKIG00000018537
maylandia_zebra ENSMZEG00005001436
pundamilia_nyererei ENSPNYG00000015816
acanthochromis_polyacanthus ENSAPOG00000017353
fundulus_heteroclitus ENSFHEG00000004673
astyanax_mexicanus ENSAMXG00005014562
lepisosteus_oculatus ENSLOCG00000007014
