salvator_merianae ENSSMRG00000019721
notechis_scutatus ENSNSUG00000009014
anolis_carolinensis ENSACAG00000010709
pogona_vitticeps ENSPVIG00000023732
sphenodon_punctatus ENSSPUG00000013415
calidris_pygmaea ENSCPGG00000017313
calidris_pugnax ENSCPUG00000013091
melopsittacus_undulatus ENSMUNG00000008294
taeniopygia_guttata ENSTGUG00000010097
lonchura_striata_domestica ENSLSDG00000000525
serinus_canaria ENSSCAG00000014196
parus_major ENSPMJG00000001367
cyanistes_caeruleus ENSCCEG00000013703
ficedula_albicollis ENSFALG00000007923
lepidothrix_coronata ENSLCOG00000015680
manacus_vitellinus ENSMVIG00005002591
junco_hyemalis ENSJHYG00000011216
zonotrichia_albicollis ENSZALG00000006176
anser_brachyrhynchus ENSABRG00000004048
anas_platyrhynchos_platyrhynchos ENSAPLG00000005467
meleagris_gallopavo ENSMGAG00000008878
coturnix_japonica ENSCJPG00005013741
gallus_gallus ENSGALG00000008376
numida_meleagris ENSNMEG00000001828
apteryx_rowi ENSARWG00000005180
apteryx_owenii ENSAOWG00000017659
apteryx_haastii ENSAHAG00000010357
dromaius_novaehollandiae ENSDNVG00000002055
nothoprocta_perdicaria ENSNPEG00000003653
crocodylus_porosus ENSCPRG00005011698
chelonoidis_abingdonii ENSCABG00000012741
gopherus_agassizii ENSGAGG00000005222
chrysemys_picta_bellii ENSCPBG00000015584
pelodiscus_sinensis ENSPSIG00000013933
notamacropus_eugenii ENSMEUG00000002530
phascolarctos_cinereus ENSPCIG00000025618
sarcophilus_harrisii ENSSHAG00000000803
monodelphis_domestica ENSMODG00000003196
ovis_aries ENSOARG00000020620
capra_hircus ENSCHIG00000026144
bos_taurus ENSBTAG00000011414
bos_mutus ENSBMUG00000020467
bison_bison_bison ENSBBBG00000001309
tursiops_truncatus ENSTTRG00000003093
sus_scrofa ENSSSCG00000011783
vicugna_pacos ENSVPAG00000000393
erinaceus_europaeus ENSEEUG00000004804
ursus_americanus ENSUAMG00000005923
ursus_maritimus ENSUMAG00000006171
ailuropoda_melanoleuca ENSAMEG00000017299
mustela_putorius_furo ENSMPUG00000002433
neovison_vison ENSNVIG00000015638
canis_lupus_familiaris ENSCAFG00000012158
canis_lupus_dingo ENSCAFG00020002276
vulpes_vulpes ENSVVUG00000007208
panthera_pardus ENSPPRG00000002680
panthera_tigris_altaica ENSPTIG00000016942
felis_catus ENSFCAG00000007787
myotis_lucifugus ENSMLUG00000013520
pteropus_vampyrus ENSPVAG00000004836
equus_caballus ENSECAG00000018745
equus_asinus_asinus ENSEASG00005014406
pan_troglodytes ENSPTRG00000015679
pan_paniscus ENSPPAG00000030604
homo_sapiens ENSG00000145191
gorilla_gorilla ENSGGOG00000007425
pongo_abelii ENSPPYG00000014344
nomascus_leucogenys ENSNLEG00000006103
papio_anubis ENSPANG00000017089
theropithecus_gelada ENSTGEG00000023931
mandrillus_leucophaeus ENSMLEG00000028338
macaca_mulatta ENSMMUG00000006562
macaca_fascicularis ENSMFAG00000045589
macaca_nemestrina ENSMNEG00000035864
cercocebus_atys ENSCATG00000043245
chlorocebus_sabaeus ENSCSAG00000013546
piliocolobus_tephrosceles ENSPTEG00000027196
colobus_angolensis_palliatus ENSCANG00000041978
rhinopithecus_bieti ENSRBIG00000043590
rhinopithecus_roxellana ENSRROG00000037560
saimiri_boliviensis_boliviensis ENSSBOG00000028500
cebus_capucinus ENSCCAG00000028693
callithrix_jacchus ENSCJAG00000013108
aotus_nancymaae ENSANAG00000030694
carlito_syrichta ENSTSYG00000012456
propithecus_coquereli ENSPCOG00000010623
prolemur_simus ENSPSMG00000021580
microcebus_murinus ENSMICG00000049428
otolemur_garnettii ENSOGAG00000016131
sorex_araneus ENSSARG00000008159
castor_canadensis ENSCCNG00000014843
dipodomys_ordii ENSDORG00000005107
peromyscus_maniculatus_bairdii ENSPEMG00000009037
microtus_ochrogaster ENSMOCG00000016708
cricetulus_griseus_chok1gshd ENSCGRG00001008638
cricetulus_griseus_crigri ENSCGRG00000013467
cricetulus_griseus_crigri-picr ENSCGRG00015002466
mesocricetus_auratus ENSMAUG00000018803
mus_musculus ENSMUSG00000003235
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021473
mus_spicilegus ENSMSIG00000010879
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020576
mus_pahari MGP_PahariEiJ_G0016280
rattus_norvegicus ENSRNOG00000038160
meriones_unguiculatus ENSMUGG00000004171
nannospalax_galili ENSNGAG00000023841
jaculus_jaculus ENSJJAG00000004949
urocitellus_parryii ENSUPAG00010003579
