drosophila_melanogaster FBgn0031050
caenorhabditis_elegans_strain_n2 WBGene00016793
mola_mola ENSMMOG00000004701
hippocampus_comes ENSHCOG00000013642
oryzias_latipes ENSORLG00020016596
oryzias_latipes_asm223469v1 ENSORLG00015009106
oryzias_latipes ENSORLG00000017497
oryzias_melastigma ENSOMEG00000002790
fundulus_heteroclitus ENSFHEG00000018978
cyprinodon_variegatus ENSCVAG00000000659
xiphophorus_maculatus ENSXMAG00000008391
xiphophorus_couchianus ENSXCOG00000007447
gambusia_affinis ENSGAFG00000008189
poecilia_formosa ENSPFOG00000003101
poecilia_latipinna ENSPLAG00000003107
poecilia_mexicana ENSPMEG00000001665
poecilia_reticulata ENSPREG00000015477
kryptolebias_marmoratus ENSKMAG00000000203
astatotilapia_calliptera ENSACLG00000026785
maylandia_zebra ENSMZEG00005011179
pundamilia_nyererei ENSPNYG00000001682
haplochromis_burtoni ENSHBUG00000017735
oreochromis_niloticus ENSONIG00000000870
neolamprologus_brichardi ENSNBRG00000021299
amphilophus_citrinellus ENSACIG00000003903
amphiprion_percula ENSAPEG00000023627
amphiprion_percula ENSAPEG00000023585
amphiprion_ocellaris ENSAOCG00000010502
acanthochromis_polyacanthus ENSAPOG00000018899
stegastes_partitus ENSSPAG00000000509
monopterus_albus ENSMALG00000017382
mastacembelus_armatus ENSMAMG00000012990
anabas_testudineus ENSATEG00000000173
labrus_bergylta ENSLBEG00000024972
gasterosteus_aculeatus ENSGACG00000012675
seriola_lalandi_dorsalis ENSSLDG00000001351
seriola_dumerili ENSSDUG00000009145
scophthalmus_maximus ENSSMAG00000006699
takifugu_rubripes ENSTRUG00000011341
tetraodon_nigroviridis ENSTNIG00000002450
cynoglossus_semilaevis ENSCSEG00000002081
periophthalmus_magnuspinnatus ENSPMGG00000011441
gadus_morhua ENSGMOG00000011860
esox_lucius ENSELUG00000012190
pygocentrus_nattereri ENSPNAG00000020113
astyanax_mexicanus ENSAMXG00000020490
ictalurus_punctatus ENSIPUG00000020276
danio_rerio ENSDARG00000038432
scleropages_formosus ENSSFOG00015017237
paramormyrops_kingsleyae ENSPKIG00000001758
lepisosteus_oculatus ENSLOCG00000011094
anolis_carolinensis ENSACAG00000000833
pogona_vitticeps ENSPVIG00000008845
notechis_scutatus ENSNSUG00000019288
salvator_merianae ENSSMRG00000009645
sphenodon_punctatus ENSSPUG00000018378
calidris_pygmaea ENSCPGG00000012067
calidris_pugnax ENSCPUG00000001741
melopsittacus_undulatus ENSMUNG00000000643
parus_major ENSPMJG00000003159
cyanistes_caeruleus ENSCCEG00000010972
lonchura_striata_domestica ENSLSDG00000012100
taeniopygia_guttata ENSTGUG00000013040
serinus_canaria ENSSCAG00000005334
ficedula_albicollis ENSFALG00000003589
