vombatus_ursinus ENSVURG00010024614
phascolarctos_cinereus ENSPCIG00000020027
notamacropus_eugenii ENSMEUG00000009288
sarcophilus_harrisii ENSSHAG00000006087
papio_anubis ENSPANG00000024260
theropithecus_gelada ENSTGEG00000021960
mandrillus_leucophaeus ENSMLEG00000035098
macaca_fascicularis ENSMFAG00000035935
macaca_mulatta ENSMMUG00000009604
macaca_nemestrina ENSMNEG00000033346
cercocebus_atys ENSCATG00000035409
chlorocebus_sabaeus ENSCSAG00000012357
rhinopithecus_bieti ENSRBIG00000026028
rhinopithecus_roxellana ENSRROG00000034818
piliocolobus_tephrosceles ENSPTEG00000018163
colobus_angolensis ENSCANG00000014158
pan_paniscus ENSPPAG00000029992
pan_troglodytes ENSPTRG00000008650
gorilla_gorilla ENSGGOG00000023510
homo_sapiens ENSG00000177294
pongo_abelii ENSPPYG00000007885
nomascus_leucogenys ENSNLEG00000009306
cebus_capucinus ENSCCAG00000033134
saimiri_boliviensis ENSSBOG00000031118
callithrix_jacchus ENSCJAG00000017188
aotus_nancymaae ENSANAG00000032356
carlito_syrichta ENSTSYG00000001905
propithecus_coquereli ENSPCOG00000019281
microcebus_murinus ENSMICG00000006646
prolemur_simus ENSPSMG00000016014
otolemur_garnettii ENSOGAG00000016939
mus_musculus ENSMUSG00000070388
mus_spretus MGP_SPRETEiJ_G0017507
mus_spicilegus ENSMSIG00000013651
mus_caroli MGP_CAROLIEiJ_G0016670
mus_pahari MGP_PahariEiJ_G0017803
rattus_norvegicus ENSRNOG00000014953
meriones_unguiculatus ENSMUGG00000010781
peromyscus_maniculatus ENSPEMG00000016779
microtus_ochrogaster ENSMOCG00000006866
cricetulus_griseus ENSCGRG00001020628
cricetulus_griseus ENSCGRG00015001999
cricetulus_griseus ENSCGRG00000014972
mesocricetus_auratus ENSMAUG00000017927
nannospalax_galili ENSNGAG00000000183
jaculus_jaculus ENSJJAG00000001723
castor_canadensis ENSCCNG00000008024
urocitellus_parryii ENSUPAG00010019725
ictidomys_tridecemlineatus ENSSTOG00000026210
spermophilus_dauricus ENSSDAG00000002138
spermophilus_dauricus ENSSDAG00000002147
marmota_marmota ENSMMMG00000018902
chinchilla_lanigera ENSCLAG00000010324
octodon_degus ENSODEG00000016674
heterocephalus_glaber ENSHGLG00100005836
heterocephalus_glaber ENSHGLG00000009555
fukomys_damarensis ENSFDAG00000010153
cavia_porcellus ENSCPOG00000012216
cavia_aperea ENSCAPG00000015914
myotis_lucifugus ENSMLUG00000005996
pteropus_vampyrus ENSPVAG00000009010
erinaceus_europaeus ENSEEUG00000010345
sorex_araneus ENSSARG00000006864
oryctolagus_cuniculus ENSOCUG00000024705
ochotona_princeps ENSOPRG00000004840
tupaia_belangeri ENSTBEG00000008908
bos_indicus ENSBIXG00000014859
bos_indicus ENSBIXG00005010823
bos_taurus ENSBTAG00000018345
bos_mutus ENSBMUG00000010351
bison_bison ENSBBBG00000013464
ovis_aries ENSOARG00000000799
capra_hircus ENSCHIG00000008258
vicugna_pacos ENSVPAG00000010690
sus_scrofa ENSSSCG00000017886
ursus_maritimus ENSUMAG00000013011
ursus_americanus ENSUAMG00000022018
ailuropoda_melanoleuca ENSAMEG00000007200
neovison_vison ENSNVIG00000018323
mustela_putorius ENSMPUG00000011363
canis_lupus ENSCAFG00000015305
canis_lupus ENSCAFG00020016121
vulpes_vulpes ENSVVUG00000027227
panthera_tigris ENSPTIG00000010459
panthera_pardus ENSPPRG00000000935
felis_catus ENSFCAG00000013073
equus_asinus ENSEASG00005015321
equus_caballus ENSECAG00000024959
dipodomys_ordii ENSDORG00000015547
choloepus_hoffmanni ENSCHOG00000005928
dasypus_novemcinctus ENSDNOG00000007240
loxodonta_africana ENSLAFG00000027650
procavia_capensis ENSPCAG00000003283
echinops_telfairi ENSETEG00000012191
ornithorhynchus_anatinus ENSOANG00000010106
chelonoidis_abingdonii ENSCABG00000018951
gopherus_agassizii ENSGAGG00000004956
chrysemys_picta ENSCPBG00000014132
pelodiscus_sinensis ENSPSIG00000014925
crocodylus_porosus ENSCPRG00005008827
chelonoidis_abingdonii ENSCABG00000011696
gopherus_agassizii ENSGAGG00000018289
chrysemys_picta ENSCPBG00000014809
pelodiscus_sinensis ENSPSIG00000012921
apteryx_haastii ENSAHAG00000000608
apteryx_owenii ENSAOWG00000014744
apteryx_rowi ENSARWG00000016058
nothoprocta_perdicaria ENSNPEG00000007985
dromaius_novaehollandiae ENSDNVG00000014100
anser_brachyrhynchus ENSABRG00000012100
anas_platyrhynchos ENSAPLG00000007018
gallus_gallus ENSGALG00000029322
meleagris_gallopavo ENSMGAG00000008805
coturnix_japonica ENSCJPG00005019567
numida_meleagris ENSNMEG00000014123
calidris_pygmaea ENSCPGG00000014086
calidris_pygmaea ENSCPGG00000008816
calidris_pugnax ENSCPUG00000016736
melopsittacus_undulatus ENSMUNG00000005957
manacus_vitellinus ENSMVIG00005019339
lepidothrix_coronata ENSLCOG00000008877
taeniopygia_guttata ENSTGUG00000009004
lonchura_striata ENSLSDG00000013877
serinus_canaria ENSSCAG00000012881
zonotrichia_albicollis ENSZALG00000010232
junco_hyemalis ENSJHYG00000010948
ficedula_albicollis ENSFALG00000004658
cyanistes_caeruleus ENSCCEG00000021212
parus_major ENSPMJG00000001029
crocodylus_porosus ENSCPRG00005008103
latimeria_chalumnae ENSLACG00000018763
callorhinchus_milii ENSCMIG00000014087
clupea_harengus ENSCHAG00000023493
electrophorus_electricus ENSEEEG00000020295
hucho_hucho ENSHHUG00000041473
hucho_hucho ENSHHUG00000035297
esox_lucius ENSELUG00000010198
