takifugu_rubripes ENSTRUG00000021740
tetraodon_nigroviridis ENSTNIG00000000017
mola_mola ENSMMOG00000009656
scophthalmus_maximus ENSSMAG00000003605
cynoglossus_semilaevis ENSCSEG00000013647
acanthochromis_polyacanthus ENSAPOG00000011650
periophthalmus_magnuspinnatus ENSPMGG00000019050
pygocentrus_nattereri ENSPNAG00000013144
cynoglossus_semilaevis ENSCSEG00000019446
cynoglossus_semilaevis ENSCSEG00000019449
scophthalmus_maximus ENSSMAG00000011856
labrus_bergylta ENSLBEG00000012902
labrus_bergylta ENSLBEG00000000441
gasterosteus_aculeatus ENSGACG00000012557
seriola_dumerili ENSSDUG00000022500
seriola_dumerili ENSSDUG00000022467
scophthalmus_maximus ENSSMAG00000010783
scophthalmus_maximus ENSSMAG00000009252
scophthalmus_maximus ENSSMAG00000007973
scophthalmus_maximus ENSSMAG00000011803
periophthalmus_magnuspinnatus ENSPMGG00000018790
seriola_lalandi_dorsalis ENSSLDG00000018305
scophthalmus_maximus ENSSMAG00000003642
mastacembelus_armatus ENSMAMG00000023762
mastacembelus_armatus ENSMAMG00000019555
monopterus_albus ENSMALG00000015077
hippocampus_comes ENSHCOG00000004482
oryzias_latipes ENSORLG00000010585
oryzias_latipes ENSORLG00020004576
oryzias_melastigma ENSOMEG00000001357
oryzias_latipes ENSORLG00020004622
oryzias_latipes ENSORLG00000010573
oryzias_latipes_asm223469v1 ENSORLG00015001307
oryzias_melastigma ENSOMEG00000001364
poecilia_reticulata ENSPREG00000019714
poecilia_latipinna ENSPLAG00000022151
cyprinodon_variegatus ENSCVAG00000003213
cyprinodon_variegatus ENSCVAG00000000102
gasterosteus_aculeatus ENSGACG00000011482
gadus_morhua ENSGMOG00000015632
danio_rerio ENSDARG00000100635
scleropages_formosus ENSSFOG00015001367
lepisosteus_oculatus ENSLOCG00000010826
loxodonta_africana ENSLAFG00000017125
procavia_capensis ENSPCAG00000003683
echinops_telfairi ENSETEG00000001935
ursus_americanus ENSUAMG00000006412
ursus_maritimus ENSUMAG00000005499
ailuropoda_melanoleuca ENSAMEG00000012386
neovison_vison ENSNVIG00000016143
mustela_putorius_furo ENSMPUG00000011554
panthera_tigris_altaica ENSPTIG00000022090
panthera_pardus ENSPPRG00000024703
felis_catus ENSFCAG00000013111
equus_caballus ENSECAG00000011068
equus_asinus_asinus ENSEASG00005019643
vicugna_pacos ENSVPAG00000008796
tursiops_truncatus ENSTTRG00000000835
sus_scrofa ENSSSCG00000015477
dipodomys_ordii ENSDORG00000010764
castor_canadensis ENSCCNG00000027621
mus_spicilegus ENSMSIG00000018191
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015420
mus_musculus ENSMUSG00000026450
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014613
mus_pahari MGP_PahariEiJ_G0027849
rattus_norvegicus ENSRNOG00000028072
meriones_unguiculatus ENSMUGG00000004593
cricetulus_griseus_chok1gshd ENSCGRG00001007003
cricetulus_griseus_crigri ENSCGRG00000006424
cricetulus_griseus_crigri-picr ENSCGRG00015000370
mesocricetus_auratus ENSMAUG00000009963
peromyscus_maniculatus_bairdii ENSPEMG00000001900
nannospalax_galili ENSNGAG00000021293
chinchilla_lanigera ENSCLAG00000010708
octodon_degus ENSODEG00000012946
cavia_aperea ENSCAPG00000015034
cavia_porcellus ENSCPOG00000021800
heterocephalus_glaber_female ENSHGLG00000004337
heterocephalus_glaber_male ENSHGLG00100019465
fukomys_damarensis ENSFDAG00000010572
marmota_marmota_marmota ENSMMMG00000013470
spermophilus_dauricus ENSSDAG00000001679
urocitellus_parryii ENSUPAG00010007952
ictidomys_tridecemlineatus ENSSTOG00000015059
oryctolagus_cuniculus ENSOCUG00000011027
ochotona_princeps ENSOPRG00000014800
piliocolobus_tephrosceles ENSPTEG00000030342
colobus_angolensis_palliatus ENSCANG00000029739
rhinopithecus_bieti ENSRBIG00000038487
rhinopithecus_roxellana ENSRROG00000040966
mandrillus_leucophaeus ENSMLEG00000031883
theropithecus_gelada ENSTGEG00000017906
