pygocentrus_nattereri ENSPNAG00000022133
astyanax_mexicanus ENSAMXG00000039908
ictalurus_punctatus ENSIPUG00000018771
danio_rerio ENSDARG00000092856
esox_lucius ENSELUG00000003564
takifugu_rubripes ENSTRUG00000024126
periophthalmus_magnuspinnatus ENSPMGG00000023317
cyprinodon_variegatus ENSCVAG00000009491
fundulus_heteroclitus ENSFHEG00000006636
poecilia_latipinna ENSPLAG00000006922
poecilia_formosa ENSPFOG00000020955
poecilia_mexicana ENSPMEG00000020720
poecilia_reticulata ENSPREG00000022549
xiphophorus_maculatus ENSXMAG00000019666
xiphophorus_couchianus ENSXCOG00000014435
oryzias_latipes ENSORLG00020010395
oryzias_latipes_asm223469v1 ENSORLG00015004449
oryzias_latipes ENSORLG00000024553
oryzias_melastigma ENSOMEG00000021206
scophthalmus_maximus ENSSMAG00000020809
mola_mola ENSMMOG00000017294
kryptolebias_marmoratus ENSKMAG00000005516
labrus_bergylta ENSLBEG00000013622
gasterosteus_aculeatus ENSGACG00000010902
amphiprion_percula ENSAPEG00000023392
amphiprion_ocellaris ENSAOCG00000001587
acanthochromis_polyacanthus ENSAPOG00000016370
anabas_testudineus ENSATEG00000024126
haplochromis_burtoni ENSHBUG00000005692
maylandia_zebra ENSMZEG00005026502
astatotilapia_calliptera ENSACLG00000023057
neolamprologus_brichardi ENSNBRG00000005541
amphilophus_citrinellus ENSACIG00000013887
stegastes_partitus ENSSPAG00000019400
mastacembelus_armatus ENSMAMG00000002430
monopterus_albus ENSMALG00000012635
cynoglossus_semilaevis ENSCSEG00000015178
hippocampus_comes ENSHCOG00000009350
gadus_morhua ENSGMOG00000020363
paramormyrops_kingsleyae ENSPKIG00000014635
scleropages_formosus ENSSFOG00015022016
lepisosteus_oculatus ENSLOCG00000018196
