pan_troglodytes ENSPTRG00000051866
pan_paniscus ENSPPAG00000000428
gorilla_gorilla ENSGGOG00000038065
nomascus_leucogenys ENSNLEG00000028174
colobus_angolensis_palliatus ENSCANG00000042577
cebus_capucinus ENSCCAG00000024601
saimiri_boliviensis_boliviensis ENSSBOG00000036355
microcebus_murinus ENSMICG00000049016
prolemur_simus ENSPSMG00000018326
cricetulus_griseus_crigri-picr ENSCGRG00015016091
meriones_unguiculatus ENSMUGG00000015699
castor_canadensis ENSCCNG00000003992
castor_canadensis ENSCCNG00000017036
urocitellus_parryii ENSUPAG00010019867
spermophilus_dauricus ENSSDAG00000003068
marmota_marmota_marmota ENSMMMG00000010624
ursus_americanus ENSUAMG00000016406
ursus_maritimus ENSUMAG00000025333
neovison_vison ENSNVIG00000013718
canis_lupus_dingo ENSCAFG00020006876
vulpes_vulpes ENSVVUG00000022194
panthera_tigris_altaica ENSPTIG00000003934
panthera_pardus ENSPPRG00000020351
felis_catus ENSFCAG00000004319
bos_mutus ENSBMUG00000018843
bos_taurus ENSBTAG00000049208
bison_bison_bison ENSBBBG00000016008
capra_hircus ENSCHIG00000006929
sus_scrofa ENSSSCG00000024302
equus_caballus ENSECAG00000015314
equus_asinus_asinus ENSEASG00005012442
