mola_mola ENSMMOG00000015913
labrus_bergylta ENSLBEG00000027248
hippocampus_comes ENSHCOG00000018607
periophthalmus_magnuspinnatus ENSPMGG00000008548
oryzias_latipes_asm223469v1 ENSORLG00015019692
oryzias_latipes ENSORLG00020000894
oryzias_latipes ENSORLG00000022038
oryzias_melastigma ENSOMEG00000000782
monopterus_albus ENSMALG00000017364
mastacembelus_armatus ENSMAMG00000011299
scophthalmus_maximus ENSSMAG00000003805
cynoglossus_semilaevis ENSCSEG00000012806
seriola_lalandi_dorsalis ENSSLDG00000023217
seriola_dumerili ENSSDUG00000012365
anabas_testudineus ENSATEG00000011770
poecilia_latipinna ENSPLAG00000004388
poecilia_mexicana ENSPMEG00000006654
poecilia_reticulata ENSPREG00000013498
xiphophorus_maculatus ENSXMAG00000007258
xiphophorus_couchianus ENSXCOG00000005506
gambusia_affinis ENSGAFG00000020700
fundulus_heteroclitus ENSFHEG00000007647
cyprinodon_variegatus ENSCVAG00000009131
maylandia_zebra ENSMZEG00005011923
pundamilia_nyererei ENSPNYG00000010557
astatotilapia_calliptera ENSACLG00000024892
haplochromis_burtoni ENSHBUG00000001891
neolamprologus_brichardi ENSNBRG00000001139
amphilophus_citrinellus ENSACIG00000003229
amphiprion_percula ENSAPEG00000010901
amphiprion_ocellaris ENSAOCG00000010392
acanthochromis_polyacanthus ENSAPOG00000019637
stegastes_partitus ENSSPAG00000006257
takifugu_rubripes ENSTRUG00000021825
esox_lucius ENSELUG00000020570
