anolis_carolinensis ENSACAG00000012690
pogona_vitticeps ENSPVIG00000018308
notechis_scutatus ENSNSUG00000014895
salvator_merianae ENSSMRG00000015686
sphenodon_punctatus ENSSPUG00000012419
gopherus_agassizii ENSGAGG00000006678
chelonoidis_abingdonii ENSCABG00000019826
chrysemys_picta_bellii ENSCPBG00000006938
ornithorhynchus_anatinus ENSOANG00000031650
ornithorhynchus_anatinus ENSOANG00000011021
phascolarctos_cinereus ENSPCIG00000016101
sarcophilus_harrisii ENSSHAG00000010031
monodelphis_domestica ENSMODG00000011673
propithecus_coquereli ENSPCOG00000012803
otolemur_garnettii ENSOGAG00000006953
nomascus_leucogenys ENSNLEG00000030552
nomascus_leucogenys ENSNLEG00000031918
pan_troglodytes ENSPTRG00000016563
pan_paniscus ENSPPAG00000024062
homo_sapiens ENSG00000151005
gorilla_gorilla ENSGGOG00000011873
pongo_abelii ENSPPYG00000015166
rhinopithecus_roxellana ENSRROG00000012589
rhinopithecus_bieti ENSRBIG00000014768
piliocolobus_tephrosceles ENSPTEG00000035390
cercocebus_atys ENSCATG00000022800
mandrillus_leucophaeus ENSMLEG00000022478
theropithecus_gelada ENSTGEG00000018855
papio_anubis ENSPANG00000015009
macaca_fascicularis ENSMFAG00000040704
macaca_mulatta ENSMMUG00000003388
macaca_nemestrina ENSMNEG00000020720
cavia_aperea ENSCAPG00000002482
cavia_porcellus ENSCPOG00000019878
chinchilla_lanigera ENSCLAG00000017876
octodon_degus ENSODEG00000019464
heterocephalus_glaber_female ENSHGLG00000002819
heterocephalus_glaber_male ENSHGLG00100002502
urocitellus_parryii ENSUPAG00010014692
ictidomys_tridecemlineatus ENSSTOG00000005500
spermophilus_dauricus ENSSDAG00000010996
spermophilus_dauricus ENSSDAG00000011001
marmota_marmota_marmota ENSMMMG00000015408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032210
mus_musculus ENSMUSG00000025519
mus_spicilegus ENSMSIG00000031071
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031094
mus_pahari MGP_PahariEiJ_G0021560
rattus_norvegicus ENSRNOG00000014185
meriones_unguiculatus ENSMUGG00000025484
cricetulus_griseus_crigri-picr ENSCGRG00015028510
cricetulus_griseus_chok1gshd ENSCGRG00001003220
microtus_ochrogaster ENSMOCG00000022658
peromyscus_maniculatus_bairdii ENSPEMG00000014862
castor_canadensis ENSCCNG00000021894
vicugna_pacos ENSVPAG00000012369
sus_scrofa ENSSSCG00000026079
bos_taurus ENSBTAG00000008947
bos_mutus ENSBMUG00000025084
bison_bison_bison ENSBBBG00000003390
capra_hircus ENSCHIG00000014778
equus_asinus_asinus ENSEASG00005022190
equus_caballus ENSECAG00000002749
ursus_americanus ENSUAMG00000015331
ursus_maritimus ENSUMAG00000019765
ailuropoda_melanoleuca ENSAMEG00000020105
neovison_vison ENSNVIG00000003492
mustela_putorius_furo ENSMPUG00000001875
panthera_tigris_altaica ENSPTIG00000006932
panthera_pardus ENSPPRG00000019644
felis_catus ENSFCAG00000027909
erinaceus_europaeus ENSEEUG00000003191
myotis_lucifugus ENSMLUG00000017315
dasypus_novemcinctus ENSDNOG00000043629
dasypus_novemcinctus ENSDNOG00000040645
loxodonta_africana ENSLAFG00000005145
ochotona_princeps ENSOPRG00000017002
oryctolagus_cuniculus ENSOCUG00000021786
loxodonta_africana ENSLAFG00000028012
xenopus_tropicalis ENSXETG00000026656
latimeria_chalumnae ENSLACG00000013076
scleropages_formosus ENSSFOG00015014262
paramormyrops_kingsleyae ENSPKIG00000024155
paramormyrops_kingsleyae ENSPKIG00000007271
scleropages_formosus ENSSFOG00015010745
gasterosteus_aculeatus ENSGACG00000009964
labrus_bergylta ENSLBEG00000006865
takifugu_rubripes ENSTRUG00000009835
tetraodon_nigroviridis ENSTNIG00000019633
mola_mola ENSMMOG00000012778
amphiprion_ocellaris ENSAOCG00000022659
amphiprion_percula ENSAPEG00000005800
acanthochromis_polyacanthus ENSAPOG00000000497
stegastes_partitus ENSSPAG00000004754
astatotilapia_calliptera ENSACLG00000008826
maylandia_zebra ENSMZEG00005027115
pundamilia_nyererei ENSPNYG00000015170
haplochromis_burtoni ENSHBUG00000007307
oreochromis_niloticus ENSONIG00000012373
neolamprologus_brichardi ENSNBRG00000005553
amphilophus_citrinellus ENSACIG00000013792
xiphophorus_maculatus ENSXMAG00000008325
xiphophorus_couchianus ENSXCOG00000007926
gambusia_affinis ENSGAFG00000006635
poecilia_formosa ENSPFOG00000005809
poecilia_latipinna ENSPLAG00000013771
poecilia_mexicana ENSPMEG00000004885
poecilia_reticulata ENSPREG00000019270
fundulus_heteroclitus ENSFHEG00000021015
cyprinodon_variegatus ENSCVAG00000009726
kryptolebias_marmoratus ENSKMAG00000019868
oryzias_latipes ENSORLG00020004561
oryzias_latipes ENSORLG00000008684
oryzias_latipes_asm223469v1 ENSORLG00015020938
oryzias_melastigma ENSOMEG00000014247
monopterus_albus ENSMALG00000011871
mastacembelus_armatus ENSMAMG00000009071
anabas_testudineus ENSATEG00000023536
scophthalmus_maximus ENSSMAG00000006678
cynoglossus_semilaevis ENSCSEG00000018345
seriola_dumerili ENSSDUG00000015412
seriola_lalandi_dorsalis ENSSLDG00000001289
tetraodon_nigroviridis ENSTNIG00000004719
hippocampus_comes ENSHCOG00000002160
periophthalmus_magnuspinnatus ENSPMGG00000005937
gadus_morhua ENSGMOG00000011111
esox_lucius ENSELUG00000019943
pygocentrus_nattereri ENSPNAG00000024771
astyanax_mexicanus ENSAMXG00000013176
ictalurus_punctatus ENSIPUG00000018646
danio_rerio ENSDARG00000006019
lepisosteus_oculatus ENSLOCG00000015562
petromyzon_marinus ENSPMAG00000008826
eptatretus_burgeri ENSEBUG00000007260
