pan_paniscus ENSPPAG00000029277
pan_troglodytes ENSPTRG00000011539
homo_sapiens ENSG00000018869
gorilla_gorilla ENSGGOG00000003541
pongo_abelii ENSPPYG00000010446
nomascus_leucogenys ENSNLEG00000010794
papio_anubis ENSPANG00000000398
theropithecus_gelada ENSTGEG00000014062
mandrillus_leucophaeus ENSMLEG00000030585
cercocebus_atys ENSCATG00000036892
macaca_mulatta ENSMMUG00000000362
macaca_fascicularis ENSMFAG00000002728
macaca_nemestrina ENSMNEG00000028263
chlorocebus_sabaeus ENSCSAG00000001670
rhinopithecus_bieti ENSRBIG00000042067
rhinopithecus_roxellana ENSRROG00000036529
piliocolobus_tephrosceles ENSPTEG00000000755
colobus_angolensis_palliatus ENSCANG00000037320
cebus_capucinus ENSCCAG00000025711
saimiri_boliviensis_boliviensis ENSSBOG00000024080
callithrix_jacchus ENSCJAG00000020283
aotus_nancymaae ENSANAG00000026033
carlito_syrichta ENSTSYG00000029281
prolemur_simus ENSPSMG00000017234
microcebus_murinus ENSMICG00000012915
propithecus_coquereli ENSPCOG00000014863
chinchilla_lanigera ENSCLAG00000000758
octodon_degus ENSODEG00000009980
cavia_porcellus ENSCPOG00000032242
heterocephalus_glaber_female ENSHGLG00000009291
heterocephalus_glaber_male ENSHGLG00100007619
fukomys_damarensis ENSFDAG00000018930
ictidomys_tridecemlineatus ENSSTOG00000001467
urocitellus_parryii ENSUPAG00010003030
castor_canadensis ENSCCNG00000007007
castor_canadensis ENSCCNG00000005756
cricetulus_griseus_chok1gshd ENSCGRG00001020646
cricetulus_griseus_crigri ENSCGRG00000008411
cricetulus_griseus_crigri-picr ENSCGRG00015005275
peromyscus_maniculatus_bairdii ENSPEMG00000026413
mus_spicilegus ENSMSIG00000000525
mus_musculus ENSMUSG00000109398
nannospalax_galili ENSNGAG00000000088
ochotona_princeps ENSOPRG00000010143
ochotona_princeps ENSOPRG00000018272
oryctolagus_cuniculus ENSOCUG00000029075
tupaia_belangeri ENSTBEG00000006951
ursus_maritimus ENSUMAG00000024767
ursus_americanus ENSUAMG00000010469
ailuropoda_melanoleuca ENSAMEG00000009560
neovison_vison ENSNVIG00000012833
mustela_putorius_furo ENSMPUG00000006660
canis_lupus_familiaris ENSCAFG00000029312
canis_lupus_dingo ENSCAFG00020015149
vulpes_vulpes ENSVVUG00000006578
panthera_pardus ENSPPRG00000010595
panthera_tigris_altaica ENSPTIG00000012659
felis_catus ENSFCAG00000045206
ursus_maritimus ENSUMAG00000024765
vulpes_vulpes ENSVVUG00000006579
erinaceus_europaeus ENSEEUG00000015085
tursiops_truncatus ENSTTRG00000011290
sus_scrofa ENSSSCG00000003322
bos_mutus ENSBMUG00000014747
bos_taurus ENSBTAG00000030348
bison_bison_bison ENSBBBG00000006396
ovis_aries ENSOARG00000003321
capra_hircus ENSCHIG00000016463
equus_asinus_asinus ENSEASG00005020473
equus_caballus ENSECAG00000011892
pteropus_vampyrus ENSPVAG00000004614
procavia_capensis ENSPCAG00000000878
echinops_telfairi ENSETEG00000003920
choloepus_hoffmanni ENSCHOG00000012411
dasypus_novemcinctus ENSDNOG00000044475
