myotis_lucifugus ENSMLUG00000017347
pteropus_vampyrus ENSPVAG00000002224
ursus_americanus ENSUAMG00000004105
ursus_maritimus ENSUMAG00000009482
ailuropoda_melanoleuca ENSAMEG00000006221
neovison_vison ENSNVIG00000008084
mustela_putorius_furo ENSMPUG00000016504
canis_lupus_dingo ENSCAFG00020014455
canis_lupus_familiaris ENSCAFG00000030977
panthera_pardus ENSPPRG00000001332
panthera_tigris_altaica ENSPTIG00000001790
felis_catus ENSFCAG00000015072
equus_asinus_asinus ENSEASG00005007750
equus_caballus ENSECAG00000011061
bos_mutus ENSBMUG00000023267
bos_taurus ENSBTAG00000047572
bison_bison_bison ENSBBBG00000010449
ovis_aries ENSOARG00000018521
capra_hircus ENSCHIG00000013695
sus_scrofa ENSSSCG00000007618
pan_paniscus ENSPPAG00000040508
pan_troglodytes ENSPTRG00000023303
homo_sapiens ENSG00000198556
pongo_abelii ENSPPYG00000017380
nomascus_leucogenys ENSNLEG00000011123
mandrillus_leucophaeus ENSMLEG00000041142
theropithecus_gelada ENSTGEG00000012454
macaca_nemestrina ENSMNEG00000034945
macaca_mulatta ENSMMUG00000020139
macaca_fascicularis ENSMFAG00000041302
chlorocebus_sabaeus ENSCSAG00000017796
cercocebus_atys ENSCATG00000042095
papio_anubis ENSPANG00000009920
rhinopithecus_bieti ENSRBIG00000030268
rhinopithecus_roxellana ENSRROG00000024718
piliocolobus_tephrosceles ENSPTEG00000007795
piliocolobus_tephrosceles ENSPTEG00000008058
piliocolobus_tephrosceles ENSPTEG00000007454
colobus_angolensis_palliatus ENSCANG00000039235
saimiri_boliviensis_boliviensis ENSSBOG00000027974
cebus_capucinus ENSCCAG00000025456
callithrix_jacchus ENSCJAG00000015813
aotus_nancymaae ENSANAG00000028480
carlito_syrichta ENSTSYG00000031696
propithecus_coquereli ENSPCOG00000020262
microcebus_murinus ENSMICG00000005979
prolemur_simus ENSPSMG00000004734
tupaia_belangeri ENSTBEG00000014303
dasypus_novemcinctus ENSDNOG00000045486
choloepus_hoffmanni ENSCHOG00000005979
procavia_capensis ENSPCAG00000008075
