octodon_degus ENSODEG00000013573
cavia_porcellus ENSCPOG00000022457
marmota_marmota_marmota ENSMMMG00000015103
spermophilus_dauricus ENSSDAG00000013949
ictidomys_tridecemlineatus ENSSTOG00000024126
cricetulus_griseus_crigri ENSCGRG00000014226
cricetulus_griseus_crigri-picr ENSCGRG00015024788
cricetulus_griseus_chok1gshd ENSCGRG00001009764
mesocricetus_auratus ENSMAUG00000019876
peromyscus_maniculatus_bairdii ENSPEMG00000017209
meriones_unguiculatus ENSMUGG00000023858
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027162
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027163
mus_musculus ENSMUSG00000055302
mus_spicilegus ENSMSIG00000024931
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028159
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028158
mus_pahari MGP_PahariEiJ_G0016946
mus_pahari MGP_PahariEiJ_G0016947
rattus_norvegicus ENSRNOG00000055319
microtus_ochrogaster ENSMOCG00000013388
nannospalax_galili ENSNGAG00000011747
jaculus_jaculus ENSJJAG00000004261
castor_canadensis ENSCCNG00000031573
castor_canadensis ENSCCNG00000031576
equus_caballus ENSECAG00000002649
equus_asinus_asinus ENSEASG00005005189
equus_caballus ENSECAG00000023974
equus_asinus_asinus ENSEASG00005005196
myotis_lucifugus ENSMLUG00000003296
oryctolagus_cuniculus ENSOCUG00000022483
chlorocebus_sabaeus ENSCSAG00000016101
theropithecus_gelada ENSTGEG00000024989
macaca_mulatta ENSMMUG00000021695
macaca_nemestrina ENSMNEG00000020911
pongo_abelii ENSPPYG00000025866
homo_sapiens ENSG00000179010
pan_troglodytes ENSPTRG00000046653
pan_paniscus ENSPPAG00000035212
gorilla_gorilla ENSGGOG00000040669
nomascus_leucogenys ENSNLEG00000011791
colobus_angolensis_palliatus ENSCANG00000027893
mandrillus_leucophaeus ENSMLEG00000042203
piliocolobus_tephrosceles ENSPTEG00000039021
capra_hircus ENSCHIG00000008557
ovis_aries ENSOARG00000007973
bos_mutus ENSBMUG00000006817
bos_taurus ENSBTAG00000046936
bison_bison_bison ENSBBBG00000025475
tursiops_truncatus ENSTTRG00000013413
vicugna_pacos ENSVPAG00000010921
