pteropus_vampyrus ENSPVAG00000011220
myotis_lucifugus ENSMLUG00000014122
neovison_vison ENSNVIG00000023195
mustela_putorius_furo ENSMPUG00000014945
ursus_maritimus ENSUMAG00000000804
ursus_americanus ENSUAMG00000019080
ailuropoda_melanoleuca ENSAMEG00000001338
canis_lupus_familiaris ENSCAFG00000012875
canis_lupus_dingo ENSCAFG00020020394
vulpes_vulpes ENSVVUG00000029776
panthera_pardus ENSPPRG00000009932
panthera_tigris_altaica ENSPTIG00000016021
felis_catus ENSFCAG00000002091
vicugna_pacos ENSVPAG00000007385
erinaceus_europaeus ENSEEUG00000001779
marmota_marmota_marmota ENSMMMG00000006616
urocitellus_parryii ENSUPAG00010000816
mus_spicilegus ENSMSIG00000012631
mus_musculus ENSMUSG00000059547
mus_spicilegus ENSMSIG00000007982
mus_musculus ENSMUSG00000074062
mus_musculus ENSMUSG00000070324
mus_spicilegus ENSMSIG00000007968
mus_musculus ENSMUSG00000105589
mus_musculus ENSMUSG00000054087
mus_spicilegus ENSMSIG00000003365
mus_musculus ENSMUSG00000074061
mus_musculus ENSMUSG00000061701
mus_spicilegus ENSMSIG00000003327
mus_musculus ENSMUSG00000104614
mus_spicilegus ENSMSIG00000012567
mus_spicilegus ENSMSIG00000012749
mus_musculus ENSMUSG00000074060
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032719
mus_musculus ENSMUSG00000094992
mus_spicilegus ENSMSIG00000012671
mus_musculus ENSMUSG00000062275
mus_spicilegus ENSMSIG00000012720
mus_spicilegus ENSMSIG00000003211
mus_musculus ENSMUSG00000047237
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033864
mus_spicilegus ENSMSIG00000003294
mus_musculus ENSMUSG00000049314
mus_musculus ENSMUSG00000074059
rattus_norvegicus ENSRNOG00000020720
meriones_unguiculatus ENSMUGG00000019146
cricetulus_griseus_chok1gshd ENSCGRG00001001316
cricetulus_griseus_crigri ENSCGRG00000009665
cricetulus_griseus_crigri-picr ENSCGRG00015014906
cricetulus_griseus_crigri-picr ENSCGRG00015014966
mesocricetus_auratus ENSMAUG00000017547
peromyscus_maniculatus_bairdii ENSPEMG00000019218
nannospalax_galili ENSNGAG00000019896
oryctolagus_cuniculus ENSOCUG00000007706
ochotona_princeps ENSOPRG00000017212
propithecus_coquereli ENSPCOG00000027626
prolemur_simus ENSPSMG00000025972
microcebus_murinus ENSMICG00000041904
otolemur_garnettii ENSOGAG00000004670
pan_troglodytes ENSPTRG00000014883
pan_paniscus ENSPPAG00000026655
homo_sapiens ENSG00000164049
gorilla_gorilla ENSGGOG00000022457
pongo_abelii ENSPPYG00000013907
nomascus_leucogenys ENSNLEG00000006422
rhinopithecus_bieti ENSRBIG00000038629
rhinopithecus_roxellana ENSRROG00000029562
piliocolobus_tephrosceles ENSPTEG00000003662
colobus_angolensis_palliatus ENSCANG00000042677
cercocebus_atys ENSCATG00000039647
mandrillus_leucophaeus ENSMLEG00000043342
theropithecus_gelada ENSTGEG00000009270
papio_anubis ENSPANG00000005491
macaca_mulatta ENSMMUG00000003079
macaca_fascicularis ENSMFAG00000037485
macaca_nemestrina ENSMNEG00000039141
chlorocebus_sabaeus ENSCSAG00000015896
cebus_capucinus ENSCCAG00000030599
cebus_capucinus ENSCCAG00000031270
saimiri_boliviensis_boliviensis ENSSBOG00000023701
callithrix_jacchus ENSCJAG00000002742
aotus_nancymaae ENSANAG00000035438
carlito_syrichta ENSTSYG00000013940
dasypus_novemcinctus ENSDNOG00000019683
loxodonta_africana ENSLAFG00000027237
