bos_mutus ENSBMUG00000018011
bos_taurus ENSBTAG00000055201
equus_caballus ENSECAG00000033699
rhinopithecus_roxellana ENSRROG00000040570
rhinopithecus_bieti ENSRBIG00000038307
macaca_fascicularis ENSMFAG00000018162
macaca_mulatta ENSMMUG00000040898
macaca_nemestrina ENSMNEG00000027078
papio_anubis ENSPANG00000035768
theropithecus_gelada ENSTGEG00000001443
cercocebus_atys ENSCATG00000015897
mandrillus_leucophaeus ENSMLEG00000026995
nomascus_leucogenys ENSNLEG00000028683
marmota_marmota_marmota ENSMMMG00000006876
