capra_hircus ENSCHIG00000024912
ovis_aries ENSOARG00000016791
bos_mutus ENSBMUG00000011214
bison_bison_bison ENSBBBG00000011280
tursiops_truncatus ENSTTRG00000016563
vicugna_pacos ENSVPAG00000011052
canis_lupus_familiaris ENSCAFG00000004994
vulpes_vulpes ENSVVUG00000015294
ailuropoda_melanoleuca ENSAMEG00000004794
ursus_maritimus ENSUMAG00000017656
panthera_tigris_altaica ENSPTIG00000005386
myotis_lucifugus ENSMLUG00000006253
sus_scrofa ENSSSCG00000023225
oryctolagus_cuniculus ENSOCUG00000015932
ochotona_princeps ENSOPRG00000003375
equus_asinus_asinus ENSEASG00005014311
equus_caballus ENSECAG00000002612
pteropus_vampyrus ENSPVAG00000009545
neovison_vison ENSNVIG00000008362
canis_lupus_dingo ENSCAFG00020007281
felis_catus ENSFCAG00000006229
panthera_pardus ENSPPRG00000001384
propithecus_coquereli ENSPCOG00000020181
microcebus_murinus ENSMICG00000003565
prolemur_simus ENSPSMG00000000398
otolemur_garnettii ENSOGAG00000016700
pan_troglodytes ENSPTRG00000052430
pan_paniscus ENSPPAG00000038622
homo_sapiens ENSG00000157152
gorilla_gorilla ENSGGOG00000009751
pongo_abelii ENSPPYG00000013649
rhinopithecus_roxellana ENSRROG00000040768
rhinopithecus_bieti ENSRBIG00000030722
piliocolobus_tephrosceles ENSPTEG00000037895
papio_anubis ENSPANG00000024762
theropithecus_gelada ENSTGEG00000016380
macaca_fascicularis ENSMFAG00000041997
macaca_nemestrina ENSMNEG00000033226
macaca_mulatta ENSMMUG00000001120
cercocebus_atys ENSCATG00000031791
chlorocebus_sabaeus ENSCSAG00000009855
mandrillus_leucophaeus ENSMLEG00000030880
colobus_angolensis_palliatus ENSCANG00000031894
nomascus_leucogenys ENSNLEG00000004578
cebus_capucinus ENSCCAG00000034848
callithrix_jacchus ENSCJAG00000016647
aotus_nancymaae ENSANAG00000021892
urocitellus_parryii ENSUPAG00010023028
ictidomys_tridecemlineatus ENSSTOG00000011519
marmota_marmota_marmota ENSMMMG00000010440
castor_canadensis ENSCCNG00000011408
cricetulus_griseus_crigri-picr ENSCGRG00015002548
cricetulus_griseus_chok1gshd ENSCGRG00001007902
microtus_ochrogaster ENSMOCG00000000368
peromyscus_maniculatus_bairdii ENSPEMG00000016120
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029776
mus_spicilegus ENSMSIG00000031932
mus_musculus ENSMUSG00000009394
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028748
mus_pahari MGP_PahariEiJ_G0022499
rattus_norvegicus ENSRNOG00000008157
nannospalax_galili ENSNGAG00000022266
procavia_capensis ENSPCAG00000012842
loxodonta_africana ENSLAFG00000004657
echinops_telfairi ENSETEG00000013868
dasypus_novemcinctus ENSDNOG00000012852
ursus_americanus ENSUAMG00000026831
mustela_putorius_furo ENSMPUG00000017176
bos_taurus ENSBTAG00000020260
cricetulus_griseus_crigri ENSCGRG00000004487
mesocricetus_auratus ENSMAUG00000020153
meriones_unguiculatus ENSMUGG00000021080
jaculus_jaculus ENSJJAG00000015072
dipodomys_ordii ENSDORG00000009507
spermophilus_dauricus ENSSDAG00000024050
heterocephalus_glaber_male ENSHGLG00100001093
heterocephalus_glaber_female ENSHGLG00000000808
