gopherus_agassizii ENSGAGG00000008613
chrysemys_picta_bellii ENSCPBG00000014833
gallus_gallus ENSGALG00000051589
coturnix_japonica ENSCJPG00005004269
anser_brachyrhynchus ENSABRG00000007152
lepidothrix_coronata ENSLCOG00000013907
manacus_vitellinus ENSMVIG00005004974
zonotrichia_albicollis ENSZALG00000003622
junco_hyemalis ENSJHYG00000012988
parus_major ENSPMJG00000007152
cyanistes_caeruleus ENSCCEG00000021634
calidris_pygmaea ENSCPGG00000002924
nothoprocta_perdicaria ENSNPEG00000008902
notechis_scutatus ENSNSUG00000004388
paramormyrops_kingsleyae ENSPKIG00000005337
scleropages_formosus ENSSFOG00015020767
