chrysemys_picta_bellii ENSCPBG00000009048
apteryx_rowi ENSARWG00000001231
phascolarctos_cinereus ENSPCIG00000023541
monodelphis_domestica ENSMODG00000028179
sarcophilus_harrisii ENSSHAG00000002873
ornithorhynchus_anatinus ENSOANG00000028882
sphenodon_punctatus ENSSPUG00000017379
xenopus_tropicalis ENSXETG00000025594
latimeria_chalumnae ENSLACG00000008656
acanthochromis_polyacanthus ENSAPOG00000022188
amphilophus_citrinellus ENSACIG00000003550
xiphophorus_maculatus ENSXMAG00000021662
gambusia_affinis ENSGAFG00000004237
poecilia_latipinna ENSPLAG00000020699
poecilia_formosa ENSPFOG00000022712
poecilia_mexicana ENSPMEG00000009655
poecilia_reticulata ENSPREG00000009075
fundulus_heteroclitus ENSFHEG00000021510
cyprinodon_variegatus ENSCVAG00000009056
kryptolebias_marmoratus ENSKMAG00000019295
maylandia_zebra ENSMZEG00005019451
astatotilapia_calliptera ENSACLG00000016181
pundamilia_nyererei ENSPNYG00000004360
haplochromis_burtoni ENSHBUG00000009489
neolamprologus_brichardi ENSNBRG00000017312
amphiprion_ocellaris ENSAOCG00000015525
amphiprion_percula ENSAPEG00000002054
stegastes_partitus ENSSPAG00000020223
monopterus_albus ENSMALG00000000152
anabas_testudineus ENSATEG00000006450
mastacembelus_armatus ENSMAMG00000019527
seriola_dumerili ENSSDUG00000007106
seriola_lalandi_dorsalis ENSSLDG00000017489
cynoglossus_semilaevis ENSCSEG00000014945
hippocampus_comes ENSHCOG00000013158
tetraodon_nigroviridis ENSTNIG00000003073
esox_lucius ENSELUG00000000710
pygocentrus_nattereri ENSPNAG00000001043
ictalurus_punctatus ENSIPUG00000002333
danio_rerio ENSDARG00000068366
astyanax_mexicanus ENSAMXG00000040457
scleropages_formosus ENSSFOG00015018456
paramormyrops_kingsleyae ENSPKIG00000003854
lepisosteus_oculatus ENSLOCG00000012150
ciona_savignyi ENSCSAVG00000010861
