pygocentrus_nattereri ENSPNAG00000017841
ictalurus_punctatus ENSIPUG00000011565
danio_rerio ENSDARG00000104259
oryzias_latipes ENSORLG00020000593
oryzias_latipes ENSORLG00000027034
oryzias_latipes_asm223469v1 ENSORLG00015009791
oryzias_melastigma ENSOMEG00000009338
kryptolebias_marmoratus ENSKMAG00000009203
labrus_bergylta ENSLBEG00000023940
cynoglossus_semilaevis ENSCSEG00000014565
amphiprion_ocellaris ENSAOCG00000001705
amphiprion_percula ENSAPEG00000002898
stegastes_partitus ENSSPAG00000004701
fundulus_heteroclitus ENSFHEG00000011814
cyprinodon_variegatus ENSCVAG00000010952
poecilia_mexicana ENSPMEG00000008671
poecilia_formosa ENSPFOG00000009420
poecilia_latipinna ENSPLAG00000009439
poecilia_reticulata ENSPREG00000001912
gambusia_affinis ENSGAFG00000005410
xiphophorus_maculatus ENSXMAG00000029841
xiphophorus_couchianus ENSXCOG00000010470
haplochromis_burtoni ENSHBUG00000002525
pundamilia_nyererei ENSPNYG00000000540
astatotilapia_calliptera ENSACLG00000025869
maylandia_zebra ENSMZEG00005012776
neolamprologus_brichardi ENSNBRG00000023420
amphilophus_citrinellus ENSACIG00000014325
monopterus_albus ENSMALG00000016511
mastacembelus_armatus ENSMAMG00000021597
anabas_testudineus ENSATEG00000024259
seriola_dumerili ENSSDUG00000011501
seriola_lalandi_dorsalis ENSSLDG00000021434
scophthalmus_maximus ENSSMAG00000017025
gasterosteus_aculeatus ENSGACG00000011215
mola_mola ENSMMOG00000010871
takifugu_rubripes ENSTRUG00000009025
tetraodon_nigroviridis ENSTNIG00000009755
gadus_morhua ENSGMOG00000010930
esox_lucius ENSELUG00000014938
poecilia_formosa ENSPFOG00000022264
poecilia_latipinna ENSPLAG00000002356
poecilia_reticulata ENSPREG00000021647
gambusia_affinis ENSGAFG00000002168
xiphophorus_maculatus ENSXMAG00000017266
fundulus_heteroclitus ENSFHEG00000017921
cyprinodon_variegatus ENSCVAG00000014697
kryptolebias_marmoratus ENSKMAG00000012051
pundamilia_nyererei ENSPNYG00000006033
takifugu_rubripes ENSTRUG00000017167
tetraodon_nigroviridis ENSTNIG00000003481
amphiprion_ocellaris ENSAOCG00000020445
amphiprion_percula ENSAPEG00000019439
stegastes_partitus ENSSPAG00000001840
maylandia_zebra ENSMZEG00005006399
astatotilapia_calliptera ENSACLG00000021375
haplochromis_burtoni ENSHBUG00000017198
neolamprologus_brichardi ENSNBRG00000014774
oreochromis_niloticus ENSONIG00000019635
amphilophus_citrinellus ENSACIG00000020603
monopterus_albus ENSMALG00000013238
acanthochromis_polyacanthus ENSAPOG00000014443
stegastes_partitus ENSSPAG00000001206
poecilia_mexicana ENSPMEG00000004497
mastacembelus_armatus ENSMAMG00000000331
tetraodon_nigroviridis ENSTNIG00000004748
cynoglossus_semilaevis ENSCSEG00000020242
hippocampus_comes ENSHCOG00000014329
mola_mola ENSMMOG00000004708
labrus_bergylta ENSLBEG00000016067
anabas_testudineus ENSATEG00000001061
seriola_dumerili ENSSDUG00000008859
seriola_lalandi_dorsalis ENSSLDG00000019351
scophthalmus_maximus ENSSMAG00000005211
gasterosteus_aculeatus ENSGACG00000005583
gadus_morhua ENSGMOG00000007323
esox_lucius ENSELUG00000000209
oreochromis_niloticus ENSONIG00000005261
astyanax_mexicanus ENSAMXG00000039761
scleropages_formosus ENSSFOG00015022703
paramormyrops_kingsleyae ENSPKIG00000023561
lepisosteus_oculatus ENSLOCG00000001791
monodelphis_domestica ENSMODG00000015950
sarcophilus_harrisii ENSSHAG00000016484
notamacropus_eugenii ENSMEUG00000003730
oryctolagus_cuniculus ENSOCUG00000023299
sorex_araneus ENSSARG00000007504
dasypus_novemcinctus ENSDNOG00000036120
loxodonta_africana ENSLAFG00000021466
ursus_americanus ENSUAMG00000004419
ursus_maritimus ENSUMAG00000022292
ailuropoda_melanoleuca ENSAMEG00000017794
canis_lupus_familiaris ENSCAFG00000019392
canis_lupus_dingo ENSCAFG00020026193
vulpes_vulpes ENSVVUG00000009402
neovison_vison ENSNVIG00000022798
mustela_putorius_furo ENSMPUG00000015412
panthera_pardus ENSPPRG00000002683
felis_catus ENSFCAG00000018898
panthera_tigris_altaica ENSPTIG00000014200
bos_taurus ENSBTAG00000000279
bos_mutus ENSBMUG00000015723
bison_bison_bison ENSBBBG00000024878
capra_hircus ENSCHIG00000017901
ovis_aries ENSOARG00000017671
tursiops_truncatus ENSTTRG00000015593
sus_scrofa ENSSSCG00000033691
pteropus_vampyrus ENSPVAG00000014321
myotis_lucifugus ENSMLUG00000008568
equus_asinus_asinus ENSEASG00005004782
equus_caballus ENSECAG00000020903
pan_paniscus ENSPPAG00000042887
pan_troglodytes ENSPTRG00000007634
gorilla_gorilla ENSGGOG00000027074
homo_sapiens ENSG00000167964
pongo_abelii ENSPPYG00000006988
nomascus_leucogenys ENSNLEG00000009155
mandrillus_leucophaeus ENSMLEG00000025943
cercocebus_atys ENSCATG00000039917
theropithecus_gelada ENSTGEG00000000327
papio_anubis ENSPANG00000022245
macaca_mulatta ENSMMUG00000002843
macaca_fascicularis ENSMFAG00000045162
macaca_nemestrina ENSMNEG00000034256
chlorocebus_sabaeus ENSCSAG00000010995
colobus_angolensis_palliatus ENSCANG00000038214
piliocolobus_tephrosceles ENSPTEG00000032935
rhinopithecus_roxellana ENSRROG00000036356
rhinopithecus_bieti ENSRBIG00000035237
cebus_capucinus ENSCCAG00000033082
saimiri_boliviensis_boliviensis ENSSBOG00000004636
callithrix_jacchus ENSCJAG00000015059
aotus_nancymaae ENSANAG00000027265
carlito_syrichta ENSTSYG00000032216
prolemur_simus ENSPSMG00000023082
propithecus_coquereli ENSPCOG00000013209
microcebus_murinus ENSMICG00000027380
otolemur_garnettii ENSOGAG00000033648
heterocephalus_glaber_female ENSHGLG00000001632
heterocephalus_glaber_male ENSHGLG00100008268
fukomys_damarensis ENSFDAG00000012261
chinchilla_lanigera ENSCLAG00000016173
octodon_degus ENSODEG00000015360
cavia_porcellus ENSCPOG00000025075
cavia_aperea ENSCAPG00000009230
urocitellus_parryii ENSUPAG00010017565
ictidomys_tridecemlineatus ENSSTOG00000013081
marmota_marmota_marmota ENSMMMG00000009776
spermophilus_dauricus ENSSDAG00000011281
castor_canadensis ENSCCNG00000031393
dipodomys_ordii ENSDORG00000001722
mus_spicilegus ENSMSIG00000006511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022101
mus_musculus ENSMUSG00000079657
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021191
mus_pahari MGP_PahariEiJ_G0023507
rattus_norvegicus ENSRNOG00000042086
meriones_unguiculatus ENSMUGG00000025737
cricetulus_griseus_crigri ENSCGRG00000017492
cricetulus_griseus_chok1gshd ENSCGRG00001024291
cricetulus_griseus_crigri-picr ENSCGRG00015013429
mesocricetus_auratus ENSMAUG00000008853
microtus_ochrogaster ENSMOCG00000014524
peromyscus_maniculatus_bairdii ENSPEMG00000016748
nannospalax_galili ENSNGAG00000017522
jaculus_jaculus ENSJJAG00000016687
echinops_telfairi ENSETEG00000015101
procavia_capensis ENSPCAG00000003913
lonchura_striata_domestica ENSLSDG00000006526
parus_major ENSPMJG00000019237
ficedula_albicollis ENSFALG00000003576
cyanistes_caeruleus ENSCCEG00000023162
zonotrichia_albicollis ENSZALG00000001856
junco_hyemalis ENSJHYG00000003920
taeniopygia_guttata ENSTGUG00000006353
serinus_canaria ENSSCAG00000005397
lepidothrix_coronata ENSLCOG00000012625
manacus_vitellinus ENSMVIG00005007438
lonchura_striata_domestica ENSLSDG00000003483
anas_platyrhynchos_platyrhynchos ENSAPLG00000007208
gallus_gallus ENSGALG00000032418
meleagris_gallopavo ENSMGAG00000006057
coturnix_japonica ENSCJPG00005010209
numida_meleagris ENSNMEG00000012102
calidris_pygmaea ENSCPGG00000014599
calidris_pugnax ENSCPUG00000016543
anser_brachyrhynchus ENSABRG00000008787
apteryx_rowi ENSARWG00000002989
apteryx_haastii ENSAHAG00000012892
apteryx_owenii ENSAOWG00000004167
dromaius_novaehollandiae ENSDNVG00000013075
nothoprocta_perdicaria ENSNPEG00000013192
crocodylus_porosus ENSCPRG00005011908
gopherus_agassizii ENSGAGG00000023894
chrysemys_picta_bellii ENSCPBG00000001240
pelodiscus_sinensis ENSPSIG00000005750
anolis_carolinensis ENSACAG00000000487
pogona_vitticeps ENSPVIG00000006019
notechis_scutatus ENSNSUG00000018381
salvator_merianae ENSSMRG00000016901
sphenodon_punctatus ENSSPUG00000011571
ornithorhynchus_anatinus ENSOANG00000000833
scleropages_formosus ENSSFOG00015019412
phascolarctos_cinereus ENSPCIG00000024992
xenopus_tropicalis ENSXETG00000015963
latimeria_chalumnae ENSLACG00000022652
paramormyrops_kingsleyae ENSPKIG00000025077
periophthalmus_magnuspinnatus ENSPMGG00000015883
eptatretus_burgeri ENSEBUG00000016486
