astatotilapia_calliptera ENSACLG00000023311
pundamilia_nyererei ENSPNYG00000023201
stegastes_partitus ENSSPAG00000010435
oryzias_latipes ENSORLG00020020926
oryzias_latipes ENSORLG00020012142
oryzias_latipes ENSORLG00020017289
oryzias_latipes ENSORLG00015013841
oryzias_latipes ENSORLG00015022616
oryzias_latipes ENSORLG00020005273
oryzias_latipes ENSORLG00000023212
oryzias_latipes ENSORLG00020007865
oryzias_latipes ENSORLG00015001885
oryzias_latipes ENSORLG00000027875
oryzias_latipes ENSORLG00020011912
oryzias_latipes ENSORLG00015014314
oryzias_latipes ENSORLG00015017932
oryzias_latipes ENSORLG00000023040
oryzias_latipes ENSORLG00000027306
oryzias_latipes ENSORLG00020018216
poecilia_formosa ENSPFOG00000014642
poecilia_reticulata ENSPREG00000012705
poecilia_mexicana ENSPMEG00000009620
xiphophorus_maculatus ENSXMAG00000023649
xiphophorus_maculatus ENSXMAG00000027793
xiphophorus_maculatus ENSXMAG00000028580
xiphophorus_maculatus ENSXMAG00000029537
poecilia_mexicana ENSPMEG00000011908
xiphophorus_couchianus ENSXCOG00000006391
xiphophorus_maculatus ENSXMAG00000022173
poecilia_reticulata ENSPREG00000017560
xiphophorus_couchianus ENSXCOG00000010533
poecilia_mexicana ENSPMEG00000002473
xiphophorus_maculatus ENSXMAG00000029438
xiphophorus_maculatus ENSXMAG00000026938
poecilia_formosa ENSPFOG00000022928
astyanax_mexicanus ENSAMXG00000034366
