apteryx_owenii ENSAOWG00000000847
dromaius_novaehollandiae ENSDNVG00000014930
anser_brachyrhynchus ENSABRG00000000538
anas_platyrhynchos_platyrhynchos ENSAPLG00000023618
gallus_gallus ENSGALG00000039633
coturnix_japonica ENSCJPG00005002357
lepidothrix_coronata ENSLCOG00000005150
parus_major ENSPMJG00000017908
zonotrichia_albicollis ENSZALG00000001746
junco_hyemalis ENSJHYG00000005596
lonchura_striata_domestica ENSLSDG00000007612
taeniopygia_guttata ENSTGUG00000016747
ficedula_albicollis ENSFALG00000000552
calidris_pugnax ENSCPUG00000006805
melopsittacus_undulatus ENSMUNG00000001407
serinus_canaria ENSSCAG00000000166
numida_meleagris ENSNMEG00000006747
apteryx_rowi ENSARWG00000001255
apteryx_haastii ENSAHAG00000002197
nothoprocta_perdicaria ENSNPEG00000011809
anolis_carolinensis ENSACAG00000017561
octodon_degus ENSODEG00000020551
cavia_porcellus ENSCPOG00000033381
heterocephalus_glaber_female ENSHGLG00000010651
heterocephalus_glaber_male ENSHGLG00100001403
meriones_unguiculatus ENSMUGG00000003608
jaculus_jaculus ENSJJAG00000009690
ochotona_princeps ENSOPRG00000013289
cricetulus_griseus_crigri ENSCGRG00000016473
cricetulus_griseus_crigri-picr ENSCGRG00015015538
cricetulus_griseus_chok1gshd ENSCGRG00001011773
mesocricetus_auratus ENSMAUG00000007233
microtus_ochrogaster ENSMOCG00000004786
peromyscus_maniculatus_bairdii ENSPEMG00000024489
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017924
mus_spicilegus ENSMSIG00000016749
mus_musculus ENSMUSG00000038255
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017078
mus_pahari MGP_PahariEiJ_G0018207
nannospalax_galili ENSNGAG00000022829
oryctolagus_cuniculus ENSOCUG00000023536
cebus_capucinus ENSCCAG00000020137
callithrix_jacchus ENSCJAG00000038430
saimiri_boliviensis_boliviensis ENSSBOG00000018395
aotus_nancymaae ENSANAG00000011533
colobus_angolensis_palliatus ENSCANG00000020013
piliocolobus_tephrosceles ENSPTEG00000018983
rhinopithecus_roxellana ENSRROG00000007207
rhinopithecus_bieti ENSRBIG00000003469
macaca_nemestrina ENSMNEG00000023060
macaca_mulatta ENSMMUG00000001404
macaca_fascicularis ENSMFAG00000029472
theropithecus_gelada ENSTGEG00000003286
cercocebus_atys ENSCATG00000020534
papio_anubis ENSPANG00000021818
chlorocebus_sabaeus ENSCSAG00000019039
gorilla_gorilla ENSGGOG00000000493
homo_sapiens ENSG00000171532
pan_troglodytes ENSPTRG00000043080
pongo_abelii ENSPPYG00000008486
nomascus_leucogenys ENSNLEG00000000900
pan_paniscus ENSPPAG00000041699
prolemur_simus ENSPSMG00000009561
propithecus_coquereli ENSPCOG00000007532
microcebus_murinus ENSMICG00000042885
otolemur_garnettii ENSOGAG00000010543
dipodomys_ordii ENSDORG00000024052
castor_canadensis ENSCCNG00000004352
urocitellus_parryii ENSUPAG00010007551
urocitellus_parryii ENSUPAG00010007555
ictidomys_tridecemlineatus ENSSTOG00000020820
