anas_platyrhynchos_platyrhynchos ENSAPLG00000003312
anser_brachyrhynchus ENSABRG00000019848
gallus_gallus ENSGALG00000002744
meleagris_gallopavo ENSMGAG00000001461
numida_meleagris ENSNMEG00000000275
coturnix_japonica ENSCJPG00005012776
lepidothrix_coronata ENSLCOG00000003653
manacus_vitellinus ENSMVIG00005004725
lonchura_striata_domestica ENSLSDG00000013817
taeniopygia_guttata ENSTGUG00000016392
junco_hyemalis ENSJHYG00000014902
zonotrichia_albicollis ENSZALG00000010478
serinus_canaria ENSSCAG00000003895
parus_major ENSPMJG00000015392
cyanistes_caeruleus ENSCCEG00000020494
ficedula_albicollis ENSFALG00000013208
calidris_pugnax ENSCPUG00000001164
melopsittacus_undulatus ENSMUNG00000011633
apteryx_owenii ENSAOWG00000006845
apteryx_haastii ENSAHAG00000009471
apteryx_rowi ENSARWG00000013832
dromaius_novaehollandiae ENSDNVG00000014064
nothoprocta_perdicaria ENSNPEG00000005792
crocodylus_porosus ENSCPRG00005009765
chelonoidis_abingdonii ENSCABG00000012415
gopherus_agassizii ENSGAGG00000023450
chrysemys_picta_bellii ENSCPBG00000025753
pelodiscus_sinensis ENSPSIG00000008516
pogona_vitticeps ENSPVIG00000010306
anolis_carolinensis ENSACAG00000005607
notechis_scutatus ENSNSUG00000008535
salvator_merianae ENSSMRG00000012852
sphenodon_punctatus ENSSPUG00000004183
notamacropus_eugenii ENSMEUG00000000471
phascolarctos_cinereus ENSPCIG00000034791
sarcophilus_harrisii ENSSHAG00000016966
monodelphis_domestica ENSMODG00000016351
ornithorhynchus_anatinus ENSOANG00000029325
ictidomys_tridecemlineatus ENSSTOG00000014897
marmota_marmota_marmota ENSMMMG00000017658
dipodomys_ordii ENSDORG00000003301
cavia_porcellus ENSCPOG00000004846
cavia_aperea ENSCAPG00000009342
octodon_degus ENSODEG00000013433
chinchilla_lanigera ENSCLAG00000013509
heterocephalus_glaber_male ENSHGLG00100014082
heterocephalus_glaber_female ENSHGLG00000007425
fukomys_damarensis ENSFDAG00000020004
oryctolagus_cuniculus ENSOCUG00000000268
ochotona_princeps ENSOPRG00000002916
pan_paniscus ENSPPAG00000029642
pan_troglodytes ENSPTRG00000048830
homo_sapiens ENSG00000150275
gorilla_gorilla ENSGGOG00000039537
pongo_abelii ENSPPYG00000002436
nomascus_leucogenys ENSNLEG00000011914
theropithecus_gelada ENSTGEG00000004530
papio_anubis ENSPANG00000022002
cercocebus_atys ENSCATG00000044325
mandrillus_leucophaeus ENSMLEG00000033688
macaca_fascicularis ENSMFAG00000041043
macaca_nemestrina ENSMNEG00000033618
macaca_mulatta ENSMMUG00000009794
chlorocebus_sabaeus ENSCSAG00000007212
colobus_angolensis_palliatus ENSCANG00000024661
piliocolobus_tephrosceles ENSPTEG00000039218
rhinopithecus_roxellana ENSRROG00000031150
rhinopithecus_bieti ENSRBIG00000043938
cebus_capucinus ENSCCAG00000031137
saimiri_boliviensis_boliviensis ENSSBOG00000032410
callithrix_jacchus ENSCJAG00000004978
aotus_nancymaae ENSANAG00000026007
carlito_syrichta ENSTSYG00000012209
prolemur_simus ENSPSMG00000017046
microcebus_murinus ENSMICG00000008204
otolemur_garnettii ENSOGAG00000002500
tupaia_belangeri ENSTBEG00000007406
pteropus_vampyrus ENSPVAG00000009706
myotis_lucifugus ENSMLUG00000014263
equus_asinus_asinus ENSEASG00005013135
equus_caballus ENSECAG00000019573
ailuropoda_melanoleuca ENSAMEG00000015978
ursus_maritimus ENSUMAG00000009851
mustela_putorius_furo ENSMPUG00000016898
neovison_vison ENSNVIG00000009960
canis_lupus_dingo ENSCAFG00020026437
canis_lupus_familiaris ENSCAFG00000015538
vulpes_vulpes ENSVVUG00000004464
panthera_pardus ENSPPRG00000013469
panthera_tigris_altaica ENSPTIG00000020066
felis_catus ENSFCAG00000028379
capra_hircus ENSCHIG00000019596
ovis_aries ENSOARG00000013216
bison_bison_bison ENSBBBG00000012926
bos_taurus ENSBTAG00000045905
bos_mutus ENSBMUG00000026527
tursiops_truncatus ENSTTRG00000014014
sus_scrofa ENSSSCG00000010426
vicugna_pacos ENSVPAG00000008721
sorex_araneus ENSSARG00000003821
procavia_capensis ENSPCAG00000001836
echinops_telfairi ENSETEG00000014460
loxodonta_africana ENSLAFG00000008191
choloepus_hoffmanni ENSCHOG00000001254
dasypus_novemcinctus ENSDNOG00000015865
ornithorhynchus_anatinus ENSOANG00000001903
erinaceus_europaeus ENSEEUG00000008638
cricetulus_griseus_crigri-picr ENSCGRG00015008796
cricetulus_griseus_chok1gshd ENSCGRG00001022598
cricetulus_griseus_crigri ENSCGRG00000009734
mesocricetus_auratus ENSMAUG00000022156
peromyscus_maniculatus_bairdii ENSPEMG00000015685
microtus_ochrogaster ENSMOCG00000020866
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016245
mus_spicilegus ENSMSIG00000006449
mus_musculus ENSMUSG00000052613
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015432
mus_pahari MGP_PahariEiJ_G0030848
rattus_norvegicus ENSRNOG00000000606
nannospalax_galili ENSNGAG00000012295
jaculus_jaculus ENSJJAG00000024071
ornithorhynchus_anatinus ENSOANG00000028552
xenopus_tropicalis ENSXETG00000018945
latimeria_chalumnae ENSLACG00000002872
takifugu_rubripes ENSTRUG00000010819
tetraodon_nigroviridis ENSTNIG00000008618
cynoglossus_semilaevis ENSCSEG00000016353
gasterosteus_aculeatus ENSGACG00000009135
labrus_bergylta ENSLBEG00000003097
mola_mola ENSMMOG00000010194
mastacembelus_armatus ENSMAMG00000021121
monopterus_albus ENSMALG00000015561
anabas_testudineus ENSATEG00000004779
seriola_lalandi_dorsalis ENSSLDG00000025464
seriola_dumerili ENSSDUG00000011835
scophthalmus_maximus ENSSMAG00000020429
oryzias_latipes_asm223469v1 ENSORLG00015012210
oryzias_latipes ENSORLG00000023071
oryzias_latipes ENSORLG00020007501
oryzias_melastigma ENSOMEG00000006053
kryptolebias_marmoratus ENSKMAG00000019219
poecilia_formosa ENSPFOG00000015117
poecilia_latipinna ENSPLAG00000003874
poecilia_mexicana ENSPMEG00000019492
poecilia_reticulata ENSPREG00000014557
xiphophorus_maculatus ENSXMAG00000010653
gambusia_affinis ENSGAFG00000010368
fundulus_heteroclitus ENSFHEG00000001942
cyprinodon_variegatus ENSCVAG00000018351
astatotilapia_calliptera ENSACLG00000015076
pundamilia_nyererei ENSPNYG00000006731
maylandia_zebra ENSMZEG00005027576
haplochromis_burtoni ENSHBUG00000019877
neolamprologus_brichardi ENSNBRG00000017971
oreochromis_niloticus ENSONIG00000000355
amphilophus_citrinellus ENSACIG00000002554
amphiprion_percula ENSAPEG00000009455
amphiprion_ocellaris ENSAOCG00000024430
acanthochromis_polyacanthus ENSAPOG00000007716
stegastes_partitus ENSSPAG00000008223
hippocampus_comes ENSHCOG00000012820
periophthalmus_magnuspinnatus ENSPMGG00000012463
gadus_morhua ENSGMOG00000001305
esox_lucius ENSELUG00000008231
pygocentrus_nattereri ENSPNAG00000030069
astyanax_mexicanus ENSAMXG00000002174
ictalurus_punctatus ENSIPUG00000001088
danio_rerio ENSDARG00000098257
scleropages_formosus ENSSFOG00015007870
paramormyrops_kingsleyae ENSPKIG00000019136
scophthalmus_maximus ENSSMAG00000018901
cynoglossus_semilaevis ENSCSEG00000006467
seriola_dumerili ENSSDUG00000022286
seriola_lalandi_dorsalis ENSSLDG00000007476
xiphophorus_maculatus ENSXMAG00000007837
xiphophorus_couchianus ENSXCOG00000006695
gambusia_affinis ENSGAFG00000001864
poecilia_formosa ENSPFOG00000013062
poecilia_mexicana ENSPMEG00000014971
poecilia_reticulata ENSPREG00000022813
fundulus_heteroclitus ENSFHEG00000019099
cyprinodon_variegatus ENSCVAG00000022443
kryptolebias_marmoratus ENSKMAG00000019732
oryzias_latipes_asm223469v1 ENSORLG00015016217
oryzias_latipes_asm223469v1 ENSORLG00015003065
oryzias_latipes ENSORLG00000005236
oryzias_latipes ENSORLG00020018459
oryzias_melastigma ENSOMEG00000023161
astatotilapia_calliptera ENSACLG00000012166
maylandia_zebra ENSMZEG00005015337
pundamilia_nyererei ENSPNYG00000000651
haplochromis_burtoni ENSHBUG00000000742
neolamprologus_brichardi ENSNBRG00000013274
oreochromis_niloticus ENSONIG00000016438
amphilophus_citrinellus ENSACIG00000011730
amphiprion_ocellaris ENSAOCG00000021775
amphiprion_percula ENSAPEG00000017946
acanthochromis_polyacanthus ENSAPOG00000004334
stegastes_partitus ENSSPAG00000005709
labrus_bergylta ENSLBEG00000006806
mastacembelus_armatus ENSMAMG00000014719
monopterus_albus ENSMALG00000021701
anabas_testudineus ENSATEG00000021073
takifugu_rubripes ENSTRUG00000008969
tetraodon_nigroviridis ENSTNIG00000018912
mola_mola ENSMMOG00000014158
gasterosteus_aculeatus ENSGACG00000006814
hippocampus_comes ENSHCOG00000003058
periophthalmus_magnuspinnatus ENSPMGG00000021316
gadus_morhua ENSGMOG00000005770
esox_lucius ENSELUG00000003074
pygocentrus_nattereri ENSPNAG00000000253
astyanax_mexicanus ENSAMXG00000018085
ictalurus_punctatus ENSIPUG00000008889
danio_rerio ENSDARG00000008127
paramormyrops_kingsleyae ENSPKIG00000025240
scleropages_formosus ENSSFOG00015011647
lepisosteus_oculatus ENSLOCG00000006360
petromyzon_marinus ENSPMAG00000005275
