scophthalmus_maximus ENSSMAG00000004973
cynoglossus_semilaevis ENSCSEG00000009540
monopterus_albus ENSMALG00000015996
mastacembelus_armatus ENSMAMG00000021616
anabas_testudineus ENSATEG00000018485
seriola_dumerili ENSSDUG00000022705
seriola_lalandi_dorsalis ENSSLDG00000012785
amphiprion_ocellaris ENSAOCG00000015234
amphiprion_percula ENSAPEG00000010736
acanthochromis_polyacanthus ENSAPOG00000007839
stegastes_partitus ENSSPAG00000020871
maylandia_zebra ENSMZEG00005003861
maylandia_zebra ENSMZEG00005014758
astatotilapia_calliptera ENSACLG00000005838
pundamilia_nyererei ENSPNYG00000009242
haplochromis_burtoni ENSHBUG00000008320
neolamprologus_brichardi ENSNBRG00000015383
oreochromis_niloticus ENSONIG00000009658
amphilophus_citrinellus ENSACIG00000022540
gasterosteus_aculeatus ENSGACG00000000100
labrus_bergylta ENSLBEG00000025542
poecilia_formosa ENSPFOG00000009356
poecilia_mexicana ENSPMEG00000001809
poecilia_reticulata ENSPREG00000005630
xiphophorus_maculatus ENSXMAG00000000978
xiphophorus_couchianus ENSXCOG00000007335
poecilia_latipinna ENSPLAG00000017776
gambusia_affinis ENSGAFG00000005932
fundulus_heteroclitus ENSFHEG00000011160
cyprinodon_variegatus ENSCVAG00000012146
kryptolebias_marmoratus ENSKMAG00000000191
oryzias_latipes ENSORLG00000019588
oryzias_latipes ENSORLG00020014085
oryzias_latipes_asm223469v1 ENSORLG00015011203
oryzias_melastigma ENSOMEG00000010271
mola_mola ENSMMOG00000005766
periophthalmus_magnuspinnatus ENSPMGG00000014452
gadus_morhua ENSGMOG00000016605
esox_lucius ENSELUG00000003042
pygocentrus_nattereri ENSPNAG00000022702
astyanax_mexicanus ENSAMXG00000000086
ictalurus_punctatus ENSIPUG00000011885
danio_rerio ENSDARG00000062887
paramormyrops_kingsleyae ENSPKIG00000011399
scleropages_formosus ENSSFOG00015008851
lepisosteus_oculatus ENSLOCG00000010448
notamacropus_eugenii ENSMEUG00000010566
phascolarctos_cinereus ENSPCIG00000015349
monodelphis_domestica ENSMODG00000010417
sarcophilus_harrisii ENSSHAG00000017270
erinaceus_europaeus ENSEEUG00000005795
sorex_araneus ENSSARG00000010952
equus_asinus_asinus ENSEASG00005019620
equus_caballus ENSECAG00000007108
pteropus_vampyrus ENSPVAG00000008975
myotis_lucifugus ENSMLUG00000007358
ursus_maritimus ENSUMAG00000018534
ursus_americanus ENSUAMG00000006371
ailuropoda_melanoleuca ENSAMEG00000011257
mustela_putorius_furo ENSMPUG00000018318
neovison_vison ENSNVIG00000003451
canis_lupus_dingo ENSCAFG00020016287
canis_lupus_familiaris ENSCAFG00000001870
vulpes_vulpes ENSVVUG00000000876
panthera_tigris_altaica ENSPTIG00000013009
panthera_pardus ENSPPRG00000009387
felis_catus ENSFCAG00000018754
ovis_aries ENSOARG00000011928
capra_hircus ENSCHIG00000020739
bos_mutus ENSBMUG00000006139
bos_taurus ENSBTAG00000003506
bison_bison_bison ENSBBBG00000004993
tursiops_truncatus ENSTTRG00000013359
sus_scrofa ENSSSCG00000015302
vicugna_pacos ENSVPAG00000004943
urocitellus_parryii ENSUPAG00010016081
ictidomys_tridecemlineatus ENSSTOG00000013165
spermophilus_dauricus ENSSDAG00000004764
marmota_marmota_marmota ENSMMMG00000020585
chinchilla_lanigera ENSCLAG00000006262
octodon_degus ENSODEG00000000815
cavia_porcellus ENSCPOG00000000898
cavia_aperea ENSCAPG00000010081
heterocephalus_glaber_female ENSHGLG00000004036
heterocephalus_glaber_male ENSHGLG00100018151
fukomys_damarensis ENSFDAG00000012538
peromyscus_maniculatus_bairdii ENSPEMG00000008900
microtus_ochrogaster ENSMOCG00000015093
cricetulus_griseus_crigri-picr ENSCGRG00015001583
cricetulus_griseus_crigri ENSCGRG00000010738
cricetulus_griseus_chok1gshd ENSCGRG00001021321
mesocricetus_auratus ENSMAUG00000001256
mus_spicilegus ENSMSIG00000016153
mus_musculus ENSMUSG00000015653
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027944
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026949
mus_pahari MGP_PahariEiJ_G0021722
rattus_norvegicus ENSRNOG00000006076
meriones_unguiculatus ENSMUGG00000025910
nannospalax_galili ENSNGAG00000007365
jaculus_jaculus ENSJJAG00000009382
dipodomys_ordii ENSDORG00000002292
oryctolagus_cuniculus ENSOCUG00000014832
ochotona_princeps ENSOPRG00000012337
tupaia_belangeri ENSTBEG00000008276
pan_troglodytes ENSPTRG00000047406
pan_troglodytes ENSPTRG00000019382
pan_paniscus ENSPPAG00000012878
homo_sapiens ENSG00000157214
gorilla_gorilla ENSGGOG00000023101
nomascus_leucogenys ENSNLEG00000015126
colobus_angolensis_palliatus ENSCANG00000035987
piliocolobus_tephrosceles ENSPTEG00000027359
rhinopithecus_bieti ENSRBIG00000030399
rhinopithecus_roxellana ENSRROG00000000577
macaca_fascicularis ENSMFAG00000045411
macaca_nemestrina ENSMNEG00000028663
cercocebus_atys ENSCATG00000032224
theropithecus_gelada ENSTGEG00000004268
mandrillus_leucophaeus ENSMLEG00000044105
papio_anubis ENSPANG00000024064
macaca_mulatta ENSMMUG00000023653
chlorocebus_sabaeus ENSCSAG00000012473
pongo_abelii ENSPPYG00000017832
cebus_capucinus ENSCCAG00000025217
saimiri_boliviensis_boliviensis ENSSBOG00000031505
callithrix_jacchus ENSCJAG00000014261
aotus_nancymaae ENSANAG00000029220
carlito_syrichta ENSTSYG00000003003
microcebus_murinus ENSMICG00000006330
propithecus_coquereli ENSPCOG00000017560
prolemur_simus ENSPSMG00000012250
otolemur_garnettii ENSOGAG00000016963
dasypus_novemcinctus ENSDNOG00000000166
choloepus_hoffmanni ENSCHOG00000004890
loxodonta_africana ENSLAFG00000009940
procavia_capensis ENSPCAG00000014158
echinops_telfairi ENSETEG00000000704
ornithorhynchus_anatinus ENSOANG00000007083
anser_brachyrhynchus ENSABRG00000016073
anas_platyrhynchos_platyrhynchos ENSAPLG00000005995
meleagris_gallopavo ENSMGAG00000008487
coturnix_japonica ENSCJPG00005005976
gallus_gallus ENSGALG00000009017
numida_meleagris ENSNMEG00000013320
lonchura_striata_domestica ENSLSDG00000005020
taeniopygia_guttata ENSTGUG00000001427
serinus_canaria ENSSCAG00000012015
junco_hyemalis ENSJHYG00000016189
zonotrichia_albicollis ENSZALG00000015449
parus_major ENSPMJG00000007423
cyanistes_caeruleus ENSCCEG00000016671
ficedula_albicollis ENSFALG00000007703
lepidothrix_coronata ENSLCOG00000010374
manacus_vitellinus ENSMVIG00005004452
calidris_pygmaea ENSCPGG00000016663
calidris_pugnax ENSCPUG00000010222
melopsittacus_undulatus ENSMUNG00000004372
apteryx_rowi ENSARWG00000011260
apteryx_owenii ENSAOWG00000010893
apteryx_haastii ENSAHAG00000008482
dromaius_novaehollandiae ENSDNVG00000005071
nothoprocta_perdicaria ENSNPEG00000012388
crocodylus_porosus ENSCPRG00005012410
gopherus_agassizii ENSGAGG00000022235
chelonoidis_abingdonii ENSCABG00000010024
chrysemys_picta_bellii ENSCPBG00000021570
pelodiscus_sinensis ENSPSIG00000013812
pogona_vitticeps ENSPVIG00000004701
anolis_carolinensis ENSACAG00000015895
notechis_scutatus ENSNSUG00000009655
salvator_merianae ENSSMRG00000013701
sphenodon_punctatus ENSSPUG00000014532
xenopus_tropicalis ENSXETG00000027669
latimeria_chalumnae ENSLACG00000003461
esox_lucius ENSELUG00000003031
gadus_morhua ENSGMOG00000016628
pygocentrus_nattereri ENSPNAG00000022718
astyanax_mexicanus ENSAMXG00000000081
ictalurus_punctatus ENSIPUG00000011896
scleropages_formosus ENSSFOG00015008936
lepisosteus_oculatus ENSLOCG00000010454
loxodonta_africana ENSLAFG00000011484
procavia_capensis ENSPCAG00000001849
echinops_telfairi ENSETEG00000005355
dasypus_novemcinctus ENSDNOG00000007432
choloepus_hoffmanni ENSCHOG00000009482
pan_troglodytes ENSPTRG00000019381
pan_troglodytes ENSPTRG00000051985
pan_paniscus ENSPPAG00000025399
homo_sapiens ENSG00000164647
pan_troglodytes ENSPTRG00000051768
pan_troglodytes ENSPTRG00000049287
homo_sapiens ENSG00000105889
gorilla_gorilla ENSGGOG00000001859
pongo_abelii ENSPPYG00000017834
nomascus_leucogenys ENSNLEG00000015123
rhinopithecus_bieti ENSRBIG00000041233
rhinopithecus_roxellana ENSRROG00000026730
colobus_angolensis_palliatus ENSCANG00000035695
piliocolobus_tephrosceles ENSPTEG00000027161
mandrillus_leucophaeus ENSMLEG00000030700
chlorocebus_sabaeus ENSCSAG00000012466
macaca_fascicularis ENSMFAG00000035452
macaca_nemestrina ENSMNEG00000035532
macaca_mulatta ENSMMUG00000011602
cercocebus_atys ENSCATG00000009802
theropithecus_gelada ENSTGEG00000004284
papio_anubis ENSPANG00000022337
cebus_capucinus ENSCCAG00000033073
saimiri_boliviensis_boliviensis ENSSBOG00000030075
callithrix_jacchus ENSCJAG00000014277
aotus_nancymaae ENSANAG00000022768
carlito_syrichta ENSTSYG00000001758
propithecus_coquereli ENSPCOG00000018912
prolemur_simus ENSPSMG00000012258
microcebus_murinus ENSMICG00000008961
otolemur_garnettii ENSOGAG00000016959
tupaia_belangeri ENSTBEG00000017539
chinchilla_lanigera ENSCLAG00000006179
octodon_degus ENSODEG00000000834
heterocephalus_glaber_male ENSHGLG00100018175
heterocephalus_glaber_female ENSHGLG00000004140
fukomys_damarensis ENSFDAG00000019261
cavia_porcellus ENSCPOG00000000897
cavia_aperea ENSCAPG00000017098
ictidomys_tridecemlineatus ENSSTOG00000023808
urocitellus_parryii ENSUPAG00010016146
spermophilus_dauricus ENSSDAG00000004757
marmota_marmota_marmota ENSMMMG00000020606
castor_canadensis ENSCCNG00000002092
dipodomys_ordii ENSDORG00000013181
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027945
mus_spicilegus ENSMSIG00000016243
mus_musculus ENSMUSG00000015652
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026950
mus_pahari MGP_PahariEiJ_G0021723
rattus_norvegicus ENSRNOG00000000017
meriones_unguiculatus ENSMUGG00000025909
peromyscus_maniculatus_bairdii ENSPEMG00000011064
microtus_ochrogaster ENSMOCG00000013697
cricetulus_griseus_crigri ENSCGRG00000004790
cricetulus_griseus_chok1gshd ENSCGRG00001014848
cricetulus_griseus_crigri-picr ENSCGRG00015001566
mesocricetus_auratus ENSMAUG00000015469
nannospalax_galili ENSNGAG00000015937
jaculus_jaculus ENSJJAG00000005981
oryctolagus_cuniculus ENSOCUG00000009088
ochotona_princeps ENSOPRG00000002526
equus_asinus_asinus ENSEASG00005019619
equus_caballus ENSECAG00000023308
vicugna_pacos ENSVPAG00000004942
pteropus_vampyrus ENSPVAG00000008972
ursus_maritimus ENSUMAG00000018527
ursus_americanus ENSUAMG00000001686
ailuropoda_melanoleuca ENSAMEG00000011251
sus_scrofa ENSSSCG00000015301
sorex_araneus ENSSARG00000009283
ovis_aries ENSOARG00000011920
ovis_aries ENSOARG00000009047
capra_hircus ENSCHIG00000005671
bos_mutus ENSBMUG00000006118
bos_taurus ENSBTAG00000015749
bison_bison_bison ENSBBBG00000019280
tursiops_truncatus ENSTTRG00000015413
canis_lupus_familiaris ENSCAFG00000001866
canis_lupus_dingo ENSCAFG00020016297
vulpes_vulpes ENSVVUG00000000894
neovison_vison ENSNVIG00000003431
mustela_putorius_furo ENSMPUG00000018317
panthera_pardus ENSPPRG00000009647
panthera_tigris_altaica ENSPTIG00000015636
felis_catus ENSFCAG00000028721
myotis_lucifugus ENSMLUG00000010243
erinaceus_europaeus ENSEEUG00000005777
phascolarctos_cinereus ENSPCIG00000015345
notamacropus_eugenii ENSMEUG00000007258
monodelphis_domestica ENSMODG00000010406
sarcophilus_harrisii ENSSHAG00000017197
ornithorhynchus_anatinus ENSOANG00000021455
anser_brachyrhynchus ENSABRG00000016096
anas_platyrhynchos_platyrhynchos ENSAPLG00000005986
gallus_gallus ENSGALG00000009006
coturnix_japonica ENSCJPG00005005975
numida_meleagris ENSNMEG00000013319
parus_major ENSPMJG00000007416
cyanistes_caeruleus ENSCCEG00000016669
ficedula_albicollis ENSFALG00000007701
lonchura_striata_domestica ENSLSDG00000005016
taeniopygia_guttata ENSTGUG00000001425
serinus_canaria ENSSCAG00000012014
junco_hyemalis ENSJHYG00000016188
zonotrichia_albicollis ENSZALG00000015450
lepidothrix_coronata ENSLCOG00000010373
manacus_vitellinus ENSMVIG00005004459
calidris_pugnax ENSCPUG00000010221
calidris_pygmaea ENSCPGG00000016661
melopsittacus_undulatus ENSMUNG00000004375
apteryx_owenii ENSAOWG00000010887
apteryx_rowi ENSARWG00000011261
apteryx_haastii ENSAHAG00000008535
dromaius_novaehollandiae ENSDNVG00000005065
nothoprocta_perdicaria ENSNPEG00000012391
crocodylus_porosus ENSCPRG00005012369
chelonoidis_abingdonii ENSCABG00000010025
gopherus_agassizii ENSGAGG00000022236
chrysemys_picta_bellii ENSCPBG00000021571
pelodiscus_sinensis ENSPSIG00000013539
pogona_vitticeps ENSPVIG00000004699
anolis_carolinensis ENSACAG00000015915
notechis_scutatus ENSNSUG00000009656
salvator_merianae ENSSMRG00000013702
sphenodon_punctatus ENSSPUG00000014524
sorex_araneus ENSSARG00000006964
erinaceus_europaeus ENSEEUG00000007715
equus_caballus ENSECAG00000006470
equus_asinus_asinus ENSEASG00005003559
capra_hircus ENSCHIG00000020375
ovis_aries ENSOARG00000012368
bos_mutus ENSBMUG00000017307
bison_bison_bison ENSBBBG00000007794
bos_taurus ENSBTAG00000007111
vicugna_pacos ENSVPAG00000008000
tursiops_truncatus ENSTTRG00000002450
sus_scrofa ENSSSCG00000029304
neovison_vison ENSNVIG00000002650
mustela_putorius_furo ENSMPUG00000000941
canis_lupus_familiaris ENSCAFG00000004901
canis_lupus_dingo ENSCAFG00020014063
vulpes_vulpes ENSVVUG00000018327
ursus_americanus ENSUAMG00000006080
ursus_maritimus ENSUMAG00000013236
ailuropoda_melanoleuca ENSAMEG00000008497
panthera_pardus ENSPPRG00000005387
panthera_tigris_altaica ENSPTIG00000012631
felis_catus ENSFCAG00000007092
myotis_lucifugus ENSMLUG00000004029
cebus_capucinus ENSCCAG00000022436
callithrix_jacchus ENSCJAG00000021433
saimiri_boliviensis_boliviensis ENSSBOG00000030743
aotus_nancymaae ENSANAG00000008427
pan_paniscus ENSPPAG00000029473
pan_troglodytes ENSPTRG00000012399
homo_sapiens ENSG00000115107
gorilla_gorilla ENSGGOG00000012147
pongo_abelii ENSPPYG00000029506
nomascus_leucogenys ENSNLEG00000010277
theropithecus_gelada ENSTGEG00000002867
theropithecus_gelada ENSTGEG00000002349
papio_anubis ENSPANG00000019298
chlorocebus_sabaeus ENSCSAG00000016563
mandrillus_leucophaeus ENSMLEG00000037794
cercocebus_atys ENSCATG00000039809
macaca_fascicularis ENSMFAG00000002842
macaca_mulatta ENSMMUG00000039972
macaca_nemestrina ENSMNEG00000036721
rhinopithecus_roxellana ENSRROG00000018795
rhinopithecus_bieti ENSRBIG00000042730
colobus_angolensis_palliatus ENSCANG00000039453
piliocolobus_tephrosceles ENSPTEG00000026588
carlito_syrichta ENSTSYG00000029257
microcebus_murinus ENSMICG00000033908
microcebus_murinus ENSMICG00000000288
prolemur_simus ENSPSMG00000019026
propithecus_coquereli ENSPCOG00000025504
otolemur_garnettii ENSOGAG00000008768
heterocephalus_glaber_female ENSHGLG00000004843
heterocephalus_glaber_male ENSHGLG00100012441
fukomys_damarensis ENSFDAG00000009572
chinchilla_lanigera ENSCLAG00000002741
cavia_porcellus ENSCPOG00000006387
cavia_aperea ENSCAPG00000008520
octodon_degus ENSODEG00000007304
dipodomys_ordii ENSDORG00000002627
cricetulus_griseus_chok1gshd ENSCGRG00001009470
cricetulus_griseus_crigri ENSCGRG00000002896
cricetulus_griseus_crigri-picr ENSCGRG00015008734
mesocricetus_auratus ENSMAUG00000012847
microtus_ochrogaster ENSMOCG00000008386
peromyscus_maniculatus_bairdii ENSPEMG00000023815
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015329
mus_spicilegus ENSMSIG00000007914
mus_musculus ENSMUSG00000026389
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014522
mus_pahari MGP_PahariEiJ_G0027758
rattus_norvegicus ENSRNOG00000049471
meriones_unguiculatus ENSMUGG00000017395
nannospalax_galili ENSNGAG00000019695
jaculus_jaculus ENSJJAG00000016586
urocitellus_parryii ENSUPAG00010012231
ictidomys_tridecemlineatus ENSSTOG00000008264
spermophilus_dauricus ENSSDAG00000008180
marmota_marmota_marmota ENSMMMG00000022653
oryctolagus_cuniculus ENSOCUG00000013423
ochotona_princeps ENSOPRG00000015329
castor_canadensis ENSCCNG00000014002
pteropus_vampyrus ENSPVAG00000017403
dasypus_novemcinctus ENSDNOG00000015747
loxodonta_africana ENSLAFG00000032778
procavia_capensis ENSPCAG00000005791
phascolarctos_cinereus ENSPCIG00000025869
notamacropus_eugenii ENSMEUG00000000771
sarcophilus_harrisii ENSSHAG00000016635
monodelphis_domestica ENSMODG00000000408
anolis_carolinensis ENSACAG00000016141
pogona_vitticeps ENSPVIG00000024556
notechis_scutatus ENSNSUG00000009861
salvator_merianae ENSSMRG00000014378
sphenodon_punctatus ENSSPUG00000016182
lepidothrix_coronata ENSLCOG00000014580
manacus_vitellinus ENSMVIG00005013487
taeniopygia_guttata ENSTGUG00000011567
taeniopygia_guttata ENSTGUG00000015317
lonchura_striata_domestica ENSLSDG00000006222
zonotrichia_albicollis ENSZALG00000006567
junco_hyemalis ENSJHYG00000017851
serinus_canaria ENSSCAG00000010999
ficedula_albicollis ENSFALG00000013629
cyanistes_caeruleus ENSCCEG00000008842
parus_major ENSPMJG00000019919
melopsittacus_undulatus ENSMUNG00000002093
calidris_pygmaea ENSCPGG00000007425
calidris_pugnax ENSCPUG00000015886
coturnix_japonica ENSCJPG00005021025
meleagris_gallopavo ENSMGAG00000012322
gallus_gallus ENSGALG00000012117
numida_meleagris ENSNMEG00000023168
anser_brachyrhynchus ENSABRG00000000959
anas_platyrhynchos_platyrhynchos ENSAPLG00000000975
apteryx_haastii ENSAHAG00000000497
apteryx_rowi ENSARWG00000002776
apteryx_owenii ENSAOWG00000013749
dromaius_novaehollandiae ENSDNVG00000016425
nothoprocta_perdicaria ENSNPEG00000013597
crocodylus_porosus ENSCPRG00005003364
chelonoidis_abingdonii ENSCABG00000007577
gopherus_agassizii ENSGAGG00000016820
chrysemys_picta_bellii ENSCPBG00000013940
pelodiscus_sinensis ENSPSIG00000003194
xenopus_tropicalis ENSXETG00000033379
latimeria_chalumnae ENSLACG00000017667
scleropages_formosus ENSSFOG00015022462
paramormyrops_kingsleyae ENSPKIG00000015439
labrus_bergylta ENSLBEG00000012840
mola_mola ENSMMOG00000019158
seriola_dumerili ENSSDUG00000021946
seriola_lalandi_dorsalis ENSSLDG00000001677
stegastes_partitus ENSSPAG00000006163
periophthalmus_magnuspinnatus ENSPMGG00000005178
gadus_morhua ENSGMOG00000001574
astyanax_mexicanus ENSAMXG00000035265
pygocentrus_nattereri ENSPNAG00000023982
ictalurus_punctatus ENSIPUG00000013110
danio_rerio ENSDARG00000075641
fundulus_heteroclitus ENSFHEG00000019204
cyprinodon_variegatus ENSCVAG00000022074
xiphophorus_maculatus ENSXMAG00000004127
xiphophorus_couchianus ENSXCOG00000017490
gambusia_affinis ENSGAFG00000005898
poecilia_formosa ENSPFOG00000015718
