notechis_scutatus ENSNSUG00000007220
salvator_merianae ENSSMRG00000004366
loxodonta_africana ENSLAFG00000030010
echinops_telfairi ENSETEG00000004764
macaca_nemestrina ENSMNEG00000030099
macaca_fascicularis ENSMFAG00000027741
cercocebus_atys ENSCATG00000035804
chlorocebus_sabaeus ENSCSAG00000006271
theropithecus_gelada ENSTGEG00000014796
papio_anubis ENSPANG00000020541
mandrillus_leucophaeus ENSMLEG00000042210
rhinopithecus_bieti ENSRBIG00000044973
rhinopithecus_roxellana ENSRROG00000039607
piliocolobus_tephrosceles ENSPTEG00000023563
colobus_angolensis ENSCANG00000028694
pan_paniscus ENSPPAG00000033055
pan_troglodytes ENSPTRG00000007926
gorilla_gorilla ENSGGOG00000000172
homo_sapiens ENSG00000176046
nomascus_leucogenys ENSNLEG00000001596
cebus_capucinus ENSCCAG00000034207
saimiri_boliviensis ENSSBOG00000021216
callithrix_jacchus ENSCJAG00000046680
aotus_nancymaae ENSANAG00000036925
carlito_syrichta ENSTSYG00000008007
microcebus_murinus ENSMICG00000043997
prolemur_simus ENSPSMG00000000101
propithecus_coquereli ENSPCOG00000026134
otolemur_garnettii ENSOGAG00000001122
tupaia_belangeri ENSTBEG00000006844
pteropus_vampyrus ENSPVAG00000000275
myotis_lucifugus ENSMLUG00000000678
equus_caballus ENSECAG00000014847
equus_asinus ENSEASG00005014755
ursus_maritimus ENSUMAG00000010958
ursus_americanus ENSUAMG00000010147
ailuropoda_melanoleuca ENSAMEG00000015410
neovison_vison ENSNVIG00000001385
canis_lupus ENSCAFG00000017130
canis_lupus ENSCAFG00020017596
vulpes_vulpes ENSVVUG00000025987
panthera_pardus ENSPPRG00000006847
panthera_tigris ENSPTIG00000014841
felis_catus ENSFCAG00000012296
vicugna_pacos ENSVPAG00000010718
sus_scrofa ENSSSCG00000040162
ovis_aries ENSOARG00000003184
capra_hircus ENSCHIG00000017378
bos_indicus ENSBIXG00005023217
bos_indicus ENSBIXG00000008678
bos_mutus ENSBMUG00000026337
bos_taurus ENSBTAG00000018016
bison_bison ENSBBBG00000004387
