anolis_carolinensis ENSACAG00000017772
pogona_vitticeps ENSPVIG00000000452
salvator_merianae ENSSMRG00000001809
notechis_scutatus ENSNSUG00000003487
chrysemys_picta_bellii ENSCPBG00000011063
gopherus_agassizii ENSGAGG00000012499
dromaius_novaehollandiae ENSDNVG00000017515
apteryx_owenii ENSAOWG00000000604
apteryx_haastii ENSAHAG00000004270
apteryx_rowi ENSARWG00000015006
dromaius_novaehollandiae ENSDNVG00000017537
nothoprocta_perdicaria ENSNPEG00000013701
gallus_gallus ENSGALG00000039242
coturnix_japonica ENSCJPG00005013179
meleagris_gallopavo ENSMGAG00000005103
numida_meleagris ENSNMEG00000004593
anas_platyrhynchos_platyrhynchos ENSAPLG00000018017
calidris_pygmaea ENSCPGG00000005419
calidris_pugnax ENSCPUG00000005123
junco_hyemalis ENSJHYG00000005803
zonotrichia_albicollis ENSZALG00000003756
serinus_canaria ENSSCAG00000009813
lonchura_striata_domestica ENSLSDG00000004065
taeniopygia_guttata ENSTGUG00000006387
parus_major ENSPMJG00000006862
cyanistes_caeruleus ENSCCEG00000017085
ficedula_albicollis ENSFALG00000012015
manacus_vitellinus ENSMVIG00005014850
lepidothrix_coronata ENSLCOG00000007556
melopsittacus_undulatus ENSMUNG00000002938
nothoprocta_perdicaria ENSNPEG00000013704
gallus_gallus ENSGALG00000053515
neolamprologus_brichardi ENSNBRG00000015201
maylandia_zebra ENSMZEG00005003032
