coturnix_japonica ENSCJPG00005014972
gallus_gallus ENSGALG00000009368
meleagris_gallopavo ENSMGAG00000011744
numida_meleagris ENSNMEG00000020028
anas_platyrhynchos_platyrhynchos ENSAPLG00000003719
anser_brachyrhynchus ENSABRG00000012784
taeniopygia_guttata ENSTGUG00000011297
lonchura_striata_domestica ENSLSDG00000017185
serinus_canaria ENSSCAG00000013705
junco_hyemalis ENSJHYG00000002352
zonotrichia_albicollis ENSZALG00000006835
ficedula_albicollis ENSFALG00000005388
parus_major ENSPMJG00000015025
cyanistes_caeruleus ENSCCEG00000011334
manacus_vitellinus ENSMVIG00005010724
lepidothrix_coronata ENSLCOG00000011848
melopsittacus_undulatus ENSMUNG00000003889
calidris_pygmaea ENSCPGG00000006128
calidris_pugnax ENSCPUG00000007915
apteryx_owenii ENSAOWG00000012698
apteryx_haastii ENSAHAG00000017201
apteryx_rowi ENSARWG00000009165
dromaius_novaehollandiae ENSDNVG00000000256
nothoprocta_perdicaria ENSNPEG00000014362
crocodylus_porosus ENSCPRG00005018258
chelonoidis_abingdonii ENSCABG00000012621
gopherus_agassizii ENSGAGG00000013288
chrysemys_picta_bellii ENSCPBG00000011080
pelodiscus_sinensis ENSPSIG00000006668
anolis_carolinensis ENSACAG00000016418
pogona_vitticeps ENSPVIG00000012965
notechis_scutatus ENSNSUG00000017433
salvator_merianae ENSSMRG00000009910
sphenodon_punctatus ENSSPUG00000000815
notamacropus_eugenii ENSMEUG00000006841
sarcophilus_harrisii ENSSHAG00000015823
phascolarctos_cinereus ENSPCIG00000008069
monodelphis_domestica ENSMODG00000007000
ictidomys_tridecemlineatus ENSSTOG00000013412
marmota_marmota_marmota ENSMMMG00000015497
spermophilus_dauricus ENSSDAG00000017832
urocitellus_parryii ENSUPAG00010015605
castor_canadensis ENSCCNG00000024362
heterocephalus_glaber_female ENSHGLG00000012031
heterocephalus_glaber_male ENSHGLG00100005975
fukomys_damarensis ENSFDAG00000017037
cavia_porcellus ENSCPOG00000007309
cavia_aperea ENSCAPG00000013460
octodon_degus ENSODEG00000017055
chinchilla_lanigera ENSCLAG00000004860
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018762
mus_spicilegus ENSMSIG00000000514
mus_musculus ENSMUSG00000021219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017917
mus_pahari MGP_PahariEiJ_G0029673
rattus_norvegicus ENSRNOG00000008082
meriones_unguiculatus ENSMUGG00000021937
cricetulus_griseus_crigri ENSCGRG00000001015
cricetulus_griseus_chok1gshd ENSCGRG00001021356
cricetulus_griseus_crigri-picr ENSCGRG00015028238
mesocricetus_auratus ENSMAUG00000021028
peromyscus_maniculatus_bairdii ENSPEMG00000005178
microtus_ochrogaster ENSMOCG00000005512
nannospalax_galili ENSNGAG00000015965
