drosophila_melanogaster FBgn0064123
caenorhabditis_elegans_strain_n2 WBGene00007670
amphiprion_ocellaris ENSAOCG00000014028
amphiprion_percula ENSAPEG00000012121
acanthochromis_polyacanthus ENSAPOG00000010576
stegastes_partitus ENSSPAG00000017947
astatotilapia_calliptera ENSACLG00000027886
haplochromis_burtoni ENSHBUG00000012864
maylandia_zebra ENSMZEG00005003522
pundamilia_nyererei ENSPNYG00000018223
neolamprologus_brichardi ENSNBRG00000001940
oreochromis_niloticus ENSONIG00000017155
amphilophus_citrinellus ENSACIG00000021926
gasterosteus_aculeatus ENSGACG00000011643
mola_mola ENSMMOG00000007688
mastacembelus_armatus ENSMAMG00000023419
monopterus_albus ENSMALG00000018070
anabas_testudineus ENSATEG00000024434
seriola_dumerili ENSSDUG00000009663
seriola_lalandi_dorsalis ENSSLDG00000022909
cynoglossus_semilaevis ENSCSEG00000014362
labrus_bergylta ENSLBEG00000025543
takifugu_rubripes ENSTRUG00000016225
fundulus_heteroclitus ENSFHEG00000014495
cyprinodon_variegatus ENSCVAG00000019136
poecilia_mexicana ENSPMEG00000007828
poecilia_mexicana ENSPMEG00000001349
poecilia_formosa ENSPFOG00000005218
poecilia_latipinna ENSPLAG00000015168
poecilia_reticulata ENSPREG00000006475
gambusia_affinis ENSGAFG00000020256
xiphophorus_maculatus ENSXMAG00000023208
kryptolebias_marmoratus ENSKMAG00000019148
oryzias_latipes ENSORLG00000025546
oryzias_latipes ENSORLG00020018779
oryzias_latipes_asm223469v1 ENSORLG00015008283
oryzias_melastigma ENSOMEG00000011415
periophthalmus_magnuspinnatus ENSPMGG00000022394
gadus_morhua ENSGMOG00000008929
esox_lucius ENSELUG00000005574
pygocentrus_nattereri ENSPNAG00000029702
astyanax_mexicanus ENSAMXG00000030879
ictalurus_punctatus ENSIPUG00000010655
danio_rerio ENSDARG00000039240
monopterus_albus ENSMALG00000014083
mastacembelus_armatus ENSMAMG00000016205
anabas_testudineus ENSATEG00000007126
gasterosteus_aculeatus ENSGACG00000018521
labrus_bergylta ENSLBEG00000012499
mola_mola ENSMMOG00000000489
seriola_lalandi_dorsalis ENSSLDG00000000532
seriola_dumerili ENSSDUG00000011441
scophthalmus_maximus ENSSMAG00000018286
astatotilapia_calliptera ENSACLG00000002302
haplochromis_burtoni ENSHBUG00000015243
pundamilia_nyererei ENSPNYG00000018325
maylandia_zebra ENSMZEG00005001898
neolamprologus_brichardi ENSNBRG00000003834
oreochromis_niloticus ENSONIG00000006482
amphilophus_citrinellus ENSACIG00000006340
kryptolebias_marmoratus ENSKMAG00000017192
amphiprion_ocellaris ENSAOCG00000013971
amphiprion_percula ENSAPEG00000003726
acanthochromis_polyacanthus ENSAPOG00000001604
stegastes_partitus ENSSPAG00000014925
fundulus_heteroclitus ENSFHEG00000016651
cyprinodon_variegatus ENSCVAG00000014412
xiphophorus_maculatus ENSXMAG00000022399
xiphophorus_couchianus ENSXCOG00000014883
poecilia_formosa ENSPFOG00000013576
poecilia_mexicana ENSPMEG00000011098
poecilia_latipinna ENSPLAG00000020604
poecilia_reticulata ENSPREG00000000242
gambusia_affinis ENSGAFG00000016090
oryzias_latipes ENSORLG00020021310
oryzias_latipes ENSORLG00000013856
oryzias_latipes_asm223469v1 ENSORLG00015022137
oryzias_melastigma ENSOMEG00000008773
acanthochromis_polyacanthus ENSAPOG00000011521
takifugu_rubripes ENSTRUG00000000752
tetraodon_nigroviridis ENSTNIG00000014130
cynoglossus_semilaevis ENSCSEG00000010270
hippocampus_comes ENSHCOG00000019432
periophthalmus_magnuspinnatus ENSPMGG00000002295
gadus_morhua ENSGMOG00000014651
esox_lucius ENSELUG00000014042
astyanax_mexicanus ENSAMXG00000043264
astyanax_mexicanus ENSAMXG00000029068
pygocentrus_nattereri ENSPNAG00000029835
ictalurus_punctatus ENSIPUG00000015392
danio_rerio ENSDARG00000003326
scleropages_formosus ENSSFOG00015005501
paramormyrops_kingsleyae ENSPKIG00000006071
lepisosteus_oculatus ENSLOCG00000013635
nothoprocta_perdicaria ENSNPEG00000006297
dromaius_novaehollandiae ENSDNVG00000012378
calidris_pugnax ENSCPUG00000019024
calidris_pygmaea ENSCPGG00000015406
melopsittacus_undulatus ENSMUNG00000016931
gallus_gallus ENSGALG00000003911
coturnix_japonica ENSCJPG00005021308
numida_meleagris ENSNMEG00000003433
anser_brachyrhynchus ENSABRG00000002774
anas_platyrhynchos_platyrhynchos ENSAPLG00000009163
junco_hyemalis ENSJHYG00000000084
zonotrichia_albicollis ENSZALG00000017402
ficedula_albicollis ENSFALG00000002415
taeniopygia_guttata ENSTGUG00000004375
lonchura_striata_domestica ENSLSDG00000015316
parus_major ENSPMJG00000017152
cyanistes_caeruleus ENSCCEG00000017107
manacus_vitellinus ENSMVIG00005011936
lepidothrix_coronata ENSLCOG00000011330
gopherus_agassizii ENSGAGG00000006747
chelonoidis_abingdonii ENSCABG00000020518
chrysemys_picta_bellii ENSCPBG00000009074
pelodiscus_sinensis ENSPSIG00000017148
sphenodon_punctatus ENSSPUG00000011448
pogona_vitticeps ENSPVIG00000008316
anolis_carolinensis ENSACAG00000011340
notechis_scutatus ENSNSUG00000010269
salvator_merianae ENSSMRG00000004478
latimeria_chalumnae ENSLACG00000009163
bos_taurus ENSBTAG00000012311
bos_mutus ENSBMUG00000025726
bison_bison_bison ENSBBBG00000024649
capra_hircus ENSCHIG00000016999
ovis_aries ENSOARG00000015744
sus_scrofa ENSSSCG00000036461
ursus_americanus ENSUAMG00000019726
ailuropoda_melanoleuca ENSAMEG00000011741
carlito_syrichta ENSTSYG00000008785
ochotona_princeps ENSOPRG00000015717
tursiops_truncatus ENSTTRG00000008133
pteropus_vampyrus ENSPVAG00000014307
erinaceus_europaeus ENSEEUG00000014869
tupaia_belangeri ENSTBEG00000002836
procavia_capensis ENSPCAG00000003725
propithecus_coquereli ENSPCOG00000008096
microcebus_murinus ENSMICG00000013293
prolemur_simus ENSPSMG00000020623
otolemur_garnettii ENSOGAG00000013630
papio_anubis ENSPANG00000020565
mandrillus_leucophaeus ENSMLEG00000033597
theropithecus_gelada ENSTGEG00000025237
cercocebus_atys ENSCATG00000006883
macaca_fascicularis ENSMFAG00000002102
macaca_nemestrina ENSMNEG00000028527
chlorocebus_sabaeus ENSCSAG00000004125
piliocolobus_tephrosceles ENSPTEG00000007151
colobus_angolensis_palliatus ENSCANG00000033824
rhinopithecus_roxellana ENSRROG00000030769
rhinopithecus_bieti ENSRBIG00000031304
pan_troglodytes ENSPTRG00000009559
pan_paniscus ENSPPAG00000040213
homo_sapiens ENSG00000075429
gorilla_gorilla ENSGGOG00000000009
pongo_abelii ENSPPYG00000008560
nomascus_leucogenys ENSNLEG00000000262
callithrix_jacchus ENSCJAG00000038011
saimiri_boliviensis_boliviensis ENSSBOG00000034272
cebus_capucinus ENSCCAG00000034497
aotus_nancymaae ENSANAG00000032702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018184
mus_spicilegus ENSMSIG00000023007
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017340
mus_musculus ENSMUSG00000040373
mus_pahari MGP_PahariEiJ_G0018470
rattus_norvegicus ENSRNOG00000003288
meriones_unguiculatus ENSMUGG00000000445
cricetulus_griseus_chok1gshd ENSCGRG00001019493
cricetulus_griseus_crigri-picr ENSCGRG00015013244
cricetulus_griseus_crigri ENSCGRG00000011766
mesocricetus_auratus ENSMAUG00000006074
microtus_ochrogaster ENSMOCG00000020276
peromyscus_maniculatus_bairdii ENSPEMG00000027675
nannospalax_galili ENSNGAG00000014940
