dasypus_novemcinctus ENSDNOG00000009857
choloepus_hoffmanni ENSCHOG00000012551
loxodonta_africana ENSLAFG00000010336
procavia_capensis ENSPCAG00000004098
echinops_telfairi ENSETEG00000012919
bos_indicus ENSBIXG00000017594
bos_indicus ENSBIXG00005013523
bos_taurus ENSBTAG00000012349
bos_mutus ENSBMUG00000006988
bison_bison ENSBBBG00000004262
capra_hircus ENSCHIG00000023819
capra_hircus ENSCHIG00000010292
ovis_aries ENSOARG00000009013
tursiops_truncatus ENSTTRG00000016478
sus_scrofa ENSSSCG00000033768
vicugna_pacos ENSVPAG00000011824
equus_caballus ENSECAG00000021798
equus_asinus ENSEASG00005011464
erinaceus_europaeus ENSEEUG00000013213
sorex_araneus ENSSARG00000004169
ursus_maritimus ENSUMAG00000005538
ursus_americanus ENSUAMG00000005645
ailuropoda_melanoleuca ENSAMEG00000000832
neovison_vison ENSNVIG00000016347
mustela_putorius ENSMPUG00000011624
canis_lupus ENSCAFG00020006750
canis_lupus ENSCAFG00000031149
vulpes_vulpes ENSVVUG00000015015
panthera_tigris ENSPTIG00000007022
panthera_pardus ENSPPRG00000024884
felis_catus ENSFCAG00000045244
pteropus_vampyrus ENSPVAG00000003620
myotis_lucifugus ENSMLUG00000009999
castor_canadensis ENSCCNG00000026581
dipodomys_ordii ENSDORG00000014621
mus_spretus MGP_SPRETEiJ_G0015414
mus_musculus ENSMUSG00000051998
mus_spicilegus ENSMSIG00000018697
mus_caroli MGP_CAROLIEiJ_G0014607
mus_pahari MGP_PahariEiJ_G0027843
rattus_norvegicus ENSRNOG00000028250
meriones_unguiculatus ENSMUGG00000003951
cricetulus_griseus ENSCGRG00015001361
cricetulus_griseus ENSCGRG00000000973
cricetulus_griseus ENSCGRG00001019553
mesocricetus_auratus ENSMAUG00000013607
microtus_ochrogaster ENSMOCG00000019077
peromyscus_maniculatus ENSPEMG00000025679
nannospalax_galili ENSNGAG00000021147
chinchilla_lanigera ENSCLAG00000014362
cavia_porcellus ENSCPOG00000005721
heterocephalus_glaber ENSHGLG00000003996
heterocephalus_glaber ENSHGLG00100006491
ictidomys_tridecemlineatus ENSSTOG00000022601
spermophilus_dauricus ENSSDAG00000001204
urocitellus_parryii ENSUPAG00010007396
marmota_marmota ENSMMMG00000013640
ochotona_princeps ENSOPRG00000010873
oryctolagus_cuniculus ENSOCUG00000003715
tupaia_belangeri ENSTBEG00000010672
pan_paniscus ENSPPAG00000029666
pan_troglodytes ENSPTRG00000001874
gorilla_gorilla ENSGGOG00000010494
homo_sapiens ENSG00000122188
pongo_abelii ENSPPYG00000000328
nomascus_leucogenys ENSNLEG00000032816
papio_anubis ENSPANG00000010606
theropithecus_gelada ENSTGEG00000017487
cercocebus_atys ENSCATG00000035082
mandrillus_leucophaeus ENSMLEG00000024411
macaca_mulatta ENSMMUG00000054133
macaca_nemestrina ENSMNEG00000035734
macaca_fascicularis ENSMFAG00000046296
chlorocebus_sabaeus ENSCSAG00000014387
rhinopithecus_bieti ENSRBIG00000032142
piliocolobus_tephrosceles ENSPTEG00000030809
rhinopithecus_roxellana ENSRROG00000024248
colobus_angolensis ENSCANG00000031865
cebus_capucinus ENSCCAG00000000404
saimiri_boliviensis ENSSBOG00000028944
callithrix_jacchus ENSCJAG00000006659
aotus_nancymaae ENSANAG00000034140
carlito_syrichta ENSTSYG00000008894
propithecus_coquereli ENSPCOG00000022686
prolemur_simus ENSPSMG00000003685
microcebus_murinus ENSMICG00000029490
otolemur_garnettii ENSOGAG00000000242
otolemur_garnettii ENSOGAG00000031389
vombatus_ursinus ENSVURG00010013376
phascolarctos_cinereus ENSPCIG00000017388
notamacropus_eugenii ENSMEUG00000014407
sarcophilus_harrisii ENSSHAG00000002596
monodelphis_domestica ENSMODG00000025657
ornithorhynchus_anatinus ENSOANG00000001914
