calidris_pugnax ENSCPUG00000016069
calidris_pygmaea ENSCPGG00000013184
meleagris_gallopavo ENSMGAG00000005900
manacus_vitellinus ENSMVIG00005001187
bos_taurus ENSBTAG00000052243
ovis_aries ENSOARG00000017662
ursus_maritimus ENSUMAG00000006364
tupaia_belangeri ENSTBEG00000009828
ictidomys_tridecemlineatus ENSSTOG00000006336
procavia_capensis ENSPCAG00000011564
ochotona_princeps ENSOPRG00000007762
fundulus_heteroclitus ENSFHEG00000019782
oryzias_latipes ENSORLG00000003172
stegastes_partitus ENSSPAG00000014185
amphiprion_percula ENSAPEG00000011508
paramormyrops_kingsleyae ENSPKIG00000009680
petromyzon_marinus ENSPMAG00000002154
ciona_savignyi ENSCSAVG00000010214
drosophila_melanogaster FBgn0035811
caenorhabditis_elegans_strain_n2 WBGene00020812
