notechis_scutatus ENSNSUG00000016928
pogona_vitticeps ENSPVIG00000017986
salvator_merianae ENSSMRG00000013009
sphenodon_punctatus ENSSPUG00000006065
apteryx_owenii ENSAOWG00000013917
apteryx_haastii ENSAHAG00000001231
apteryx_rowi ENSARWG00000015870
dromaius_novaehollandiae ENSDNVG00000012345
nothoprocta_perdicaria ENSNPEG00000001354
calidris_pugnax ENSCPUG00000006499
calidris_pygmaea ENSCPGG00000000677
parus_major ENSPMJG00000011519
cyanistes_caeruleus ENSCCEG00000017984
ficedula_albicollis ENSFALG00000013979
junco_hyemalis ENSJHYG00000005311
zonotrichia_albicollis ENSZALG00000008173
serinus_canaria ENSSCAG00000006286
lonchura_striata_domestica ENSLSDG00000014813
taeniopygia_guttata ENSTGUG00000000929
lepidothrix_coronata ENSLCOG00000013333
manacus_vitellinus ENSMVIG00005015464
melopsittacus_undulatus ENSMUNG00000011028
meleagris_gallopavo ENSMGAG00000003985
coturnix_japonica ENSCJPG00005010652
gallus_gallus ENSGALG00000027777
numida_meleagris ENSNMEG00000003250
anser_brachyrhynchus ENSABRG00000005344
crocodylus_porosus ENSCPRG00005015370
gopherus_agassizii ENSGAGG00000008364
chelonoidis_abingdonii ENSCABG00000003757
chrysemys_picta_bellii ENSCPBG00000009718
pelodiscus_sinensis ENSPSIG00000002907
dipodomys_ordii ENSDORG00000024508
dipodomys_ordii ENSDORG00000025841
dipodomys_ordii ENSDORG00000001141
castor_canadensis ENSCCNG00000030578
urocitellus_parryii ENSUPAG00010014420
ictidomys_tridecemlineatus ENSSTOG00000028367
marmota_marmota_marmota ENSMMMG00000012332
spermophilus_dauricus ENSSDAG00000004951
cavia_aperea ENSCAPG00000008262
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016376
mus_musculus ENSMUSG00000004665
mus_spicilegus ENSMSIG00000005667
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015558
mus_pahari MGP_PahariEiJ_G0030971
rattus_norvegicus ENSRNOG00000043044
meriones_unguiculatus ENSMUGG00000021046
nannospalax_galili ENSNGAG00000021256
peromyscus_maniculatus_bairdii ENSPEMG00000017382
microtus_ochrogaster ENSMOCG00000008812
mesocricetus_auratus ENSMAUG00000007560
mesocricetus_auratus ENSMAUG00000006638
mesocricetus_auratus ENSMAUG00000009574
cricetulus_griseus_chok1gshd ENSCGRG00001011677
cricetulus_griseus_crigri ENSCGRG00000011035
jaculus_jaculus ENSJJAG00000010751
cebus_capucinus ENSCCAG00000036572
gorilla_gorilla ENSGGOG00000027306
ochotona_princeps ENSOPRG00000006180
nannospalax_galili ENSNGAG00000001160
colobus_angolensis_palliatus ENSCANG00000040592
cercocebus_atys ENSCATG00000038333
theropithecus_gelada ENSTGEG00000009671
mandrillus_leucophaeus ENSMLEG00000033136
pan_troglodytes ENSPTRG00000047624
macaca_mulatta ENSMMUG00000002349
nannospalax_galili ENSNGAG00000022373
piliocolobus_tephrosceles ENSPTEG00000008210
piliocolobus_tephrosceles ENSPTEG00000002279
rhinopithecus_roxellana ENSRROG00000044881
carlito_syrichta ENSTSYG00000031957
piliocolobus_tephrosceles ENSPTEG00000031298
mus_spicilegus ENSMSIG00000003563
canis_lupus_familiaris ENSCAFG00000005953
canis_lupus_dingo ENSCAFG00020021235
vulpes_vulpes ENSVVUG00000026778
ailuropoda_melanoleuca ENSAMEG00000010226
procavia_capensis ENSPCAG00000016239
capra_hircus ENSCHIG00000001910
capra_hircus ENSCHIG00000013131
capra_hircus ENSCHIG00000023108
ovis_aries ENSOARG00000010489
bison_bison_bison ENSBBBG00000017791
bos_taurus ENSBTAG00000020764
tursiops_truncatus ENSTTRG00000001479
sus_scrofa ENSSSCG00000039542
ursus_americanus ENSUAMG00000005805
ursus_maritimus ENSUMAG00000005540
ailuropoda_melanoleuca ENSAMEG00000003096
canis_lupus_familiaris ENSCAFG00000019644
canis_lupus_dingo ENSCAFG00020016914
mustela_putorius_furo ENSMPUG00000009041
neovison_vison ENSNVIG00000002682
panthera_pardus ENSPPRG00000015065
panthera_tigris_altaica ENSPTIG00000012286
felis_catus ENSFCAG00000044690
pteropus_vampyrus ENSPVAG00000016570
equus_caballus ENSECAG00000032097
equus_asinus_asinus ENSEASG00005021575
vulpes_vulpes ENSVVUG00000022735
erinaceus_europaeus ENSEEUG00000015171
bos_mutus ENSBMUG00000011484
tupaia_belangeri ENSTBEG00000008615
mus_spicilegus ENSMSIG00000003497
prolemur_simus ENSPSMG00000022557
prolemur_simus ENSPSMG00000014462
microcebus_murinus ENSMICG00000013016
propithecus_coquereli ENSPCOG00000017569
otolemur_garnettii ENSOGAG00000010144
carlito_syrichta ENSTSYG00000037018
loxodonta_africana ENSLAFG00000032694
dasypus_novemcinctus ENSDNOG00000046243
ornithorhynchus_anatinus ENSOANG00000031698
pan_troglodytes ENSPTRG00000046999
pan_paniscus ENSPPAG00000010709
