takifugu_rubripes ENSTRUG00000021919
tetraodon_nigroviridis ENSTNIG00000002827
poecilia_reticulata ENSPREG00000000305
poecilia_reticulata ENSPREG00000000304
poecilia_formosa ENSPFOG00000022701
poecilia_latipinna ENSPLAG00000010891
poecilia_mexicana ENSPMEG00000019069
xiphophorus_maculatus ENSXMAG00000029023
fundulus_heteroclitus ENSFHEG00000012812
oryzias_latipes_asm223469v1 ENSORLG00015018223
neolamprologus_brichardi ENSNBRG00000002936
haplochromis_burtoni ENSHBUG00000016295
amphilophus_citrinellus ENSACIG00000016236
stegastes_partitus ENSSPAG00000004836
acanthochromis_polyacanthus ENSAPOG00000011876
anabas_testudineus ENSATEG00000009082
mastacembelus_armatus ENSMAMG00000014227
esox_lucius ENSELUG00000022652
paramormyrops_kingsleyae ENSPKIG00000016946
latimeria_chalumnae ENSLACG00000006021
ciona_intestinalis ENSCING00000016803
ciona_savignyi ENSCSAVG00000004627
ciona_savignyi ENSCSAVG00000004621
ciona_intestinalis ENSCING00000015393
ciona_intestinalis ENSCING00000002256
amphiprion_ocellaris ENSAOCG00000001225
amphiprion_percula ENSAPEG00000006106
cyprinodon_variegatus ENSCVAG00000022086
labrus_bergylta ENSLBEG00000014838
scleropages_formosus ENSSFOG00015008456
pygocentrus_nattereri ENSPNAG00000018316
seriola_dumerili ENSSDUG00000009656
monopterus_albus ENSMALG00000000986
labrus_bergylta ENSLBEG00000014863
mola_mola ENSMMOG00000021590
maylandia_zebra ENSMZEG00005003280
pundamilia_nyererei ENSPNYG00000002337
astatotilapia_calliptera ENSACLG00000025229
amphilophus_citrinellus ENSACIG00000016224
amphiprion_percula ENSAPEG00000006119
amphiprion_ocellaris ENSAOCG00000017510
poecilia_latipinna ENSPLAG00000011001
poecilia_mexicana ENSPMEG00000019193
poecilia_latipinna ENSPLAG00000010853
poecilia_mexicana ENSPMEG00000019047
xiphophorus_couchianus ENSXCOG00000014615
oryzias_latipes_asm223469v1 ENSORLG00015018349
oryzias_latipes ENSORLG00000022915
cynoglossus_semilaevis ENSCSEG00000011989
hippocampus_comes ENSHCOG00000001878
astyanax_mexicanus ENSAMXG00000037060
scleropages_formosus ENSSFOG00015008438
drosophila_melanogaster FBgn0051028
