monopterus_albus ENSMALG00000018777
mastacembelus_armatus ENSMAMG00000021358
seriola_dumerili ENSSDUG00000020938
seriola_lalandi_dorsalis ENSSLDG00000006567
anabas_testudineus ENSATEG00000010061
scophthalmus_maximus ENSSMAG00000001756
poecilia_formosa ENSPFOG00000003758
poecilia_latipinna ENSPLAG00000017815
poecilia_mexicana ENSPMEG00000017350
poecilia_reticulata ENSPREG00000006236
xiphophorus_maculatus ENSXMAG00000000301
gambusia_affinis ENSGAFG00000004776
fundulus_heteroclitus ENSFHEG00000000244
cyprinodon_variegatus ENSCVAG00000015219
kryptolebias_marmoratus ENSKMAG00000009356
oryzias_latipes ENSORLG00020019553
oryzias_latipes_asm223469v1 ENSORLG00015003411
oryzias_latipes ENSORLG00000001719
oryzias_melastigma ENSOMEG00000006103
amphiprion_ocellaris ENSAOCG00000008924
amphiprion_percula ENSAPEG00000017302
acanthochromis_polyacanthus ENSAPOG00000012324
stegastes_partitus ENSSPAG00000012782
astatotilapia_calliptera ENSACLG00000009616
maylandia_zebra ENSMZEG00005002346
pundamilia_nyererei ENSPNYG00000015559
haplochromis_burtoni ENSHBUG00000003360
neolamprologus_brichardi ENSNBRG00000005374
oreochromis_niloticus ENSONIG00000008521
amphilophus_citrinellus ENSACIG00000000709
labrus_bergylta ENSLBEG00000001671
takifugu_rubripes ENSTRUG00000010653
tetraodon_nigroviridis ENSTNIG00000004687
mola_mola ENSMMOG00000013838
cynoglossus_semilaevis ENSCSEG00000014671
hippocampus_comes ENSHCOG00000003861
periophthalmus_magnuspinnatus ENSPMGG00000010402
gadus_morhua ENSGMOG00000010698
esox_lucius ENSELUG00000017247
pygocentrus_nattereri ENSPNAG00000019655
astyanax_mexicanus ENSAMXG00000005645
ictalurus_punctatus ENSIPUG00000003701
danio_rerio ENSDARG00000105626
scleropages_formosus ENSSFOG00015005535
paramormyrops_kingsleyae ENSPKIG00000015385
