poecilia_mexicana ENSPMEG00000004562
poecilia_formosa ENSPFOG00000017731
xiphophorus_maculatus ENSXMAG00000026600
oreochromis_niloticus ENSONIG00000000445
oreochromis_niloticus ENSONIG00000006510
oreochromis_niloticus ENSONIG00000019811
oreochromis_niloticus ENSONIG00000003410
oreochromis_niloticus ENSONIG00000003409
oreochromis_niloticus ENSONIG00000015227
oreochromis_niloticus ENSONIG00000008913
oreochromis_niloticus ENSONIG00000001650
oreochromis_niloticus ENSONIG00000017930
oreochromis_niloticus ENSONIG00000005477
oreochromis_niloticus ENSONIG00000005478
oreochromis_niloticus ENSONIG00000010932
oreochromis_niloticus ENSONIG00000013729
oreochromis_niloticus ENSONIG00000006627
oreochromis_niloticus ENSONIG00000013217
maylandia_zebra ENSMZEG00005028367
maylandia_zebra ENSMZEG00005004337
oreochromis_niloticus ENSONIG00000004613
oreochromis_niloticus ENSONIG00000017782
oreochromis_niloticus ENSONIG00000008306
oreochromis_niloticus ENSONIG00000006653
xiphophorus_maculatus ENSXMAG00000028887
poecilia_reticulata ENSPREG00000012094
seriola_lalandi_dorsalis ENSSLDG00000019777
