amphiprion_ocellaris ENSAOCG00000004357
amphiprion_percula ENSAPEG00000015244
acanthochromis_polyacanthus ENSAPOG00000013967
stegastes_partitus ENSSPAG00000003387
maylandia_zebra ENSMZEG00005005543
astatotilapia_calliptera ENSACLG00000021652
pundamilia_nyererei ENSPNYG00000000047
haplochromis_burtoni ENSHBUG00000012372
oreochromis_niloticus ENSONIG00000015811
neolamprologus_brichardi ENSNBRG00000022099
amphilophus_citrinellus ENSACIG00000022813
cyprinodon_variegatus ENSCVAG00000011418
fundulus_heteroclitus ENSFHEG00000000663
poecilia_formosa ENSPFOG00000004618
poecilia_mexicana ENSPMEG00000005662
poecilia_latipinna ENSPLAG00000005003
poecilia_reticulata ENSPREG00000003394
gambusia_affinis ENSGAFG00000015519
xiphophorus_couchianus ENSXCOG00000013336
kryptolebias_marmoratus ENSKMAG00000006454
oryzias_latipes ENSORLG00000009159
oryzias_latipes ENSORLG00020020172
oryzias_latipes_asm223469v1 ENSORLG00015015242
oryzias_melastigma ENSOMEG00000017167
labrus_bergylta ENSLBEG00000014277
gasterosteus_aculeatus ENSGACG00000018736
mola_mola ENSMMOG00000010006
monopterus_albus ENSMALG00000012376
mastacembelus_armatus ENSMAMG00000000714
anabas_testudineus ENSATEG00000017826
scophthalmus_maximus ENSSMAG00000013609
cynoglossus_semilaevis ENSCSEG00000016791
seriola_lalandi_dorsalis ENSSLDG00000022346
seriola_dumerili ENSSDUG00000013858
tetraodon_nigroviridis ENSTNIG00000005832
takifugu_rubripes ENSTRUG00000000459
hippocampus_comes ENSHCOG00000004861
periophthalmus_magnuspinnatus ENSPMGG00000003766
gadus_morhua ENSGMOG00000006046
esox_lucius ENSELUG00000013417
pygocentrus_nattereri ENSPNAG00000024785
astyanax_mexicanus ENSAMXG00000029490
ictalurus_punctatus ENSIPUG00000014634
danio_rerio ENSDARG00000071699
scleropages_formosus ENSSFOG00015003962
paramormyrops_kingsleyae ENSPKIG00000001494
lepisosteus_oculatus ENSLOCG00000015405
latimeria_chalumnae ENSLACG00000011933
xenopus_tropicalis ENSXETG00000007745
notamacropus_eugenii ENSMEUG00000004367
phascolarctos_cinereus ENSPCIG00000022372
monodelphis_domestica ENSMODG00000005597
sarcophilus_harrisii ENSSHAG00000013671
