vombatus_ursinus ENSVURG00010000329
phascolarctos_cinereus ENSPCIG00000006251
notamacropus_eugenii ENSMEUG00000010661
monodelphis_domestica ENSMODG00000000451
pan_troglodytes ENSPTRG00000011873
pan_paniscus ENSPPAG00000010912
homo_sapiens ENSG00000115970
gorilla_gorilla ENSGGOG00000007860
pongo_abelii ENSPPYG00000012456
nomascus_leucogenys ENSNLEG00000031549
piliocolobus_tephrosceles ENSPTEG00000034834
colobus_angolensis ENSCANG00000023899
rhinopithecus_bieti ENSRBIG00000028134
rhinopithecus_roxellana ENSRROG00000032889
mandrillus_leucophaeus ENSMLEG00000028846
chlorocebus_sabaeus ENSCSAG00000012732
theropithecus_gelada ENSTGEG00000000915
papio_anubis ENSPANG00000017546
cercocebus_atys ENSCATG00000031404
macaca_fascicularis ENSMFAG00000015722
macaca_mulatta ENSMMUG00000000642
macaca_nemestrina ENSMNEG00000024145
cebus_capucinus ENSCCAG00000035905
saimiri_boliviensis ENSSBOG00000034696
callithrix_jacchus ENSCJAG00000014464
aotus_nancymaae ENSANAG00000038155
carlito_syrichta ENSTSYG00000002409
prolemur_simus ENSPSMG00000007072
microcebus_murinus ENSMICG00000010352
propithecus_coquereli ENSPCOG00000020158
otolemur_garnettii ENSOGAG00000013182
tupaia_belangeri ENSTBEG00000012630
heterocephalus_glaber ENSHGLG00000005656
heterocephalus_glaber ENSHGLG00100010474
fukomys_damarensis ENSFDAG00000017204
chinchilla_lanigera ENSCLAG00000004283
octodon_degus ENSODEG00000010547
cavia_porcellus ENSCPOG00000000838
cavia_aperea ENSCAPG00000012601
marmota_marmota ENSMMMG00000016308
ictidomys_tridecemlineatus ENSSTOG00000003121
spermophilus_dauricus ENSSDAG00000011214
mus_spicilegus ENSMSIG00000011599
mus_musculus ENSMUSG00000024251
mus_spretus MGP_SPRETEiJ_G0022838
mus_caroli MGP_CAROLIEiJ_G0021922
mus_pahari MGP_PahariEiJ_G0020912
rattus_norvegicus ENSRNOG00000025899
meriones_unguiculatus ENSMUGG00000019764
cricetulus_griseus ENSCGRG00015022207
cricetulus_griseus ENSCGRG00001019927
cricetulus_griseus ENSCGRG00000004357
mesocricetus_auratus ENSMAUG00000000902
peromyscus_maniculatus ENSPEMG00000023105
nannospalax_galili ENSNGAG00000011344
jaculus_jaculus ENSJJAG00000023629
castor_canadensis ENSCCNG00000028049
dipodomys_ordii ENSDORG00000005991
oryctolagus_cuniculus ENSOCUG00000001048
ochotona_princeps ENSOPRG00000016328
myotis_lucifugus ENSMLUG00000015594
pteropus_vampyrus ENSPVAG00000002164
ursus_maritimus ENSUMAG00000012119
ursus_americanus ENSUAMG00000016021
ailuropoda_melanoleuca ENSAMEG00000005628
mustela_putorius ENSMPUG00000011590
neovison_vison ENSNVIG00000016081
canis_lupus ENSCAFG00000002463
canis_lupus ENSCAFG00020025449
vulpes_vulpes ENSVVUG00000000337
panthera_pardus ENSPPRG00000012427
panthera_tigris ENSPTIG00000014909
felis_catus ENSFCAG00000013463
bos_indicus ENSBIXG00000017793
bos_indicus ENSBIXG00005023072
bos_taurus ENSBTAG00000003555
bos_mutus ENSBMUG00000025060
bison_bison ENSBBBG00000014645
ovis_aries ENSOARG00000007081
capra_hircus ENSCHIG00000010658
tursiops_truncatus ENSTTRG00000006370
vicugna_pacos ENSVPAG00000008987
equus_caballus ENSECAG00000020504
equus_asinus ENSEASG00005005017
equus_asinus ENSEASG00005005019
erinaceus_europaeus ENSEEUG00000002409
choloepus_hoffmanni ENSCHOG00000008571
dasypus_novemcinctus ENSDNOG00000012440
loxodonta_africana ENSLAFG00000004268
procavia_capensis ENSPCAG00000010885
echinops_telfairi ENSETEG00000012654
ornithorhynchus_anatinus ENSOANG00000002849
ornithorhynchus_anatinus ENSOANG00000014233
apteryx_haastii ENSAHAG00000009340
apteryx_owenii ENSAOWG00000017604
apteryx_rowi ENSARWG00000005719
dromaius_novaehollandiae ENSDNVG00000012663
nothoprocta_perdicaria ENSNPEG00000013465
anas_platyrhynchos ENSAPLG00000010472
anser_brachyrhynchus ENSABRG00000008282
gallus_gallus ENSGALG00000009932
coturnix_japonica ENSCJPG00005008671
meleagris_gallopavo ENSMGAG00000010104
numida_meleagris ENSNMEG00000015061
manacus_vitellinus ENSMVIG00005005539
lepidothrix_coronata ENSLCOG00000009811
zonotrichia_albicollis ENSZALG00000002624
junco_hyemalis ENSJHYG00000010410
serinus_canaria ENSSCAG00000009389
lonchura_striata ENSLSDG00000010703
taeniopygia_guttata ENSTGUG00000003517
ficedula_albicollis ENSFALG00000012659
cyanistes_caeruleus ENSCCEG00000011155
parus_major ENSPMJG00000013743
calidris_pygmaea ENSCPGG00000019124
calidris_pugnax ENSCPUG00000001177
crocodylus_porosus ENSCPRG00005015502
chelonoidis_abingdonii ENSCABG00000015697
gopherus_agassizii ENSGAGG00000024118
chrysemys_picta ENSCPBG00000005278
pelodiscus_sinensis ENSPSIG00000011388
anolis_carolinensis ENSACAG00000014758
pogona_vitticeps ENSPVIG00000015872
notechis_scutatus ENSNSUG00000014549
salvator_merianae ENSSMRG00000018534
sphenodon_punctatus ENSSPUG00000009645
xenopus_tropicalis ENSXETG00000012201
latimeria_chalumnae ENSLACG00000013922
callorhinchus_milii ENSCMIG00000004423
ciona_savignyi ENSCSAVG00000002934
clupea_harengus ENSCHAG00000017933
denticeps_clupeoides ENSDCDG00000021568
electrophorus_electricus ENSEEEG00000010725
electrophorus_electricus ENSEEEG00000010728
astyanax_mexicanus ENSAMXG00005024215
astyanax_mexicanus ENSAMXG00000037128
pygocentrus_nattereri ENSPNAG00000013217
ictalurus_punctatus ENSIPUG00000010261
danio_rerio ENSDARG00000053082
paramormyrops_kingsleyae ENSPKIG00000022654
scleropages_formosus ENSSFOG00015000782
poecilia_latipinna ENSPLAG00000007476
poecilia_formosa ENSPFOG00000019859
poecilia_mexicana ENSPMEG00000013937
xiphophorus_couchianus ENSXCOG00000006593
neolamprologus_brichardi ENSNBRG00000019636
takifugu_rubripes ENSTRUG00000007018
takifugu_rubripes ENSTRUG00000021549
tetraodon_nigroviridis ENSTNIG00000017102
gasterosteus_aculeatus ENSGACG00000002656
amphiprion_ocellaris ENSAOCG00000011320
