mola_mola ENSMMOG00000000080
tetraodon_nigroviridis ENSTNIG00000006006
cynoglossus_semilaevis ENSCSEG00000012431
gambusia_affinis ENSGAFG00000013778
fundulus_heteroclitus ENSFHEG00000022283
seriola_lalandi_dorsalis ENSSLDG00000001948
anabas_testudineus ENSATEG00000014783
stegastes_partitus ENSSPAG00000007804
amphiprion_percula ENSAPEG00000003264
neolamprologus_brichardi ENSNBRG00000003667
maylandia_zebra ENSMZEG00005017004
pundamilia_nyererei ENSPNYG00000010805
amphilophus_citrinellus ENSACIG00000005370
labrus_bergylta ENSLBEG00000001477
hippocampus_comes ENSHCOG00000011079
cynoglossus_semilaevis ENSCSEG00000011690
cynoglossus_semilaevis ENSCSEG00000012452
takifugu_rubripes ENSTRUG00000023266
takifugu_rubripes ENSTRUG00000020660
eptatretus_burgeri ENSEBUG00000009211
drosophila_melanogaster FBgn0000352
