apteryx_rowi ENSARWG00000000945
apteryx_haastii ENSAHAG00000007513
apteryx_owenii ENSAOWG00000014119
dromaius_novaehollandiae ENSDNVG00000002879
nothoprocta_perdicaria ENSNPEG00000010109
parus_major ENSPMJG00000005821
parus_major ENSPMJG00000005817
lepidothrix_coronata ENSLCOG00000014457
numida_meleagris ENSNMEG00000005502
meleagris_gallopavo ENSMGAG00000007039
meleagris_gallopavo ENSMGAG00000002368
gallus_gallus ENSGALG00000032149
lonchura_striata_domestica ENSLSDG00000001909
junco_hyemalis ENSJHYG00000007691
anas_platyrhynchos_platyrhynchos ENSAPLG00000026088
anser_brachyrhynchus ENSABRG00000001168
anas_platyrhynchos_platyrhynchos ENSAPLG00000017152
calidris_pygmaea ENSCPGG00000017956
calidris_pugnax ENSCPUG00000014349
serinus_canaria ENSSCAG00000001809
lonchura_striata_domestica ENSLSDG00000001917
junco_hyemalis ENSJHYG00000007648
dromaius_novaehollandiae ENSDNVG00000002862
melopsittacus_undulatus ENSMUNG00000001328
crocodylus_porosus ENSCPRG00005007117
gopherus_agassizii ENSGAGG00000006340
chelonoidis_abingdonii ENSCABG00000002659
chrysemys_picta_bellii ENSCPBG00000027405
anolis_carolinensis ENSACAG00000006906
pogona_vitticeps ENSPVIG00000017517
notechis_scutatus ENSNSUG00000007592
salvator_merianae ENSSMRG00000000139
sphenodon_punctatus ENSSPUG00000017709
pan_paniscus ENSPPAG00000027887
pan_troglodytes ENSPTRG00000009336
homo_sapiens ENSG00000006025
gorilla_gorilla ENSGGOG00000015344
pongo_abelii ENSPPYG00000008880
nomascus_leucogenys ENSNLEG00000001657
mandrillus_leucophaeus ENSMLEG00000040663
cercocebus_atys ENSCATG00000033623
macaca_fascicularis ENSMFAG00000001330
macaca_nemestrina ENSMNEG00000042829
macaca_mulatta ENSMMUG00000019039
theropithecus_gelada ENSTGEG00000001640
papio_anubis ENSPANG00000022928
colobus_angolensis_palliatus ENSCANG00000043857
piliocolobus_tephrosceles ENSPTEG00000031566
rhinopithecus_bieti ENSRBIG00000042030
rhinopithecus_roxellana ENSRROG00000017659
callithrix_jacchus ENSCJAG00000007585
cebus_capucinus ENSCCAG00000034097
saimiri_boliviensis_boliviensis ENSSBOG00000033435
aotus_nancymaae ENSANAG00000021406
carlito_syrichta ENSTSYG00000014378
propithecus_coquereli ENSPCOG00000019714
prolemur_simus ENSPSMG00000007730
