tetraodon_nigroviridis ENSTNIG00000007468
takifugu_rubripes ENSTRUG00000007859
mola_mola ENSMMOG00000007545
cynoglossus_semilaevis ENSCSEG00000003809
gasterosteus_aculeatus ENSGACG00000010738
labrus_bergylta ENSLBEG00000023497
monopterus_albus ENSMALG00000001346
mastacembelus_armatus ENSMAMG00000021909
anabas_testudineus ENSATEG00000010713
seriola_lalandi ENSSLDG00000023128
seriola_dumerili ENSSDUG00000019148
scophthalmus_maximus ENSSMAG00000016909
amphiprion_percula ENSAPEG00000002909
amphiprion_ocellaris ENSAOCG00000017357
acanthochromis_polyacanthus ENSAPOG00000016544
stegastes_partitus ENSSPAG00000000074
astatotilapia_calliptera ENSACLG00000023905
maylandia_zebra ENSMZEG00005027376
pundamilia_nyererei ENSPNYG00000000725
haplochromis_burtoni ENSHBUG00000013318
oreochromis_niloticus ENSONIG00000000928
neolamprologus_brichardi ENSNBRG00000013095
amphilophus_citrinellus ENSACIG00000009723
poecilia_formosa ENSPFOG00000011069
poecilia_latipinna ENSPLAG00000004072
poecilia_mexicana ENSPMEG00000016441
poecilia_reticulata ENSPREG00000003541
xiphophorus_couchianus ENSXCOG00000013351
xiphophorus_maculatus ENSXMAG00000018089
gambusia_affinis ENSGAFG00000001519
fundulus_heteroclitus ENSFHEG00000019545
cyprinodon_variegatus ENSCVAG00000012891
kryptolebias_marmoratus ENSKMAG00000003375
oryzias_latipes ENSORLG00015018410
oryzias_latipes ENSORLG00000004483
oryzias_latipes ENSORLG00020012592
oryzias_melastigma ENSOMEG00000011990
periophthalmus_magnuspinnatus ENSPMGG00000013590
hippocampus_comes ENSHCOG00000002067
gadus_morhua ENSGMOG00000001999
esox_lucius ENSELUG00000012737
pygocentrus_nattereri ENSPNAG00000013555
astyanax_mexicanus ENSAMXG00000033380
ictalurus_punctatus ENSIPUG00000009475
danio_rerio ENSDARG00000017165
scleropages_formosus ENSSFOG00015001079
paramormyrops_kingsleyae ENSPKIG00000022161
lepisosteus_oculatus ENSLOCG00000016381
pogona_vitticeps ENSPVIG00000013716
anolis_carolinensis ENSACAG00000015526
notechis_scutatus ENSNSUG00000014567
salvator_merianae ENSSMRG00000018514
sphenodon_punctatus ENSSPUG00000005320
apteryx_owenii ENSAOWG00000018000
apteryx_haastii ENSAHAG00000012201
apteryx_rowi ENSARWG00000007100
dromaius_novaehollandiae ENSDNVG00000006086
nothoprocta_perdicaria ENSNPEG00000013501
zonotrichia_albicollis ENSZALG00000002830
junco_hyemalis ENSJHYG00000010900
serinus_canaria ENSSCAG00000010427
taeniopygia_guttata ENSTGUG00000003806
lonchura_striata ENSLSDG00000010783
ficedula_albicollis ENSFALG00000013003
parus_major ENSPMJG00000014566
cyanistes_caeruleus ENSCCEG00000011987
lepidothrix_coronata ENSLCOG00000010706
manacus_vitellinus ENSMVIG00005005672
calidris_pugnax ENSCPUG00000001410
calidris_pygmaea ENSCPGG00000000888
melopsittacus_undulatus ENSMUNG00000009794
melopsittacus_undulatus ENSMUNG00000009795
anser_brachyrhynchus ENSABRG00000002289
anas_platyrhynchos ENSAPLG00000008564
gallus_gallus ENSGALG00000009973
coturnix_japonica ENSCJPG00005010138
meleagris_gallopavo ENSMGAG00000010226
numida_meleagris ENSNMEG00000016377
crocodylus_porosus ENSCPRG00005015386
chelonoidis_abingdonii ENSCABG00000013222
gopherus_agassizii ENSGAGG00000025016
chrysemys_picta ENSCPBG00000005581
pelodiscus_sinensis ENSPSIG00000006681
phascolarctos_cinereus ENSPCIG00000006891
notamacropus_eugenii ENSMEUG00000001500
sarcophilus_harrisii ENSSHAG00000018458
monodelphis_domestica ENSMODG00000000705
ornithorhynchus_anatinus ENSOANG00000012300
choloepus_hoffmanni ENSCHOG00000002120
dasypus_novemcinctus ENSDNOG00000031447
loxodonta_africana ENSLAFG00000018087
procavia_capensis ENSPCAG00000005653
echinops_telfairi ENSETEG00000001764
ovis_aries ENSOARG00000006308
capra_hircus ENSCHIG00000023728
bos_mutus ENSBMUG00000006466
bos_taurus ENSBTAG00000017421
bison_bison ENSBBBG00000001151
tursiops_truncatus ENSTTRG00000001257
vicugna_pacos ENSVPAG00000009000
sus_scrofa ENSSSCG00000008449
ursus_americanus ENSUAMG00000003642
ursus_maritimus ENSUMAG00000012863
ailuropoda_melanoleuca ENSAMEG00000005889
