pygocentrus_nattereri ENSPNAG00000028076
astyanax_mexicanus ENSAMXG00000016677
ictalurus_punctatus ENSIPUG00000016962
danio_rerio ENSDARG00000093750
esox_lucius ENSELUG00000007932
chelonoidis_abingdonii ENSCABG00000017573
gopherus_agassizii ENSGAGG00000011892
chrysemys_picta_bellii ENSCPBG00000026881
pelodiscus_sinensis ENSPSIG00000011634
calidris_pygmaea ENSCPGG00000015219
calidris_pugnax ENSCPUG00000014876
melopsittacus_undulatus ENSMUNG00000013323
serinus_canaria ENSSCAG00000011525
anser_brachyrhynchus ENSABRG00000022536
anas_platyrhynchos_platyrhynchos ENSAPLG00000004707
meleagris_gallopavo ENSMGAG00000004549
coturnix_japonica ENSCJPG00005008077
gallus_gallus ENSGALG00000023411
numida_meleagris ENSNMEG00000007686
apteryx_owenii ENSAOWG00000011914
apteryx_haastii ENSAHAG00000009442
apteryx_rowi ENSARWG00000013902
dromaius_novaehollandiae ENSDNVG00000014245
nothoprocta_perdicaria ENSNPEG00000016085
pogona_vitticeps ENSPVIG00000011551
anolis_carolinensis ENSACAG00000016275
notechis_scutatus ENSNSUG00000006736
salvator_merianae ENSSMRG00000000711
sphenodon_punctatus ENSSPUG00000007549
phascolarctos_cinereus ENSPCIG00000017764
notamacropus_eugenii ENSMEUG00000016214
sarcophilus_harrisii ENSSHAG00000012273
monodelphis_domestica ENSMODG00000019675
loxodonta_africana ENSLAFG00000007394
echinops_telfairi ENSETEG00000005373
choloepus_hoffmanni ENSCHOG00000008788
dasypus_novemcinctus ENSDNOG00000049049
erinaceus_europaeus ENSEEUG00000014118
sorex_araneus ENSSARG00000011352
equus_caballus ENSECAG00000017398
equus_asinus_asinus ENSEASG00005006806
equus_asinus_asinus ENSEASG00005006805
ovis_aries ENSOARG00000005907
capra_hircus ENSCHIG00000012138
bos_taurus ENSBTAG00000006360
bos_mutus ENSBMUG00000009625
bison_bison_bison ENSBBBG00000002607
tursiops_truncatus ENSTTRG00000010096
sus_scrofa ENSSSCG00000016957
vicugna_pacos ENSVPAG00000005069
ursus_maritimus ENSUMAG00000008075
ursus_americanus ENSUAMG00000020383
ailuropoda_melanoleuca ENSAMEG00000003031
mustela_putorius_furo ENSMPUG00000014726
neovison_vison ENSNVIG00000006165
canis_lupus_dingo ENSCAFG00020019429
canis_lupus_familiaris ENSCAFG00000007594
canis_lupus_dingo ENSCAFG00020019426
vulpes_vulpes ENSVVUG00000006515
panthera_tigris_altaica ENSPTIG00000001153
panthera_pardus ENSPPRG00000024331
felis_catus ENSFCAG00000004753
pteropus_vampyrus ENSPVAG00000005104
myotis_lucifugus ENSMLUG00000015900
pan_troglodytes ENSPTRG00000016939
pan_paniscus ENSPPAG00000037903
homo_sapiens ENSG00000134061
gorilla_gorilla ENSGGOG00000008093
pongo_abelii ENSPPYG00000015519
nomascus_leucogenys ENSNLEG00000003886
piliocolobus_tephrosceles ENSPTEG00000010738
colobus_angolensis_palliatus ENSCANG00000034403
rhinopithecus_roxellana ENSRROG00000044216
rhinopithecus_bieti ENSRBIG00000032873
macaca_mulatta ENSMMUG00000007700
macaca_nemestrina ENSMNEG00000037214
macaca_fascicularis ENSMFAG00000044511
mandrillus_leucophaeus ENSMLEG00000039400
theropithecus_gelada ENSTGEG00000017839
cercocebus_atys ENSCATG00000019524
papio_anubis ENSPANG00000010900
chlorocebus_sabaeus ENSCSAG00000015891
saimiri_boliviensis_boliviensis ENSSBOG00000034811
cebus_capucinus ENSCCAG00000033643
callithrix_jacchus ENSCJAG00000015999
aotus_nancymaae ENSANAG00000031762
carlito_syrichta ENSTSYG00000013371
microcebus_murinus ENSMICG00000047812
propithecus_coquereli ENSPCOG00000014361
prolemur_simus ENSPSMG00000003556
otolemur_garnettii ENSOGAG00000026566
tupaia_belangeri ENSTBEG00000013751
castor_canadensis ENSCCNG00000025219
dipodomys_ordii ENSDORG00000002654
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019732
mus_spicilegus ENSMSIG00000003711
mus_musculus ENSMUSG00000021624
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018853
mus_pahari MGP_PahariEiJ_G0015925
rattus_norvegicus ENSRNOG00000010266
meriones_unguiculatus ENSMUGG00000010592
cricetulus_griseus_crigri-picr ENSCGRG00015006003
cricetulus_griseus_crigri ENSCGRG00000002073
cricetulus_griseus_chok1gshd ENSCGRG00001018103
mesocricetus_auratus ENSMAUG00000012608
peromyscus_maniculatus_bairdii ENSPEMG00000011178
microtus_ochrogaster ENSMOCG00000002057
nannospalax_galili ENSNGAG00000010439
jaculus_jaculus ENSJJAG00000017107
chinchilla_lanigera ENSCLAG00000003847
octodon_degus ENSODEG00000016416
cavia_porcellus ENSCPOG00000000757
cavia_aperea ENSCAPG00000012927
heterocephalus_glaber_female ENSHGLG00000003607
heterocephalus_glaber_male ENSHGLG00100017386
fukomys_damarensis ENSFDAG00000003064
ictidomys_tridecemlineatus ENSSTOG00000020975
urocitellus_parryii ENSUPAG00010020935
spermophilus_dauricus ENSSDAG00000008264
marmota_marmota_marmota ENSMMMG00000000234
oryctolagus_cuniculus ENSOCUG00000015721
