loxodonta_africana ENSLAFG00000014783
procavia_capensis ENSPCAG00000011694
echinops_telfairi ENSETEG00000012062
dasypus_novemcinctus ENSDNOG00000041221
pan_troglodytes ENSPTRG00000013459
pan_paniscus ENSPPAG00000034660
gorilla_gorilla ENSGGOG00000011784
homo_sapiens ENSG00000118707
pongo_abelii ENSPPYG00000029780
nomascus_leucogenys ENSNLEG00000006119
colobus_angolensis_palliatus ENSCANG00000005095
piliocolobus_tephrosceles ENSPTEG00000015351
rhinopithecus_bieti ENSRBIG00000044403
rhinopithecus_roxellana ENSRROG00000005715
cercocebus_atys ENSCATG00000018832
mandrillus_leucophaeus ENSMLEG00000033460
macaca_fascicularis ENSMFAG00000001204
macaca_mulatta ENSMMUG00000008195
macaca_nemestrina ENSMNEG00000030426
chlorocebus_sabaeus ENSCSAG00000010002
papio_anubis ENSPANG00000023201
theropithecus_gelada ENSTGEG00000002177
cebus_capucinus ENSCCAG00000034164
saimiri_boliviensis_boliviensis ENSSBOG00000002363
callithrix_jacchus ENSCJAG00000042103
callithrix_jacchus ENSCJAG00000001354
aotus_nancymaae ENSANAG00000017519
carlito_syrichta ENSTSYG00000030629
prolemur_simus ENSPSMG00000019032
propithecus_coquereli ENSPCOG00000022981
microcebus_murinus ENSMICG00000030549
otolemur_garnettii ENSOGAG00000027748
mus_spicilegus ENSMSIG00000005866
mus_musculus ENSMUSG00000062175
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025484
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024562
mus_pahari MGP_PahariEiJ_G0026007
rattus_norvegicus ENSRNOG00000042374
rattus_norvegicus ENSRNOG00000030925
meriones_unguiculatus ENSMUGG00000002609
microtus_ochrogaster ENSMOCG00000011928
peromyscus_maniculatus_bairdii ENSPEMG00000019527
cricetulus_griseus_crigri-picr ENSCGRG00015025218
cricetulus_griseus_chok1gshd ENSCGRG00001000315
cricetulus_griseus_crigri ENSCGRG00000014635
