serinus_canaria ENSSCAG00000008179
lonchura_striata ENSLSDG00000007583
parus_major ENSPMJG00000017912
cyanistes_caeruleus ENSCCEG00000021830
junco_hyemalis ENSJHYG00000003614
zonotrichia_albicollis ENSZALG00000001097
cyanistes_caeruleus ENSCCEG00000007434
ficedula_albicollis ENSFALG00000000513
calidris_pygmaea ENSCPGG00000017766
melopsittacus_undulatus ENSMUNG00000003866
anas_platyrhynchos ENSAPLG00000019422
anser_brachyrhynchus ENSABRG00000017798
meleagris_gallopavo ENSMGAG00000002808
coturnix_japonica ENSCJPG00005002394
gallus_gallus ENSGALG00000031529
numida_meleagris ENSNMEG00000006775
dromaius_novaehollandiae ENSDNVG00000004691
nothoprocta_perdicaria ENSNPEG00000010615
apteryx_rowi ENSARWG00000001280
apteryx_haastii ENSAHAG00000004244
apteryx_owenii ENSAOWG00000002599
anas_platyrhynchos ENSAPLG00000005037
anas_platyrhynchos ENSAPLG00000005090
crocodylus_porosus ENSCPRG00005002765
gopherus_agassizii ENSGAGG00000018140
chelonoidis_abingdonii ENSCABG00000022190
chrysemys_picta ENSCPBG00000004378
chelonoidis_abingdonii ENSCABG00000022200
pelodiscus_sinensis ENSPSIG00000006653
anolis_carolinensis ENSACAG00000003496
pogona_vitticeps ENSPVIG00000015599
notechis_scutatus ENSNSUG00000016989
salvator_merianae ENSSMRG00000005768
sphenodon_punctatus ENSSPUG00000007113
erinaceus_europaeus ENSEEUG00000006658
sorex_araneus ENSSARG00000009467
bos_mutus ENSBMUG00000002300
myotis_lucifugus ENSMLUG00000015001
ursus_maritimus ENSUMAG00000017481
ursus_americanus ENSUAMG00000009400
ailuropoda_melanoleuca ENSAMEG00000009949
mustela_putorius ENSMPUG00000014982
neovison_vison ENSNVIG00000004046
canis_lupus ENSCAFG00000016351
canis_lupus ENSCAFG00020019353
vulpes_vulpes ENSVVUG00000001259
panthera_pardus ENSPPRG00000004415
panthera_tigris ENSPTIG00000003012
felis_catus ENSFCAG00000009903
equus_asinus ENSEASG00005002185
equus_caballus ENSECAG00000020409
bos_indicus ENSBIXG00000011341
bos_indicus ENSBIXG00005031102
bos_taurus ENSBTAG00000021798
bison_bison ENSBBBG00000023345
capra_hircus ENSCHIG00000025897
ovis_aries ENSOARG00000011865
tursiops_truncatus ENSTTRG00000008215
vicugna_pacos ENSVPAG00000001704
