pan_paniscus ENSPPAG00000014500
pan_troglodytes ENSPTRG00000043637
homo_sapiens ENSG00000186448
gorilla_gorilla ENSGGOG00000043682
pongo_abelii ENSPPYG00000013958
nomascus_leucogenys ENSNLEG00000005974
papio_anubis ENSPANG00000008111
theropithecus_gelada ENSTGEG00000013114
mandrillus_leucophaeus ENSMLEG00000040518
cercocebus_atys ENSCATG00000023282
macaca_fascicularis ENSMFAG00000037591
macaca_mulatta ENSMMUG00000017585
macaca_nemestrina ENSMNEG00000041364
chlorocebus_sabaeus ENSCSAG00000016621
rhinopithecus_bieti ENSRBIG00000044809
rhinopithecus_roxellana ENSRROG00000035609
piliocolobus_tephrosceles ENSPTEG00000012154
colobus_angolensis_palliatus ENSCANG00000037089
cebus_capucinus ENSCCAG00000025188
callithrix_jacchus ENSCJAG00000047460
saimiri_boliviensis_boliviensis ENSSBOG00000030818
aotus_nancymaae ENSANAG00000029713
carlito_syrichta ENSTSYG00000013632
propithecus_coquereli ENSPCOG00000014124
prolemur_simus ENSPSMG00000015779
microcebus_murinus ENSMICG00000026513
otolemur_garnettii ENSOGAG00000028821
ovis_aries ENSOARG00000004589
capra_hircus ENSCHIG00000018227
bos_mutus ENSBMUG00000010662
bos_taurus ENSBTAG00000037803
bison_bison_bison ENSBBBG00000004467
tursiops_truncatus ENSTTRG00000006738
sus_scrofa ENSSSCG00000011304
vicugna_pacos ENSVPAG00000006930
pteropus_vampyrus ENSPVAG00000013486
equus_caballus ENSECAG00000011611
equus_asinus_asinus ENSEASG00005007971
ursus_maritimus ENSUMAG00000013454
ursus_americanus ENSUAMG00000019786
ailuropoda_melanoleuca ENSAMEG00000004769
mustela_putorius_furo ENSMPUG00000002775
neovison_vison ENSNVIG00000014669
canis_lupus_familiaris ENSCAFG00000028725
canis_lupus_dingo ENSCAFG00020000786
vulpes_vulpes ENSVVUG00000021549
panthera_tigris_altaica ENSPTIG00000012886
panthera_pardus ENSPPRG00000010667
felis_catus ENSFCAG00000021993
sorex_araneus ENSSARG00000003181
urocitellus_parryii ENSUPAG00010011790
spermophilus_dauricus ENSSDAG00000008990
ictidomys_tridecemlineatus ENSSTOG00000022902
marmota_marmota_marmota ENSMMMG00000008866
castor_canadensis ENSCCNG00000013829
chinchilla_lanigera ENSCLAG00000015870
octodon_degus ENSODEG00000010006
cavia_aperea ENSCAPG00000009228
heterocephalus_glaber_male ENSHGLG00100006796
heterocephalus_glaber_female ENSHGLG00000017232
heterocephalus_glaber_female ENSHGLG00000016379
heterocephalus_glaber_male ENSHGLG00100008528
fukomys_damarensis ENSFDAG00000018247
nannospalax_galili ENSNGAG00000020812
oryctolagus_cuniculus ENSOCUG00000029675
ochotona_princeps ENSOPRG00000010881
procavia_capensis ENSPCAG00000009444
echinops_telfairi ENSETEG00000015360
dasypus_novemcinctus ENSDNOG00000034353
choloepus_hoffmanni ENSCHOG00000013986
