chrysemys_picta_bellii ENSCPBG00000009669
gopherus_agassizii ENSGAGG00000017358
pelodiscus_sinensis ENSPSIG00000004152
pelodiscus_sinensis ENSPSIG00000004132
salvator_merianae ENSSMRG00000020427
salvator_merianae ENSSMRG00000020428
salvator_merianae ENSSMRG00000020430
salvator_merianae ENSSMRG00000020426
salvator_merianae ENSSMRG00000020425
sphenodon_punctatus ENSSPUG00000000539
pogona_vitticeps ENSPVIG00000012791
salvator_merianae ENSSMRG00000020431
anolis_carolinensis ENSACAG00000026552
gopherus_agassizii ENSGAGG00000009628
cavia_aperea ENSCAPG00000012485
cavia_porcellus ENSCPOG00000007961
chinchilla_lanigera ENSCLAG00000017699
heterocephalus_glaber_female ENSHGLG00000020894
heterocephalus_glaber_male ENSHGLG00100020641
heterocephalus_glaber_male ENSHGLG00100020794
heterocephalus_glaber_female ENSHGLG00000019717
marmota_marmota_marmota ENSMMMG00000014807
spermophilus_dauricus ENSSDAG00000013336
tupaia_belangeri ENSTBEG00000013803
tupaia_belangeri ENSTBEG00000008757
tupaia_belangeri ENSTBEG00000013146
erinaceus_europaeus ENSEEUG00000010528
erinaceus_europaeus ENSEEUG00000004988
erinaceus_europaeus ENSEEUG00000015284
ovis_aries ENSOARG00000016851
capra_hircus ENSCHIG00000004024
bison_bison_bison ENSBBBG00000002100
sus_scrofa ENSSSCG00000023700
vicugna_pacos ENSVPAG00000015511
vicugna_pacos ENSVPAG00000015411
vicugna_pacos ENSVPAG00000015483
equus_caballus ENSECAG00000001723
equus_asinus_asinus ENSEASG00005007040
ursus_americanus ENSUAMG00000000908
ursus_americanus ENSUAMG00000003136
ursus_americanus ENSUAMG00000003604
ursus_maritimus ENSUMAG00000025009
neovison_vison ENSNVIG00000006797
mustela_putorius_furo ENSMPUG00000018728
canis_lupus_familiaris ENSCAFG00000001190
canis_lupus_dingo ENSCAFG00020005659
vulpes_vulpes ENSVVUG00000003518
panthera_pardus ENSPPRG00000011617
panthera_tigris_altaica ENSPTIG00000003314
felis_catus ENSFCAG00000022978
otolemur_garnettii ENSOGAG00000028047
propithecus_coquereli ENSPCOG00000020668
pan_troglodytes ENSPTRG00000024052
pan_paniscus ENSPPAG00000024755
gorilla_gorilla ENSGGOG00000004227
homo_sapiens ENSG00000197437
pongo_abelii ENSPPYG00000000033
macaca_mulatta ENSMMUG00000016176
cercocebus_atys ENSCATG00000043354
papio_anubis ENSPANG00000019514
theropithecus_gelada ENSTGEG00000019309
macaca_nemestrina ENSMNEG00000012005
macaca_fascicularis ENSMFAG00000026603
chlorocebus_sabaeus ENSCSAG00000019378
mandrillus_leucophaeus ENSMLEG00000014626
callithrix_jacchus ENSCJAG00000022631
loxodonta_africana ENSLAFG00000007319
loxodonta_africana ENSLAFG00000005045
procavia_capensis ENSPCAG00000010118
procavia_capensis ENSPCAG00000000504
dasypus_novemcinctus ENSDNOG00000004270
peromyscus_maniculatus_bairdii ENSPEMG00000026101
microtus_ochrogaster ENSMOCG00000006498
cricetulus_griseus_crigri ENSCGRG00000018997
cricetulus_griseus_chok1gshd ENSCGRG00001011870
cricetulus_griseus_crigri-picr ENSCGRG00015005610
mus_spicilegus ENSMSIG00000010476
mus_musculus ENSMUSG00000054054
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031060
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029954
mus_pahari MGP_PahariEiJ_G0013174
rattus_norvegicus ENSRNOG00000033009
meriones_unguiculatus ENSMUGG00000009720
notamacropus_eugenii ENSMEUG00000005430
monodelphis_domestica ENSMODG00000008778
