gopherus_agassizii ENSGAGG00000023328
chelonoidis_abingdonii ENSCABG00000003295
chrysemys_picta_bellii ENSCPBG00000001872
pelodiscus_sinensis ENSPSIG00000008851
crocodylus_porosus ENSCPRG00005002055
sphenodon_punctatus ENSSPUG00000013977
anas_platyrhynchos_platyrhynchos ENSAPLG00000008204
anser_brachyrhynchus ENSABRG00000005102
meleagris_gallopavo ENSMGAG00000007854
coturnix_japonica ENSCJPG00005009512
gallus_gallus ENSGALG00000006565
numida_meleagris ENSNMEG00000021940
calidris_pygmaea ENSCPGG00000016123
calidris_pugnax ENSCPUG00000009985
lepidothrix_coronata ENSLCOG00000013126
manacus_vitellinus ENSMVIG00005003097
cyanistes_caeruleus ENSCCEG00000022943
parus_major ENSPMJG00000018768
taeniopygia_guttata ENSTGUG00000010088
lonchura_striata_domestica ENSLSDG00000009249
serinus_canaria ENSSCAG00000003628
zonotrichia_albicollis ENSZALG00000009623
junco_hyemalis ENSJHYG00000008612
ficedula_albicollis ENSFALG00000007297
melopsittacus_undulatus ENSMUNG00000013418
apteryx_haastii ENSAHAG00000011309
apteryx_owenii ENSAOWG00000011791
apteryx_rowi ENSARWG00000018881
dromaius_novaehollandiae ENSDNVG00000009688
nothoprocta_perdicaria ENSNPEG00000009348
pogona_vitticeps ENSPVIG00000010789
anolis_carolinensis ENSACAG00000003340
notechis_scutatus ENSNSUG00000012846
salvator_merianae ENSSMRG00000018785
phascolarctos_cinereus ENSPCIG00000010911
notamacropus_eugenii ENSMEUG00000002575
sarcophilus_harrisii ENSSHAG00000004330
monodelphis_domestica ENSMODG00000019840
ursus_maritimus ENSUMAG00000001683
ursus_americanus ENSUAMG00000010772
ailuropoda_melanoleuca ENSAMEG00000013878
neovison_vison ENSNVIG00000021029
mustela_putorius_furo ENSMPUG00000002902
canis_lupus_dingo ENSCAFG00020007198
canis_lupus_familiaris ENSCAFG00000013899
vulpes_vulpes ENSVVUG00000019345
panthera_tigris_altaica ENSPTIG00000018071
