taeniopygia_guttata ENSTGUG00000018193
lonchura_striata_domestica ENSLSDG00000009067
serinus_canaria ENSSCAG00000013885
parus_major ENSPMJG00000002343
cyanistes_caeruleus ENSCCEG00000009954
manacus_vitellinus ENSMVIG00005019974
lepidothrix_coronata ENSLCOG00000005161
anser_brachyrhynchus ENSABRG00000000293
apteryx_rowi ENSARWG00000000919
nothoprocta_perdicaria ENSNPEG00000007194
crocodylus_porosus ENSCPRG00005010281
chelonoidis_abingdonii ENSCABG00000013999
notamacropus_eugenii ENSMEUG00000011017
monodelphis_domestica ENSMODG00000013352
ursus_maritimus ENSUMAG00000016304
ailuropoda_melanoleuca ENSAMEG00000003388
neovison_vison ENSNVIG00000015865
panthera_tigris_altaica ENSPTIG00000009531
erinaceus_europaeus ENSEEUG00000004610
sorex_araneus ENSSARG00000008979
pteropus_vampyrus ENSPVAG00000003517
tursiops_truncatus ENSTTRG00000003354
capra_hircus ENSCHIG00000003164
vicugna_pacos ENSVPAG00000011499
octodon_degus ENSODEG00000000699
cavia_aperea ENSCAPG00000008785
heterocephalus_glaber_female ENSHGLG00000008542
heterocephalus_glaber_male ENSHGLG00100008576
fukomys_damarensis ENSFDAG00000021263
urocitellus_parryii ENSUPAG00010015169
marmota_marmota_marmota ENSMMMG00000021973
ictidomys_tridecemlineatus ENSSTOG00000022616
spermophilus_dauricus ENSSDAG00000022801
cricetulus_griseus_crigri ENSCGRG00000002565
cricetulus_griseus_crigri-picr ENSCGRG00015019663
cricetulus_griseus_chok1gshd ENSCGRG00001000519
mesocricetus_auratus ENSMAUG00000008086
peromyscus_maniculatus_bairdii ENSPEMG00000020182
microtus_ochrogaster ENSMOCG00000000057
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018519
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019400
mus_pahari MGP_PahariEiJ_G0019585
meriones_unguiculatus ENSMUGG00000001285
nannospalax_galili ENSNGAG00000004256
jaculus_jaculus ENSJJAG00000000039
dipodomys_ordii ENSDORG00000014161
ochotona_princeps ENSOPRG00000007607
tupaia_belangeri ENSTBEG00000000612
dasypus_novemcinctus ENSDNOG00000024109
echinops_telfairi ENSETEG00000001269
