prolemur_simus ENSPSMG00000008165
microcebus_murinus ENSMICG00000043184
papio_anubis ENSPANG00000000349
theropithecus_gelada ENSTGEG00000013474
macaca_fascicularis ENSMFAG00000038706
macaca_mulatta ENSMMUG00000053125
macaca_nemestrina ENSMNEG00000034268
cercocebus_atys ENSCATG00000029889
chlorocebus_sabaeus ENSCSAG00000001711
mandrillus_leucophaeus ENSMLEG00000033753
rhinopithecus_bieti ENSRBIG00000038525
rhinopithecus_roxellana ENSRROG00000044658
colobus_angolensis ENSCANG00000029551
macaca_nemestrina ENSMNEG00000039695
macaca_fascicularis ENSMFAG00000044346
cercocebus_atys ENSCATG00000036649
mandrillus_leucophaeus ENSMLEG00000030728
rhinopithecus_roxellana ENSRROG00000032817
mandrillus_leucophaeus ENSMLEG00000018794
cercocebus_atys ENSCATG00000044514
papio_anubis ENSPANG00000006592
theropithecus_gelada ENSTGEG00000013501
macaca_fascicularis ENSMFAG00000044047
macaca_mulatta ENSMMUG00000053747
macaca_nemestrina ENSMNEG00000033972
chlorocebus_sabaeus ENSCSAG00000001710
rhinopithecus_roxellana ENSRROG00000045464
rhinopithecus_bieti ENSRBIG00000030049
colobus_angolensis ENSCANG00000035601
pongo_abelii ENSPPYG00000010433
pongo_abelii ENSPPYG00000010517
pongo_abelii ENSPPYG00000010434
homo_sapiens ENSG00000223638
homo_sapiens ENSG00000229292
pan_troglodytes ENSPTRG00000042944
pan_paniscus ENSPPAG00000035519
gorilla_gorilla ENSGGOG00000025780
nomascus_leucogenys ENSNLEG00000010648
nomascus_leucogenys ENSNLEG00000027011
cebus_capucinus ENSCCAG00000024831
aotus_nancymaae ENSANAG00000030713
mus_spicilegus ENSMSIG00000012826
mus_musculus ENSMUSG00000035191
mus_spretus MGP_SPRETEiJ_G0030205
mus_caroli MGP_CAROLIEiJ_G0029152
mus_pahari MGP_PahariEiJ_G0021019
oryctolagus_cuniculus ENSOCUG00000022031
ochotona_princeps ENSOPRG00000000472
mustela_putorius ENSMPUG00000007044
