anser_brachyrhynchus ENSABRG00000008956
anas_platyrhynchos_platyrhynchos ENSAPLG00000023978
gallus_gallus ENSGALG00000049060
coturnix_japonica ENSCJPG00005014070
numida_meleagris ENSNMEG00000003581
calidris_pygmaea ENSCPGG00000004331
calidris_pugnax ENSCPUG00000007235
melopsittacus_undulatus ENSMUNG00000010862
junco_hyemalis ENSJHYG00000006675
serinus_canaria ENSSCAG00000011080
lonchura_striata_domestica ENSLSDG00000012535
manacus_vitellinus ENSMVIG00005012907
apteryx_rowi ENSARWG00000013279
apteryx_owenii ENSAOWG00000002296
dromaius_novaehollandiae ENSDNVG00000004567
