procavia_capensis ENSPCAG00000013811
loxodonta_africana ENSLAFG00000010023
echinops_telfairi ENSETEG00000000879
macaca_fascicularis ENSMFAG00000038461
macaca_mulatta ENSMMUG00000005259
macaca_nemestrina ENSMNEG00000036703
theropithecus_gelada ENSTGEG00000024365
cercocebus_atys ENSCATG00000041965
mandrillus_leucophaeus ENSMLEG00000044214
papio_anubis ENSPANG00000007029
chlorocebus_sabaeus ENSCSAG00000013588
colobus_angolensis_palliatus ENSCANG00000043552
colobus_angolensis_palliatus ENSCANG00000041138
rhinopithecus_bieti ENSRBIG00000042146
rhinopithecus_roxellana ENSRROG00000036886
piliocolobus_tephrosceles ENSPTEG00000015558
pan_troglodytes ENSPTRG00000021360
pan_paniscus ENSPPAG00000009033
homo_sapiens ENSG00000136918
gorilla_gorilla ENSGGOG00000004105
pongo_abelii ENSPPYG00000019602
nomascus_leucogenys ENSNLEG00000017294
saimiri_boliviensis_boliviensis ENSSBOG00000030562
callithrix_jacchus ENSCJAG00000006695
cebus_capucinus ENSCCAG00000024912
aotus_nancymaae ENSANAG00000033407
carlito_syrichta ENSTSYG00000030561
prolemur_simus ENSPSMG00000022469
microcebus_murinus ENSMICG00000038127
propithecus_coquereli ENSPCOG00000016069
otolemur_garnettii ENSOGAG00000008507
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024450
mus_spicilegus ENSMSIG00000026555
mus_musculus ENSMUSG00000035295
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023530
mus_pahari MGP_PahariEiJ_G0027350
rattus_norvegicus ENSRNOG00000014102
meriones_unguiculatus ENSMUGG00000022939
peromyscus_maniculatus_bairdii ENSPEMG00000010623
microtus_ochrogaster ENSMOCG00000016384
cricetulus_griseus_crigri-picr ENSCGRG00015024385
cricetulus_griseus_crigri ENSCGRG00000010070
cricetulus_griseus_chok1gshd ENSCGRG00001016663
mesocricetus_auratus ENSMAUG00000005054
jaculus_jaculus ENSJJAG00000008331
castor_canadensis ENSCCNG00000010959
dipodomys_ordii ENSDORG00000012116
urocitellus_parryii ENSUPAG00010013438
ictidomys_tridecemlineatus ENSSTOG00000007867
marmota_marmota_marmota ENSMMMG00000018077
spermophilus_dauricus ENSSDAG00000013078
oryctolagus_cuniculus ENSOCUG00000002992
ochotona_princeps ENSOPRG00000000401
tupaia_belangeri ENSTBEG00000007945
capra_hircus ENSCHIG00000022520
ovis_aries ENSOARG00000013290
bos_taurus ENSBTAG00000039223
bos_mutus ENSBMUG00000020446
bison_bison_bison ENSBBBG00000003711
tursiops_truncatus ENSTTRG00000017393
sus_scrofa ENSSSCG00000005594
ursus_americanus ENSUAMG00000014471
ursus_maritimus ENSUMAG00000002982
ailuropoda_melanoleuca ENSAMEG00000016530
neovison_vison ENSNVIG00000005737
mustela_putorius_furo ENSMPUG00000013960
canis_lupus_familiaris ENSCAFG00000020213
canis_lupus_dingo ENSCAFG00020015590
vulpes_vulpes ENSVVUG00000009939
panthera_tigris_altaica ENSPTIG00000001191
panthera_pardus ENSPPRG00000009371
felis_catus ENSFCAG00000028099
pteropus_vampyrus ENSPVAG00000008085
erinaceus_europaeus ENSEEUG00000012711
sorex_araneus ENSSARG00000001583
myotis_lucifugus ENSMLUG00000024073
equus_asinus_asinus ENSEASG00005020747
equus_caballus ENSECAG00000006383
dasypus_novemcinctus ENSDNOG00000046480
notamacropus_eugenii ENSMEUG00000006680
sarcophilus_harrisii ENSSHAG00000004224
monodelphis_domestica ENSMODG00000019752
