gopherus_agassizii ENSGAGG00000019477
chelonoidis_abingdonii ENSCABG00000005749
chrysemys_picta_bellii ENSCPBG00000008579
pelodiscus_sinensis ENSPSIG00000001265
ficedula_albicollis ENSFALG00000014468
zonotrichia_albicollis ENSZALG00000003642
taeniopygia_guttata ENSTGUG00000012144
lonchura_striata_domestica ENSLSDG00000007533
serinus_canaria ENSSCAG00000013085
junco_hyemalis ENSJHYG00000016216
parus_major ENSPMJG00000014934
cyanistes_caeruleus ENSCCEG00000010217
manacus_vitellinus ENSMVIG00005008266
lepidothrix_coronata ENSLCOG00000007357
melopsittacus_undulatus ENSMUNG00000012440
gallus_gallus ENSGALG00000022733
meleagris_gallopavo ENSMGAG00000015575
coturnix_japonica ENSCJPG00005019791
numida_meleagris ENSNMEG00000007278
anser_brachyrhynchus ENSABRG00000005745
anas_platyrhynchos_platyrhynchos ENSAPLG00000008269
calidris_pygmaea ENSCPGG00000007027
calidris_pugnax ENSCPUG00000012991
sphenodon_punctatus ENSSPUG00000006852
sarcophilus_harrisii ENSSHAG00000004853
monodelphis_domestica ENSMODG00000024105
phascolarctos_cinereus ENSPCIG00000002831
myotis_lucifugus ENSMLUG00000029560
erinaceus_europaeus ENSEEUG00000009809
equus_asinus_asinus ENSEASG00005017293
equus_caballus ENSECAG00000004611
ursus_maritimus ENSUMAG00000018435
ursus_americanus ENSUAMG00000009531
ailuropoda_melanoleuca ENSAMEG00000002767
mustela_putorius_furo ENSMPUG00000018376
neovison_vison ENSNVIG00000011736
bos_mutus ENSBMUG00000001893
bos_taurus ENSBTAG00000016998
bison_bison_bison ENSBBBG00000015149
capra_hircus ENSCHIG00000004176
ovis_aries ENSOARG00000005963
sus_scrofa ENSSSCG00000036810
castor_canadensis ENSCCNG00000010661
dipodomys_ordii ENSDORG00000023352
mus_musculus ENSMUSG00000043157
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020274
mus_spicilegus ENSMSIG00000024796
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019382
mus_pahari MGP_PahariEiJ_G0030400
rattus_norvegicus ENSRNOG00000014653
meriones_unguiculatus ENSMUGG00000014248
cricetulus_griseus_chok1gshd ENSCGRG00001010023
cricetulus_griseus_crigri ENSCGRG00000006897
cricetulus_griseus_crigri-picr ENSCGRG00015011230
peromyscus_maniculatus_bairdii ENSPEMG00000026867
microtus_ochrogaster ENSMOCG00000006454
nannospalax_galili ENSNGAG00000004637
jaculus_jaculus ENSJJAG00000001803
spermophilus_dauricus ENSSDAG00000017992
urocitellus_parryii ENSUPAG00010004075
marmota_marmota_marmota ENSMMMG00000023058
cavia_porcellus ENSCPOG00000040608
cavia_aperea ENSCAPG00000006154
chinchilla_lanigera ENSCLAG00000005195
heterocephalus_glaber_male ENSHGLG00100009774
heterocephalus_glaber_female ENSHGLG00000006725
fukomys_damarensis ENSFDAG00000000040
oryctolagus_cuniculus ENSOCUG00000003013
prolemur_simus ENSPSMG00000016576
microcebus_murinus ENSMICG00000006637
otolemur_garnettii ENSOGAG00000005346
pan_troglodytes ENSPTRG00000005876
pan_paniscus ENSPPAG00000033238
homo_sapiens ENSG00000152213
gorilla_gorilla ENSGGOG00000004442
nomascus_leucogenys ENSNLEG00000031734
cercocebus_atys ENSCATG00000011750
theropithecus_gelada ENSTGEG00000004205
papio_anubis ENSPANG00000006280
mandrillus_leucophaeus ENSMLEG00000013105
macaca_mulatta ENSMMUG00000011766
chlorocebus_sabaeus ENSCSAG00000018612
rhinopithecus_roxellana ENSRROG00000000591
rhinopithecus_bieti ENSRBIG00000024949
colobus_angolensis_palliatus ENSCANG00000018107
piliocolobus_tephrosceles ENSPTEG00000029958
callithrix_jacchus ENSCJAG00000022614
loxodonta_africana ENSLAFG00000001838
dasypus_novemcinctus ENSDNOG00000009737
ornithorhynchus_anatinus ENSOANG00000015544
xenopus_tropicalis ENSXETG00000015673
latimeria_chalumnae ENSLACG00000011405
