mastacembelus_armatus ENSMAMG00000024181
monopterus_albus ENSMALG00000010815
anabas_testudineus ENSATEG00000020274
seriola_dumerili ENSSDUG00000020344
seriola_lalandi_dorsalis ENSSLDG00000007698
amphiprion_ocellaris ENSAOCG00000022757
amphiprion_percula ENSAPEG00000018598
acanthochromis_polyacanthus ENSAPOG00000016170
stegastes_partitus ENSSPAG00000019266
haplochromis_burtoni ENSHBUG00000007818
maylandia_zebra ENSMZEG00005026252
neolamprologus_brichardi ENSNBRG00000012176
pundamilia_nyererei ENSPNYG00000017690
oreochromis_niloticus ENSONIG00000016955
amphilophus_citrinellus ENSACIG00000000060
fundulus_heteroclitus ENSFHEG00000008230
cyprinodon_variegatus ENSCVAG00000023261
xiphophorus_maculatus ENSXMAG00000016493
xiphophorus_couchianus ENSXCOG00000012982
gambusia_affinis ENSGAFG00000004125
poecilia_formosa ENSPFOG00000007428
poecilia_mexicana ENSPMEG00000009236
poecilia_latipinna ENSPLAG00000008769
poecilia_reticulata ENSPREG00000004768
kryptolebias_marmoratus ENSKMAG00000010077
oryzias_latipes ENSORLG00000013419
oryzias_latipes_asm223469v1 ENSORLG00015009268
oryzias_latipes ENSORLG00020015255
oryzias_melastigma ENSOMEG00000004624
scophthalmus_maximus ENSSMAG00000006151
cynoglossus_semilaevis ENSCSEG00000018463
takifugu_rubripes ENSTRUG00000011898
tetraodon_nigroviridis ENSTNIG00000012565
mola_mola ENSMMOG00000011658
gasterosteus_aculeatus ENSGACG00000003402
hippocampus_comes ENSHCOG00000012215
periophthalmus_magnuspinnatus ENSPMGG00000009869
gadus_morhua ENSGMOG00000010153
esox_lucius ENSELUG00000019786
