pygocentrus_nattereri ENSPNAG00000025656
astyanax_mexicanus ENSAMXG00000041473
ictalurus_punctatus ENSIPUG00000000512
danio_rerio ENSDARG00000101135
amphiprion_percula ENSAPEG00000006695
amphiprion_ocellaris ENSAOCG00000011407
acanthochromis_polyacanthus ENSAPOG00000013546
stegastes_partitus ENSSPAG00000013572
poecilia_latipinna ENSPLAG00000002622
poecilia_mexicana ENSPMEG00000016488
poecilia_reticulata ENSPREG00000010679
gambusia_affinis ENSGAFG00000003880
xiphophorus_maculatus ENSXMAG00000025169
cyprinodon_variegatus ENSCVAG00000007399
fundulus_heteroclitus ENSFHEG00000017155
kryptolebias_marmoratus ENSKMAG00000019580
oryzias_latipes ENSORLG00000025364
oryzias_melastigma ENSOMEG00000013853
cynoglossus_semilaevis ENSCSEG00000004446
mola_mola ENSMMOG00000012719
haplochromis_burtoni ENSHBUG00000019792
pundamilia_nyererei ENSPNYG00000021496
maylandia_zebra ENSMZEG00005021238
astatotilapia_calliptera ENSACLG00000009679
neolamprologus_brichardi ENSNBRG00000023967
amphilophus_citrinellus ENSACIG00000019867
anabas_testudineus ENSATEG00000001174
mastacembelus_armatus ENSMAMG00000015982
periophthalmus_magnuspinnatus ENSPMGG00000008251
labrus_bergylta ENSLBEG00000021007
seriola_lalandi_dorsalis ENSSLDG00000003292
seriola_dumerili ENSSDUG00000006080
scophthalmus_maximus ENSSMAG00000006323
hippocampus_comes ENSHCOG00000015177
esox_lucius ENSELUG00000001028
scleropages_formosus ENSSFOG00015018687
paramormyrops_kingsleyae ENSPKIG00000010908
