pteropus_vampyrus ENSPVAG00000006355
myotis_lucifugus ENSMLUG00000015663
ursus_maritimus ENSUMAG00000012756
ursus_americanus ENSUAMG00000023727
ailuropoda_melanoleuca ENSAMEG00000010409
neovison_vison ENSNVIG00000023591
mustela_putorius_furo ENSMPUG00000015769
canis_lupus_dingo ENSCAFG00020021219
canis_lupus_familiaris ENSCAFG00000012655
vulpes_vulpes ENSVVUG00000011688
panthera_tigris_altaica ENSPTIG00000015220
panthera_pardus ENSPPRG00000023582
felis_catus ENSFCAG00000025403
equus_caballus ENSECAG00000024441
equus_asinus_asinus ENSEASG00005004034
bos_mutus ENSBMUG00000016103
bos_taurus ENSBTAG00000001513
bison_bison_bison ENSBBBG00000006879
ovis_aries ENSOARG00000005378
capra_hircus ENSCHIG00000019234
tursiops_truncatus ENSTTRG00000005144
sus_scrofa ENSSSCG00000030660
vicugna_pacos ENSVPAG00000001230
erinaceus_europaeus ENSEEUG00000007043
sorex_araneus ENSSARG00000010121
microcebus_murinus ENSMICG00000017470
microcebus_murinus ENSMICG00000033494
microcebus_murinus ENSMICG00000033845
propithecus_coquereli ENSPCOG00000023798
prolemur_simus ENSPSMG00000012069
otolemur_garnettii ENSOGAG00000000581
pan_troglodytes ENSPTRG00000000374
pan_paniscus ENSPPAG00000019009
gorilla_gorilla ENSGGOG00000003927
homo_sapiens ENSG00000175087
pongo_abelii ENSPPYG00000001695
nomascus_leucogenys ENSNLEG00000009194
macaca_mulatta ENSMMUG00000016874
macaca_fascicularis ENSMFAG00000044260
macaca_nemestrina ENSMNEG00000027529
papio_anubis ENSPANG00000013872
theropithecus_gelada ENSTGEG00000006480
mandrillus_leucophaeus ENSMLEG00000026898
cercocebus_atys ENSCATG00000021131
chlorocebus_sabaeus ENSCSAG00000000965
rhinopithecus_roxellana ENSRROG00000029448
rhinopithecus_bieti ENSRBIG00000042161
piliocolobus_tephrosceles ENSPTEG00000017052
colobus_angolensis_palliatus ENSCANG00000041959
cebus_capucinus ENSCCAG00000033260
callithrix_jacchus ENSCJAG00000009603
saimiri_boliviensis_boliviensis ENSSBOG00000032991
aotus_nancymaae ENSANAG00000026093
spermophilus_dauricus ENSSDAG00000018767
urocitellus_parryii ENSUPAG00010021712
ictidomys_tridecemlineatus ENSSTOG00000004995
dipodomys_ordii ENSDORG00000028227
mus_spicilegus ENSMSIG00000002326
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027597
mus_musculus ENSMUSG00000050890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026617
mus_pahari MGP_PahariEiJ_G0028950
