periophthalmus_magnuspinnatus ENSPMGG00000019564
hippocampus_comes ENSHCOG00000003577
mastacembelus_armatus ENSMAMG00000021392
tetraodon_nigroviridis ENSTNIG00000018213
anabas_testudineus ENSATEG00000010528
takifugu_rubripes ENSTRUG00000021575
kryptolebias_marmoratus ENSKMAG00000010005
gasterosteus_aculeatus ENSGACG00000020721
mola_mola ENSMMOG00000013799
cynoglossus_semilaevis ENSCSEG00000015044
oryzias_latipes_asm223469v1 ENSORLG00015003920
oryzias_latipes ENSORLG00000026879
oryzias_latipes ENSORLG00020019981
oryzias_melastigma ENSOMEG00000005569
cyprinodon_variegatus ENSCVAG00000014696
fundulus_heteroclitus ENSFHEG00000000230
poecilia_formosa ENSPFOG00000002343
poecilia_latipinna ENSPLAG00000016571
poecilia_mexicana ENSPMEG00000018325
poecilia_reticulata ENSPREG00000005648
gambusia_affinis ENSGAFG00000005093
xiphophorus_maculatus ENSXMAG00000028460
haplochromis_burtoni ENSHBUG00000002932
pundamilia_nyererei ENSPNYG00000015218
maylandia_zebra ENSMZEG00005002751
astatotilapia_calliptera ENSACLG00000011049
neolamprologus_brichardi ENSNBRG00000005887
oreochromis_niloticus ENSONIG00000008492
amphilophus_citrinellus ENSACIG00000013998
amphiprion_ocellaris ENSAOCG00000016955
seriola_dumerili ENSSDUG00000021214
seriola_lalandi_dorsalis ENSSLDG00000007161
scophthalmus_maximus ENSSMAG00000004373
amphiprion_percula ENSAPEG00000017823
acanthochromis_polyacanthus ENSAPOG00000011141
stegastes_partitus ENSSPAG00000012232
monopterus_albus ENSMALG00000018411
labrus_bergylta ENSLBEG00000025331
gadus_morhua ENSGMOG00000014391
esox_lucius ENSELUG00000023177
pygocentrus_nattereri ENSPNAG00000027048
astyanax_mexicanus ENSAMXG00000037919
danio_rerio ENSDARG00000069031
scleropages_formosus ENSSFOG00015000620
paramormyrops_kingsleyae ENSPKIG00000024535
lepisosteus_oculatus ENSLOCG00000010461
phascolarctos_cinereus ENSPCIG00000030573
monodelphis_domestica ENSMODG00000010239
