xenopus_tropicalis ENSXETG00000032463
lepisosteus_oculatus ENSLOCG00000015547
pogona_vitticeps ENSPVIG00000021639
anolis_carolinensis ENSACAG00000001552
notechis_scutatus ENSNSUG00000000122
salvator_merianae ENSSMRG00000014013
sphenodon_punctatus ENSSPUG00000002355
apteryx_haastii ENSAHAG00000011147
apteryx_owenii ENSAOWG00000013100
apteryx_rowi ENSARWG00000004965
dromaius_novaehollandiae ENSDNVG00000006162
nothoprocta_perdicaria ENSNPEG00000010832
anser_brachyrhynchus ENSABRG00000022861
anas_platyrhynchos_platyrhynchos ENSAPLG00000007304
meleagris_gallopavo ENSMGAG00000009451
coturnix_japonica ENSCJPG00005016874
gallus_gallus ENSGALG00000033278
numida_meleagris ENSNMEG00000021380
calidris_pugnax ENSCPUG00000017392
calidris_pygmaea ENSCPGG00000009212
melopsittacus_undulatus ENSMUNG00000005007
lepidothrix_coronata ENSLCOG00000007624
manacus_vitellinus ENSMVIG00005008215
taeniopygia_guttata ENSTGUG00000003870
lonchura_striata_domestica ENSLSDG00000011040
parus_major ENSPMJG00000008448
cyanistes_caeruleus ENSCCEG00000000412
junco_hyemalis ENSJHYG00000017648
serinus_canaria ENSSCAG00000012616
zonotrichia_albicollis ENSZALG00000004874
ficedula_albicollis ENSFALG00000004380
crocodylus_porosus ENSCPRG00005002342
chelonoidis_abingdonii ENSCABG00000017049
gopherus_agassizii ENSGAGG00000014016
chrysemys_picta_bellii ENSCPBG00000026386
pelodiscus_sinensis ENSPSIG00000015166
latimeria_chalumnae ENSLACG00000009140
notamacropus_eugenii ENSMEUG00000014858
phascolarctos_cinereus ENSPCIG00000010585
sarcophilus_harrisii ENSSHAG00000015094
monodelphis_domestica ENSMODG00000016414
pan_troglodytes ENSPTRG00000007703
pan_paniscus ENSPPAG00000034416
gorilla_gorilla ENSGGOG00000016587
homo_sapiens ENSG00000167984
pongo_abelii ENSPPYG00000007048
nomascus_leucogenys ENSNLEG00000009681
rhinopithecus_roxellana ENSRROG00000038316
rhinopithecus_bieti ENSRBIG00000042019
piliocolobus_tephrosceles ENSPTEG00000010669
colobus_angolensis_palliatus ENSCANG00000037587
cercocebus_atys ENSCATG00000044076
mandrillus_leucophaeus ENSMLEG00000029481
papio_anubis ENSPANG00000016183
chlorocebus_sabaeus ENSCSAG00000009975
theropithecus_gelada ENSTGEG00000025070
macaca_nemestrina ENSMNEG00000045096
macaca_mulatta ENSMMUG00000007571
macaca_fascicularis ENSMFAG00000044885
cebus_capucinus ENSCCAG00000029358
callithrix_jacchus ENSCJAG00000019666
saimiri_boliviensis_boliviensis ENSSBOG00000031454
aotus_nancymaae ENSANAG00000026530
carlito_syrichta ENSTSYG00000013162
microcebus_murinus ENSMICG00000009086
propithecus_coquereli ENSPCOG00000024156
prolemur_simus ENSPSMG00000017673
otolemur_garnettii ENSOGAG00000015909
urocitellus_parryii ENSUPAG00010018969
marmota_marmota_marmota ENSMMMG00000007398
spermophilus_dauricus ENSSDAG00000007973
ictidomys_tridecemlineatus ENSSTOG00000008380
spermophilus_dauricus ENSSDAG00000008003
marmota_marmota_marmota ENSMMMG00000007409
urocitellus_parryii ENSUPAG00010018990
chinchilla_lanigera ENSCLAG00000013513
octodon_degus ENSODEG00000014984
cavia_porcellus ENSCPOG00000001305
cavia_aperea ENSCAPG00000010625
heterocephalus_glaber_male ENSHGLG00100016544
heterocephalus_glaber_female ENSHGLG00000015072
fukomys_damarensis ENSFDAG00000005108
castor_canadensis ENSCCNG00000021080
dipodomys_ordii ENSDORG00000009755
mus_spicilegus ENSMSIG00000026561
mus_musculus ENSMUSG00000049871
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021288
mus_pahari MGP_PahariEiJ_G0016102
rattus_norvegicus ENSRNOG00000024210
meriones_unguiculatus ENSMUGG00000017148
meriones_unguiculatus ENSMUGG00000017164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020394
cricetulus_griseus_crigri-picr ENSCGRG00015013810
cricetulus_griseus_crigri ENSCGRG00000007849
cricetulus_griseus_chok1gshd ENSCGRG00001015114
mesocricetus_auratus ENSMAUG00000003265
microtus_ochrogaster ENSMOCG00000009820
peromyscus_maniculatus_bairdii ENSPEMG00000012730
nannospalax_galili ENSNGAG00000012080
oryctolagus_cuniculus ENSOCUG00000028059
ochotona_princeps ENSOPRG00000004501
capra_hircus ENSCHIG00000022312
ovis_aries ENSOARG00000001980
bos_taurus ENSBTAG00000004505
bos_mutus ENSBMUG00000001556
bison_bison_bison ENSBBBG00000005832
tursiops_truncatus ENSTTRG00000016985
sus_scrofa ENSSSCG00000007956
vicugna_pacos ENSVPAG00000011432
sorex_araneus ENSSARG00000002701
ursus_maritimus ENSUMAG00000001104
ursus_americanus ENSUAMG00000026165
ailuropoda_melanoleuca ENSAMEG00000010676
neovison_vison ENSNVIG00000023403
mustela_putorius_furo ENSMPUG00000015052
canis_lupus_familiaris ENSCAFG00000019271
canis_lupus_dingo ENSCAFG00020025711
vulpes_vulpes ENSVVUG00000016197
panthera_pardus ENSPPRG00000001559
panthera_tigris_altaica ENSPTIG00000014805
felis_catus ENSFCAG00000012279
equus_asinus_asinus ENSEASG00005001033
equus_caballus ENSECAG00000015392
myotis_lucifugus ENSMLUG00000017723
pteropus_vampyrus ENSPVAG00000016543
castor_canadensis ENSCCNG00000021072
loxodonta_africana ENSLAFG00000007386
procavia_capensis ENSPCAG00000009843
echinops_telfairi ENSETEG00000014206
ornithorhynchus_anatinus ENSOANG00000001053
paramormyrops_kingsleyae ENSPKIG00000002323
scleropages_formosus ENSSFOG00015019088
takifugu_rubripes ENSTRUG00000015221
tetraodon_nigroviridis ENSTNIG00000012819
mola_mola ENSMMOG00000002134
labrus_bergylta ENSLBEG00000014850
amphiprion_ocellaris ENSAOCG00000001550
amphiprion_percula ENSAPEG00000007222
acanthochromis_polyacanthus ENSAPOG00000020988
stegastes_partitus ENSSPAG00000004458
astatotilapia_calliptera ENSACLG00000011522
haplochromis_burtoni ENSHBUG00000005472
pundamilia_nyererei ENSPNYG00000019433
maylandia_zebra ENSMZEG00005015227
maylandia_zebra ENSMZEG00005004681
neolamprologus_brichardi ENSNBRG00000023030
oreochromis_niloticus ENSONIG00000020002
amphilophus_citrinellus ENSACIG00000022642
xiphophorus_maculatus ENSXMAG00000018992
xiphophorus_couchianus ENSXCOG00000002554
gambusia_affinis ENSGAFG00000016010
poecilia_formosa ENSPFOG00000015889
poecilia_latipinna ENSPLAG00000018709
poecilia_mexicana ENSPMEG00000016819
poecilia_reticulata ENSPREG00000018396
fundulus_heteroclitus ENSFHEG00000001840
cyprinodon_variegatus ENSCVAG00000001704
kryptolebias_marmoratus ENSKMAG00000012728
oryzias_latipes ENSORLG00020011380
oryzias_latipes ENSORLG00000007555
oryzias_latipes_asm223469v1 ENSORLG00015009808
oryzias_melastigma ENSOMEG00000016416
monopterus_albus ENSMALG00000001489
mastacembelus_armatus ENSMAMG00000010013
anabas_testudineus ENSATEG00000016020
seriola_dumerili ENSSDUG00000001738
seriola_dumerili ENSSDUG00000001713
seriola_lalandi_dorsalis ENSSLDG00000012959
scophthalmus_maximus ENSSMAG00000013184
cynoglossus_semilaevis ENSCSEG00000011810
gasterosteus_aculeatus ENSGACG00000009105
periophthalmus_magnuspinnatus ENSPMGG00000004835
gadus_morhua ENSGMOG00000008615
esox_lucius ENSELUG00000009506
pygocentrus_nattereri ENSPNAG00000013023
astyanax_mexicanus ENSAMXG00000007153
ictalurus_punctatus ENSIPUG00000000374
danio_rerio ENSDARG00000103146
lepisosteus_oculatus ENSLOCG00000003349
