loxodonta_africana ENSLAFG00000001781
procavia_capensis ENSPCAG00000010624
dasypus_novemcinctus ENSDNOG00000043822
tursiops_truncatus ENSTTRG00000005677
vicugna_pacos ENSVPAG00000008070
sus_scrofa ENSSSCG00000040579
ursus_maritimus ENSUMAG00000012585
ursus_americanus ENSUAMG00000006985
ailuropoda_melanoleuca ENSAMEG00000010579
panthera_tigris_altaica ENSPTIG00000015019
panthera_pardus ENSPPRG00000008941
felis_catus ENSFCAG00000012809
equus_caballus ENSECAG00000015147
equus_asinus_asinus ENSEASG00005003952
pteropus_vampyrus ENSPVAG00000017265
myotis_lucifugus ENSMLUG00000015261
erinaceus_europaeus ENSEEUG00000013513
cavia_porcellus ENSCPOG00000030245
octodon_degus ENSODEG00000004272
chinchilla_lanigera ENSCLAG00000014629
fukomys_damarensis ENSFDAG00000000500
marmota_marmota_marmota ENSMMMG00000014053
urocitellus_parryii ENSUPAG00010021486
dipodomys_ordii ENSDORG00000027789
tupaia_belangeri ENSTBEG00000011435
oryctolagus_cuniculus ENSOCUG00000016978
pan_troglodytes ENSPTRG00000000383
pan_paniscus ENSPPAG00000038727
homo_sapiens ENSG00000176083
gorilla_gorilla ENSGGOG00000007713
pongo_abelii ENSPPYG00000001685
nomascus_leucogenys ENSNLEG00000009200
rhinopithecus_roxellana ENSRROG00000002892
rhinopithecus_bieti ENSRBIG00000034984
piliocolobus_tephrosceles ENSPTEG00000018346
colobus_angolensis_palliatus ENSCANG00000008348
theropithecus_gelada ENSTGEG00000007121
mandrillus_leucophaeus ENSMLEG00000037471
papio_anubis ENSPANG00000022867
macaca_mulatta ENSMMUG00000003420
macaca_fascicularis ENSMFAG00000002715
macaca_nemestrina ENSMNEG00000028397
cercocebus_atys ENSCATG00000044773
chlorocebus_sabaeus ENSCSAG00000000974
cebus_capucinus ENSCCAG00000016907
saimiri_boliviensis_boliviensis ENSSBOG00000031630
callithrix_jacchus ENSCJAG00000009793
aotus_nancymaae ENSANAG00000023008
carlito_syrichta ENSTSYG00000031856
microcebus_murinus ENSMICG00000010832
propithecus_coquereli ENSPCOG00000020299
prolemur_simus ENSPSMG00000011756
otolemur_garnettii ENSOGAG00000003340
sarcophilus_harrisii ENSSHAG00000010994
