parus_major ENSPMJG00000002755
taeniopygia_guttata ENSTGUG00000016270
serinus_canaria ENSSCAG00000005245
zonotrichia_albicollis ENSZALG00000002700
ficedula_albicollis ENSFALG00000008357
melopsittacus_undulatus ENSMUNG00000002925
gallus_gallus ENSGALG00000041845
coturnix_japonica ENSCJPG00005002987
meleagris_gallopavo ENSMGAG00000000638
numida_meleagris ENSNMEG00000022762
nothoprocta_perdicaria ENSNPEG00000012218
calidris_pygmaea ENSCPGG00000002602
calidris_pugnax ENSCPUG00000016779
anser_brachyrhynchus ENSABRG00000012838
apteryx_owenii ENSAOWG00000016022
apteryx_rowi ENSARWG00000010928
apteryx_haastii ENSAHAG00000002974
dromaius_novaehollandiae ENSDNVG00000011370
anas_platyrhynchos_platyrhynchos ENSAPLG00000019408
anas_platyrhynchos_platyrhynchos ENSAPLG00000024279
junco_hyemalis ENSJHYG00000002459
notechis_scutatus ENSNSUG00000014827
pogona_vitticeps ENSPVIG00000017564
sphenodon_punctatus ENSSPUG00000001159
salvator_merianae ENSSMRG00000000358
chelonoidis_abingdonii ENSCABG00000007759
chelonoidis_abingdonii ENSCABG00000007761
gopherus_agassizii ENSGAGG00000019665
chrysemys_picta_bellii ENSCPBG00000002996
anolis_carolinensis ENSACAG00000011640
notechis_scutatus ENSNSUG00000014826
latimeria_chalumnae ENSLACG00000004152
pygocentrus_nattereri ENSPNAG00000019215
astyanax_mexicanus ENSAMXG00000036131
ictalurus_punctatus ENSIPUG00000014936
scleropages_formosus ENSSFOG00015001909
lepisosteus_oculatus ENSLOCG00000010151
choloepus_hoffmanni ENSCHOG00000008895
dasypus_novemcinctus ENSDNOG00000011720
echinops_telfairi ENSETEG00000010233
loxodonta_africana ENSLAFG00000029064
procavia_capensis ENSPCAG00000005864
pteropus_vampyrus ENSPVAG00000004179
myotis_lucifugus ENSMLUG00000002398
ovis_aries ENSOARG00000008239
capra_hircus ENSCHIG00000015907
bos_taurus ENSBTAG00000021115
bos_mutus ENSBMUG00000003773
bison_bison_bison ENSBBBG00000004324
tursiops_truncatus ENSTTRG00000013805
sus_scrofa ENSSSCG00000030672
erinaceus_europaeus ENSEEUG00000000422
sorex_araneus ENSSARG00000013861
equus_asinus_asinus ENSEASG00005006750
equus_caballus ENSECAG00000015402
ursus_maritimus ENSUMAG00000009641
ursus_americanus ENSUAMG00000008832
ailuropoda_melanoleuca ENSAMEG00000017607
mustela_putorius_furo ENSMPUG00000001221
canis_lupus_dingo ENSCAFG00020000840
neovison_vison ENSNVIG00000001765
ursus_americanus ENSUAMG00000008831
vulpes_vulpes ENSVVUG00000005752
canis_lupus_familiaris ENSCAFG00000003155
panthera_tigris_altaica ENSPTIG00000020887
panthera_pardus ENSPPRG00000016909
felis_catus ENSFCAG00000000130
pan_troglodytes ENSPTRG00000002226
pan_paniscus ENSPPAG00000000955
homo_sapiens ENSG00000171163
gorilla_gorilla ENSGGOG00000009088
pongo_abelii ENSPPYG00000000002
nomascus_leucogenys ENSNLEG00000004326
theropithecus_gelada ENSTGEG00000020316
papio_anubis ENSPANG00000020298
cercocebus_atys ENSCATG00000021080
mandrillus_leucophaeus ENSMLEG00000005054
chlorocebus_sabaeus ENSCSAG00000008915
macaca_fascicularis ENSMFAG00000039056
macaca_mulatta ENSMMUG00000000634
macaca_nemestrina ENSMNEG00000039755
piliocolobus_tephrosceles ENSPTEG00000014021
colobus_angolensis_palliatus ENSCANG00000020186
rhinopithecus_bieti ENSRBIG00000041112
rhinopithecus_roxellana ENSRROG00000035544
cebus_capucinus ENSCCAG00000024172
saimiri_boliviensis_boliviensis ENSSBOG00000021945
callithrix_jacchus ENSCJAG00000018739
aotus_nancymaae ENSANAG00000019686
carlito_syrichta ENSTSYG00000026000
propithecus_coquereli ENSPCOG00000012645
microcebus_murinus ENSMICG00000000270
prolemur_simus ENSPSMG00000013632
otolemur_garnettii ENSOGAG00000004267
mus_musculus ENSMUSG00000037243
mus_spicilegus ENSMSIG00000002854
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016390
mus_pahari MGP_PahariEiJ_G0017525
rattus_norvegicus ENSRNOG00000002682
meriones_unguiculatus ENSMUGG00000009923
cricetulus_griseus_chok1gshd ENSCGRG00001021445
cricetulus_griseus_crigri ENSCGRG00000007636
cricetulus_griseus_crigri-picr ENSCGRG00015019192
mesocricetus_auratus ENSMAUG00000021817
microtus_ochrogaster ENSMOCG00000016928
peromyscus_maniculatus_bairdii ENSPEMG00000013950
nannospalax_galili ENSNGAG00000004882
castor_canadensis ENSCCNG00000024995
chinchilla_lanigera ENSCLAG00000005826
octodon_degus ENSODEG00000003897
cavia_porcellus ENSCPOG00000022134
heterocephalus_glaber_female ENSHGLG00000009481
heterocephalus_glaber_male ENSHGLG00100000933
fukomys_damarensis ENSFDAG00000006198
urocitellus_parryii ENSUPAG00010003468
ictidomys_tridecemlineatus ENSSTOG00000023210
marmota_marmota_marmota ENSMMMG00000009869
oryctolagus_cuniculus ENSOCUG00000021004
ochotona_princeps ENSOPRG00000011333
tupaia_belangeri ENSTBEG00000014016
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017232
sarcophilus_harrisii ENSSHAG00000005493
phascolarctos_cinereus ENSPCIG00000030941
monodelphis_domestica ENSMODG00000009168
notamacropus_eugenii ENSMEUG00000013090
eptatretus_burgeri ENSEBUG00000016669
