serinus_canaria ENSSCAG00000009576
taeniopygia_guttata ENSTGUG00000008949
zonotrichia_albicollis ENSZALG00000005834
cyanistes_caeruleus ENSCCEG00000018595
melopsittacus_undulatus ENSMUNG00000008678
nothoprocta_perdicaria ENSNPEG00000008119
crocodylus_porosus ENSCPRG00005018265
pelodiscus_sinensis ENSPSIG00000013962
anolis_carolinensis ENSACAG00000003220
pogona_vitticeps ENSPVIG00000004302
sphenodon_punctatus ENSSPUG00000010909
phascolarctos_cinereus ENSPCIG00000030872
notamacropus_eugenii ENSMEUG00000015311
sarcophilus_harrisii ENSSHAG00000006132
monodelphis_domestica ENSMODG00000012032
capra_hircus ENSCHIG00000023492
ovis_aries ENSOARG00000009373
ovis_aries ENSOARG00000002961
capra_hircus ENSCHIG00000024093
bos_mutus ENSBMUG00000018846
bos_taurus ENSBTAG00000000640
bison_bison ENSBBBG00000025499
tursiops_truncatus ENSTTRG00000011262
sus_scrofa ENSSSCG00000004826
equus_caballus ENSECAG00000012386
equus_asinus ENSEASG00005017704
ursus_americanus ENSUAMG00000009633
ursus_maritimus ENSUMAG00000024486
ailuropoda_melanoleuca ENSAMEG00000007115
neovison_vison ENSNVIG00000006582
mustela_putorius ENSMPUG00000010935
canis_lupus ENSCAFG00000010575
canis_lupus ENSCAFG00020020453
vulpes_vulpes ENSVVUG00000014525
panthera_pardus ENSPPRG00000006154
panthera_tigris ENSPTIG00000005783
felis_catus ENSFCAG00000028822
castor_canadensis ENSCCNG00000011172
dipodomys_ordii ENSDORG00000000922
mus_spicilegus ENSMSIG00000022389
mus_musculus ENSMUSG00000075701
mus_spretus MGP_SPRETEiJ_G0030942
mus_caroli MGP_CAROLIEiJ_G0029839
mus_pahari MGP_PahariEiJ_G0013064
rattus_norvegicus ENSRNOG00000012576
meriones_unguiculatus ENSMUGG00000022291
cricetulus_griseus ENSCGRG00015020677
cricetulus_griseus ENSCGRG00001011589
cricetulus_griseus ENSCGRG00000008775
mesocricetus_auratus ENSMAUG00000016380
peromyscus_maniculatus ENSPEMG00000019545
microtus_ochrogaster ENSMOCG00000004767
nannospalax_galili ENSNGAG00000015323
spermophilus_dauricus ENSSDAG00000015405
urocitellus_parryii ENSUPAG00010010044
ictidomys_tridecemlineatus ENSSTOG00000009048
marmota_marmota ENSMMMG00000021199
chinchilla_lanigera ENSCLAG00000014232
octodon_degus ENSODEG00000014112
cavia_porcellus ENSCPOG00000022558
cavia_aperea ENSCAPG00000013015
heterocephalus_glaber ENSHGLG00000013427
heterocephalus_glaber ENSHGLG00100013423
fukomys_damarensis ENSFDAG00000010910
oryctolagus_cuniculus ENSOCUG00000022773
pteropus_vampyrus ENSPVAG00000012873
tupaia_belangeri ENSTBEG00000001902
vicugna_pacos ENSVPAG00000000348
erinaceus_europaeus ENSEEUG00000004417
ochotona_princeps ENSOPRG00000009857
pongo_abelii ENSPPYG00000006826
homo_sapiens ENSG00000131871
piliocolobus_tephrosceles ENSPTEG00000037703
colobus_angolensis ENSCANG00000030908
theropithecus_gelada ENSTGEG00000012460
macaca_mulatta ENSMMUG00000011823
chlorocebus_sabaeus ENSCSAG00000016843
pan_paniscus ENSPPAG00000030891
pan_troglodytes ENSPTRG00000007512
gorilla_gorilla ENSGGOG00000008959
nomascus_leucogenys ENSNLEG00000000408
mandrillus_leucophaeus ENSMLEG00000039157
macaca_fascicularis ENSMFAG00000001376
papio_anubis ENSPANG00000005903
cercocebus_atys ENSCATG00000031412
macaca_nemestrina ENSMNEG00000038487
rhinopithecus_roxellana ENSRROG00000039643
rhinopithecus_bieti ENSRBIG00000030701
callithrix_jacchus ENSCJAG00000017258
saimiri_boliviensis ENSSBOG00000026383
aotus_nancymaae ENSANAG00000020301
cebus_capucinus ENSCCAG00000025586
carlito_syrichta ENSTSYG00000010059
propithecus_coquereli ENSPCOG00000020828
prolemur_simus ENSPSMG00000007785
microcebus_murinus ENSMICG00000034165
otolemur_garnettii ENSOGAG00000016896
dasypus_novemcinctus ENSDNOG00000010694
choloepus_hoffmanni ENSCHOG00000006356
loxodonta_africana ENSLAFG00000004170
procavia_capensis ENSPCAG00000007830
echinops_telfairi ENSETEG00000011401
ornithorhynchus_anatinus ENSOANG00000002268
xenopus_tropicalis ENSXETG00000027997
meleagris_gallopavo ENSMGAG00000009419
lepisosteus_oculatus ENSLOCG00000014088
eptatretus_burgeri ENSEBUG00000010628
ciona_intestinalis ENSCING00000019628
