manacus_vitellinus ENSMVIG00005005315
parus_major ENSPMJG00000011411
numida_meleagris ENSNMEG00000020913
cyanistes_caeruleus ENSCCEG00000003203
mola_mola ENSMMOG00000020009
hippocampus_comes ENSHCOG00000013370
amphilophus_citrinellus ENSACIG00000023175
stegastes_partitus ENSSPAG00000005441
monopterus_albus ENSMALG00000007505
poecilia_reticulata ENSPREG00000022778
poecilia_latipinna ENSPLAG00000019017
fundulus_heteroclitus ENSFHEG00000017273
oryzias_melastigma ENSOMEG00000009332
anabas_testudineus ENSATEG00000011256
scleropages_formosus ENSSFOG00015022937
