caenorhabditis_elegans_strain_n2 WBGene00004417
drosophila_melanogaster FBgn0039857
anolis_carolinensis ENSACAG00000003060
anolis_carolinensis ENSACAG00000028136
pogona_vitticeps ENSPVIG00000018616
notechis_scutatus ENSNSUG00000011650
salvator_merianae ENSSMRG00000009291
sphenodon_punctatus ENSSPUG00000009672
gallus_gallus ENSGALG00000004818
coturnix_japonica ENSCJPG00005007341
meleagris_gallopavo ENSMGAG00000005710
numida_meleagris ENSNMEG00000021089
anser_brachyrhynchus ENSABRG00000021099
anas_platyrhynchos_platyrhynchos ENSAPLG00000015787
lepidothrix_coronata ENSLCOG00000010661
manacus_vitellinus ENSMVIG00005016822
lonchura_striata_domestica ENSLSDG00000007268
taeniopygia_guttata ENSTGUG00000006766
serinus_canaria ENSSCAG00000007439
zonotrichia_albicollis ENSZALG00000004726
junco_hyemalis ENSJHYG00000008216
ficedula_albicollis ENSFALG00000008951
cyanistes_caeruleus ENSCCEG00000009003
parus_major ENSPMJG00000007621
melopsittacus_undulatus ENSMUNG00000016004
calidris_pygmaea ENSCPGG00000018121
calidris_pugnax ENSCPUG00000004492
apteryx_haastii ENSAHAG00000016891
apteryx_rowi ENSARWG00000007297
apteryx_owenii ENSAOWG00000000015
dromaius_novaehollandiae ENSDNVG00000013316
nothoprocta_perdicaria ENSNPEG00000009471
crocodylus_porosus ENSCPRG00005015546
chelonoidis_abingdonii ENSCABG00000016685
gopherus_agassizii ENSGAGG00000006541
chrysemys_picta_bellii ENSCPBG00000006608
pelodiscus_sinensis ENSPSIG00000003500
oryctolagus_cuniculus ENSOCUG00000003802
oryctolagus_cuniculus ENSOCUG00000024882
oryctolagus_cuniculus ENSOCUG00000022710
oryctolagus_cuniculus ENSOCUG00000027162
oryctolagus_cuniculus ENSOCUG00000022401
oryctolagus_cuniculus ENSOCUG00000027097
oryctolagus_cuniculus ENSOCUG00000022092
oryctolagus_cuniculus ENSOCUG00000026654
oryctolagus_cuniculus ENSOCUG00000024894
oryctolagus_cuniculus ENSOCUG00000023900
erinaceus_europaeus ENSEEUG00000000281
dasypus_novemcinctus ENSDNOG00000033451
dasypus_novemcinctus ENSDNOG00000031565
choloepus_hoffmanni ENSCHOG00000002917
loxodonta_africana ENSLAFG00000002201
cricetulus_griseus_chok1gshd ENSCGRG00001013976
cricetulus_griseus_crigri ENSCGRG00000001427
mesocricetus_auratus ENSMAUG00000008637
peromyscus_maniculatus_bairdii ENSPEMG00000014667
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027678
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032946
mus_spicilegus ENSMSIG00000028355
mus_spicilegus ENSMSIG00000015335
mus_spicilegus ENSMSIG00000031848
mus_spicilegus ENSMSIG00000010477
mus_spicilegus ENSMSIG00000021276
mus_musculus ENSMUSG00000029614
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028676
rattus_norvegicus ENSRNOG00000025936
rattus_norvegicus ENSRNOG00000031889
rattus_norvegicus ENSRNOG00000055942
cricetulus_griseus_crigri ENSCGRG00000015746
cricetulus_griseus_chok1gshd ENSCGRG00001007659
cricetulus_griseus_chok1gshd ENSCGRG00001023709
cricetulus_griseus_chok1gshd ENSCGRG00001005673
cricetulus_griseus_crigri ENSCGRG00000010279
cricetulus_griseus_crigri-picr ENSCGRG00015011814
cricetulus_griseus_chok1gshd ENSCGRG00001017511
cricetulus_griseus_crigri ENSCGRG00000013732
cricetulus_griseus_crigri-picr ENSCGRG00015026684
cricetulus_griseus_crigri ENSCGRG00000018950
cricetulus_griseus_chok1gshd ENSCGRG00001007014
cricetulus_griseus_crigri-picr ENSCGRG00015010106
microtus_ochrogaster ENSMOCG00000014158
microtus_ochrogaster ENSMOCG00000009257
microtus_ochrogaster ENSMOCG00000000933
microtus_ochrogaster ENSMOCG00000009848
microtus_ochrogaster ENSMOCG00000009573
peromyscus_maniculatus_bairdii ENSPEMG00000018540
meriones_unguiculatus ENSMUGG00000014290
nannospalax_galili ENSNGAG00000018991
nannospalax_galili ENSNGAG00000018268
jaculus_jaculus ENSJJAG00000006614
jaculus_jaculus ENSJJAG00000012867
jaculus_jaculus ENSJJAG00000016775
chinchilla_lanigera ENSCLAG00000010760
chinchilla_lanigera ENSCLAG00000003114
cavia_porcellus ENSCPOG00000013526
cavia_aperea ENSCAPG00000014808
octodon_degus ENSODEG00000019898
octodon_degus ENSODEG00000018668
octodon_degus ENSODEG00000019947
octodon_degus ENSODEG00000020350
octodon_degus ENSODEG00000019764
octodon_degus ENSODEG00000019240
octodon_degus ENSODEG00000018965
octodon_degus ENSODEG00000019421
octodon_degus ENSODEG00000020252
octodon_degus ENSODEG00000019215
octodon_degus ENSODEG00000018884
octodon_degus ENSODEG00000019802
octodon_degus ENSODEG00000019913
octodon_degus ENSODEG00000020212
octodon_degus ENSODEG00000019926
octodon_degus ENSODEG00000011601
octodon_degus ENSODEG00000019912
octodon_degus ENSODEG00000016716
octodon_degus ENSODEG00000019940
octodon_degus ENSODEG00000018910
heterocephalus_glaber_female ENSHGLG00000003034
heterocephalus_glaber_male ENSHGLG00100008398
heterocephalus_glaber_male ENSHGLG00100017828
heterocephalus_glaber_male ENSHGLG00100017696
heterocephalus_glaber_male ENSHGLG00100018226
heterocephalus_glaber_female ENSHGLG00000006409
heterocephalus_glaber_male ENSHGLG00100002323
heterocephalus_glaber_female ENSHGLG00000006501
heterocephalus_glaber_male ENSHGLG00100017759
fukomys_damarensis ENSFDAG00000001380
dipodomys_ordii ENSDORG00000005793
castor_canadensis ENSCCNG00000022737
spermophilus_dauricus ENSSDAG00000024146
spermophilus_dauricus ENSSDAG00000004980
spermophilus_dauricus ENSSDAG00000023886
ictidomys_tridecemlineatus ENSSTOG00000009409
urocitellus_parryii ENSUPAG00010008823
marmota_marmota_marmota ENSMMMG00000021495
otolemur_garnettii ENSOGAG00000026633
otolemur_garnettii ENSOGAG00000027452
otolemur_garnettii ENSOGAG00000030708
otolemur_garnettii ENSOGAG00000034274
otolemur_garnettii ENSOGAG00000033143
otolemur_garnettii ENSOGAG00000033955
capra_hircus ENSCHIG00000022577
capra_hircus ENSCHIG00000020703
bos_mutus ENSBMUG00000006770
bison_bison_bison ENSBBBG00000024667
ovis_aries ENSOARG00000017857
bos_taurus ENSBTAG00000031723
bos_mutus ENSBMUG00000007384
bison_bison_bison ENSBBBG00000013558
bison_bison_bison ENSBBBG00000016296
